plant_species;match_type;multiple_matches;match_similarity;match_edit_distance;wcvp_id;wcvp_name;wcvp_authors;wcvp_rank;wcvp_status;wcvp_homotypic;wcvp_ipni_id;wcvp_accepted_id
Astragalus alopecuroides;Exact (without author);TRUE;1;0;2657346;Astragalus alopecuroides;L.;Species;Accepted;NA;476058-1;2657346
Astragalus alopecuroides;Exact (without author);TRUE;1;0;2657347;Astragalus alopecuroides;Ledeb.;Species;Misapplied;NA;476060-1;2657351
Astragalus turolensis;Exact (without author);FALSE;1;0;2663539;Astragalus turolensis;Pau;Species;Accepted;NA;480336-1;2663539
Androsace villosa;Exact (without author);TRUE;1;0;2637841;Androsace villosa;L.;Species;Accepted;NA;700470-1;2637841
Androsace villosa;Exact (without author);TRUE;1;0;2637843;Androsace villosa;Hook.f. & Thomson;Species;Illegitimate;NA;700472-1;2637653
Androsace villosa;Exact (without author);TRUE;1;0;2637842;Androsace villosa;Jacq.;Species;Illegitimate;NA;700471-1;2637449
Hedysarum varium subsp. syriacum;Exact (without author);FALSE;1;0;2841810;Hedysarum varium subsp. syriacum;(Boiss.) C.C.Towns.;Subspecies;Synonym;TRUE;885330-1;2841746
Astragalus alopecurus;Exact (without author);FALSE;1;0;2657351;Astragalus alopecurus;Pall.;Species;Accepted;NA;60452619-2;2657351
Lathraea squamaria;Exact (without author);FALSE;1;0;2497842;Lathraea squamaria;L.;Species;Accepted;NA;662054-1;2497842
Draba stellata;Exact (without author);TRUE;1;0;2777391;Draba stellata;Jacq.;Species;Accepted;NA;283092-1;2777391
Draba stellata;Exact (without author);TRUE;1;0;2777392;Draba stellata;Cham.;Species;Illegitimate;TRUE;283094-1;2776425
Cardaminopsis;Exact (without author);FALSE;1;0;2700598;Cardaminopsis;(C.A.Mey.) Hayek;Genus;Synonym;NA;12403-1;2645200
Sisymbrium supinum;Exact (without author);FALSE;1;0;2474666;Sisymbrium supinum;L.;Species;Synonym;TRUE;289782-1;2798893
Malope malacoides;Exact (without author);TRUE;1;0;2503616;Malope malacoides;L.;Species;Accepted;NA;561493-1;2503616
Malope malacoides;Exact (without author);TRUE;1;0;2503617;Malope malacoides;Walter;Species;Misapplied;NA;561492-1;2503819
Acaena magellanica;Exact (without author);FALSE;1;0;2938368;Acaena magellanica;(Lam.) Vahl;Species;Accepted;NA;315239-2;2938368
Alchemilla connivens;Exact (without author);TRUE;1;0;2939160;Alchemilla connivens;Buser;Species;Accepted;NA;721109-1;2939160
Alchemilla connivens;Exact (without author);TRUE;1;0;2939161;Alchemilla connivens;Pawlus;Species;Illegitimate;NA;NA;2939165
Aphanes arvensis;Exact (without author);FALSE;1;0;2941856;Aphanes arvensis;L.;Species;Synonym;TRUE;721514-1;2938788
Argentina anserina subsp. groenlandica;Exact (without author);FALSE;1;0;2941914;Argentina anserina subsp. groenlandica;(Tratt.) Á.Löve;Subspecies;Accepted;NA;18880-2;2941914
Corymbia citriodora;Exact (without author);FALSE;1;0;47992;Corymbia citriodora;(Hook.) K.D.Hill & L.A.S.Johnson;Species;Accepted;NA;986336-1;47992
Eucalyptus gomphocephala;Exact (without author);FALSE;1;0;73019;Eucalyptus gomphocephala;DC.;Species;Accepted;NA;592967-1;73019
Fragaria chiloensis;Exact (without author);FALSE;1;0;2948665;Fragaria chiloensis;(L.) Mill.;Species;Accepted;NA;724988-1;2948665
Geum bulgaricum;Exact (without author);FALSE;1;0;2949189;Geum bulgaricum;Pančić;Species;Accepted;NA;725193-1;2949189
Geum hispidum;Exact (without author);TRUE;1;0;2949290;Geum hispidum;Fr.;Species;Accepted;NA;725256-1;2949290
Geum hispidum;Exact (without author);TRUE;1;0;2949291;Geum hispidum;C.Klinggr.;Species;Unplaced;NA;NA;NA
Geum japonicum;Exact (without author);TRUE;1;0;2949339;Geum japonicum;Scheutz;Species;Unplaced;NA;NA;NA
Geum japonicum;Exact (without author);TRUE;1;0;2949338;Geum japonicum;Thunb.;Species;Accepted;NA;725271-1;2949338
Geum japonicum;Exact (without author);TRUE;1;0;2949340;Geum japonicum;Scheutz;Species;Unplaced;NA;NA;NA
Geum japonicum;Exact (without author);TRUE;1;0;2949341;Geum japonicum;Koidz.;Species;Unplaced;NA;NA;NA
Geum kolbianum;Exact (without author);FALSE;1;0;2949355;Geum × kolbianum;Obrist & Stein;Species;Synonym;NA;725279-1;2949480
Geum laciniatum;Exact (without author);FALSE;1;0;2949356;Geum laciniatum;Murray;Species;Accepted;NA;725280-1;2949356
Geum pyrenaicum;Exact (without author);TRUE;1;0;2949457;Geum pyrenaicum;Ramond;Species;Unplaced;NA;725340-1;NA
Geum pyrenaicum;Exact (without author);TRUE;1;0;2949455;Geum pyrenaicum;Mill.;Species;Accepted;NA;725339-1;2949455
Geum sylvaticum;Exact (without author);FALSE;1;0;2949560;Geum sylvaticum;Pourr.;Species;Accepted;NA;725386-1;2949560
Potentilla thyrsiflora;Exact (without author);FALSE;1;0;2957853;Potentilla thyrsiflora;Hülsen ex Zimmeter;Species;Accepted;NA;729123-1;2957853
Potentilla x hybrida;Exact (without author);TRUE;1;0;2955319;Potentilla × hybrida;Wallr.;Species;Unplaced;NA;728265-1;NA
Potentilla x hybrida;Exact (without author);TRUE;1;0;2955320;Potentilla hybrida;Wirtg.;Species;Unplaced;NA;NA;NA
Potentilla x hybrida;Exact (without author);TRUE;1;0;3307905;Potentilla × hybrida;Jacques & Hérincq;Species;Unplaced;NA;77330007-1;NA
Astragalus alpinus subsp. alaskanus;Exact (without author);FALSE;1;0;2657356;Astragalus alpinus subsp. alaskanus;Hultén;Subspecies;Synonym;NA;24420-2;3241594
Sorbus pinnatifida;Exact (without author);TRUE;1;0;2992209;Sorbus pinnatifida;Düll;Species;Synonym;NA;77155944-1;3015014
Sorbus pinnatifida;Exact (without author);TRUE;1;0;2992208;Sorbus pinnatifida;Hartig;Species;Illegitimate;NA;NA;3014995
Sorbus quercifolia;Exact (without author);FALSE;1;0;2992270;Sorbus quercifolia;Hedl.;Species;Synonym;NA;741932-1;3015014
Crataegus pseudoheterophylla;Exact (without author);FALSE;1;0;2946964;Crataegus pseudoheterophylla;Pojark.;Species;Accepted;NA;724062-1;2946964
Mespilus punctata;Exact (without author);FALSE;1;0;2951527;Mespilus punctata;(Jacq.) Dum.Cours.;Species;Synonym;TRUE;77309970-1;2946988
Trollius acaulis;Exact (without author);FALSE;1;0;2514644;Trollius acaulis;Lindl.;Species;Accepted;NA;715063-1;2514644
Trollius altaicus;Exact (without author);FALSE;1;0;2514627;Trollius altaicus;C.A.Mey.;Species;Accepted;NA;715069-1;2514627
Trollius asiaticus;Exact (without author);FALSE;1;0;2514600;Trollius asiaticus;L.;Species;Accepted;NA;715075-1;2514600
Trollius caucasicus;Exact (without author);TRUE;1;0;2514582;Trollius caucasicus;Steven;Species;Synonym;NA;715082-1;2514432
Trollius caucasicus;Exact (without author);TRUE;1;0;2514592;Trollius caucasicus;Ledeb.;Species;Illegitimate;NA;715083-1;3259838
Trollius chinensis;Exact (without author);FALSE;1;0;2514590;Trollius chinensis;Bunge;Species;Accepted;NA;715085-1;2514590
Trollius ledebourii;Exact (without author);FALSE;1;0;2514407;Trollius ledebourii;Rchb.;Species;Accepted;NA;715116-1;2514407
Trollius pumilus;Exact (without author);FALSE;1;0;2514425;Trollius pumilus;D.Don;Species;Accepted;NA;715140-1;2514425
Trollius riederianus;Exact (without author);FALSE;1;0;2514418;Trollius riederianus;Fisch. & C.A.Mey.;Species;Accepted;NA;715143-1;2514418
Trollius sibiricus;Exact (without author);FALSE;1;0;2514392;Trollius sibiricus;Schipcz.;Species;Accepted;NA;715149-1;2514392
Trollius x cultorum;Exact (without author);FALSE;1;0;2514585;Trollius × cultorum;Bergmans;Species;Artificial Hybrid;NA;715089-1;2514585
Cephalaria setosa;Exact (without author);FALSE;1;0;2709417;Cephalaria setosa;Boiss. & Hohen.;Species;Accepted;NA;319175-1;2709417
Dipsacus strigosus;Exact (without author);FALSE;1;0;2771895;Dipsacus strigosus;Willd. ex Roem. & Schult.;Species;Accepted;NA;319300-1;2771895
Pterocephalus plumosus;Exact (without author);FALSE;1;0;2411463;Pterocephalus plumosus;(L.) F.Dietr.;Species;Accepted;NA;319632-1;2411463
Arabis nova;Exact (without author);FALSE;1;0;2645957;Arabis nova;Vill.;Species;Accepted;NA;278439-1;2645957
Braya purpurascens;Exact (without author);FALSE;1;0;2683090;Braya purpurascens;(R.Br.) Bunge ex Ledeb.;Species;Accepted;NA;279649-1;2683090
Draba alpina;Exact (without author);TRUE;1;0;2776188;Draba alpina;L.;Species;Accepted;NA;30012530-2;2776188
Draba alpina;Exact (without author);TRUE;1;0;2776190;Draba alpina;Asso;Species;Misapplied;NA;282333-1;3263755
Draba alpina;Exact (without author);TRUE;1;0;2776192;Draba alpina;Baumg.;Species;Illegitimate;NA;282335-1;3265256
Draba alpina;Exact (without author);TRUE;1;0;2776191;Draba alpina;Cav.;Species;Illegitimate;NA;282337-1;2776516
Draba alpina;Exact (without author);TRUE;1;0;2776189;Draba alpina;Crantz;Species;Illegitimate;NA;282336-1;3263747
Draba cinerea;Exact (without author);FALSE;1;0;2776453;Draba cinerea;Adams;Species;Accepted;NA;83496-2;2776453
Parrya nudicaulis;Exact (without author);FALSE;1;0;2411880;Parrya nudicaulis;(L.) Regel;Species;Accepted;NA;60435147-2;2411880
Epilobium brunnescens;Exact (without author);FALSE;1;0;2790214;Epilobium brunnescens;(Cockayne) P.H.Raven & Engelhorn;Species;Accepted;NA;611692-1;2790214
Epilobium ciliatum subsp. glandulosum;Exact (without author);FALSE;1;0;2790278;Epilobium ciliatum subsp. glandulosum;(Lehm.) Hoch & P.H.Raven;Subspecies;Accepted;NA;92463-2;2790278
Epilobium davuricum;Exact (without author);FALSE;1;0;2790333;Epilobium davuricum;Fisch. ex Hornem.;Species;Accepted;NA;92476-2;2790333
Epilobium nummularifolium;Fuzzy (phonetic);FALSE;0.962;1;2790782;Epilobium nummulariifolium;R.Cunn. ex A.Cunn.;Species;Accepted;NA;612112-1;2790782
Epilobium pedunculare;Exact (without author);FALSE;1;0;2790884;Epilobium pedunculare;A.Cunn.;Species;Accepted;NA;612170-1;2790884
Crepis aurea;Exact (without author);FALSE;1;0;3200657;Crepis aurea;(L.) Cass.;Species;Accepted;NA;199689-1;3200657
Crepis nicaeensis;Exact (without author);FALSE;1;0;3057213;Crepis nicaeensis;Balb.;Species;Accepted;NA;200099-1;3057213
Crepis pontana;Exact (without author);FALSE;1;0;3057312;Crepis pontana;(L.) Dalla Torre;Species;Accepted;NA;200162-1;3057312
Crepis sibirica;Exact (without author);TRUE;1;0;3057564;Crepis sibirica;L.;Species;Accepted;NA;200259-1;3057564
Crepis sibirica;Exact (without author);TRUE;1;0;3057372;Crepis sibirica;Gouan;Species;Misapplied;NA;200260-1;3057259
Crepis sonchifolia;Exact (without author);FALSE;1;0;3057572;Crepis sonchifolia;C.A.Mey.;Species;Accepted;NA;200275-1;3057572
Erigeron annuus subsp. septentrionalis;Exact (without author);FALSE;1;0;3106165;Erigeron annuus subsp. septentrionalis;(Fernald & Wiegand) Wagenitz;Subspecies;Synonym;TRUE;93560-2;3106171
Erigeron floribundus;Exact (without author);FALSE;1;0;3105484;Erigeron floribundus;(Kunth) Sch.Bip.;Species;Accepted;NA;60473415-2;3105484
Erigeron philadelphicus;Exact (without author);TRUE;1;0;2926485;Erigeron philadelphicus;L.;Species;Accepted;NA;204312-1;2926485
Erigeron philadelphicus;Exact (without author);TRUE;1;0;3104722;Erigeron philadelphicus;Willd.;Species;Illegitimate;NA;204310-1;3240630
Scorzoneroides montana;Exact (without author);FALSE;1;0;3074881;Scorzoneroides montana;(Lam.) Holub;Species;Accepted;NA;243486-1;3074881
Scorzoneroides rilaensis;Exact (without author);FALSE;1;0;3074948;Scorzoneroides rilaensis;(Hayek) Holub;Species;Accepted;NA;243489-1;3074948
Taraxacum arcticum;Exact (without author);FALSE;1;0;3058594;Taraxacum arcticum;(Trautv.) Dahlst.;Species;Accepted;NA;249501-2;3058594
Tolpis coronopifolia;Exact (without author);FALSE;1;0;3074156;Tolpis coronopifolia;(Desf.) Biv.;Species;Accepted;NA;255794-1;3074156
Biebersteinia multifida;Exact (without author);FALSE;1;0;514042;Biebersteinia multifida;DC.;Species;Accepted;NA;371939-1;514042
Erodium acaule;Exact (without author);FALSE;1;0;2798083;Erodium acaule;(L.) Bech. & Thell.;Species;Accepted;NA;372131-1;2798083
Erodium botrys;Exact (without author);TRUE;1;0;2798142;Erodium botrys;(Cav.) Bertol.;Species;Accepted;NA;372185-1;2798142
Erodium botrys;Exact (without author);TRUE;1;0;2798143;Erodium botrys;C.A.Mey.;Species;Illegitimate;NA;372186-1;2798298
Erodium botrys;Exact (without author);TRUE;1;0;2798144;Erodium botrys;Hohen.;Species;Illegitimate;NA;372184-1;3264313
Erodium corsicum;Exact (without author);FALSE;1;0;2798199;Erodium corsicum;Léman ex DC.;Species;Accepted;NA;372226-1;2798199
Erodium gruinum;Exact (without author);FALSE;1;0;2798255;Erodium gruinum;(L.) L'Hér.;Species;Accepted;NA;372275-1;2798255
Euphorbia acalyphoides;Exact (without author);FALSE;1;0;78191;Euphorbia acalyphoides;Hochst. ex Boiss.;Species;Accepted;NA;345492-1;78191
Euphorbia aserbajdzhanica;Exact (without author);FALSE;1;0;78467;Euphorbia aserbajdzhanica;Bordz.;Species;Accepted;NA;345683-1;78467
Euphorbia carpatica;Exact (without author);FALSE;1;0;78866;Euphorbia carpatica;Wol.;Species;Accepted;NA;345957-1;78866
Euphorbia condylocarpa;Exact (without author);FALSE;1;0;79065;Euphorbia condylocarpa;M.Bieb.;Species;Accepted;NA;346088-1;79065
Euphorbia dulcis subsp. purpurata;Exact (without author);FALSE;1;0;79433;Euphorbia dulcis subsp. purpurata;(Thuill.) Rothm.;Subspecies;Synonym;NA;77256519-1;79427
Euphorbia heterophylla;Exact (without author);TRUE;1;0;80087;Euphorbia heterophylla;L.;Species;Accepted;NA;30062970-2;80087
Euphorbia heterophylla;Exact (without author);TRUE;1;0;80088;Euphorbia heterophylla;Desf.;Species;Illegitimate;NA;346782-1;82490
Euphorbia humifusa;Exact (without author);FALSE;1;0;80195;Euphorbia humifusa;Willd.;Species;Accepted;NA;346840-1;80195
Euphorbia hyberna subsp. insularis;Exact (without author);FALSE;1;0;80213;Euphorbia hyberna subsp. insularis;(Boiss.) Briq.;Subspecies;Synonym;TRUE;77256237-1;80308
Euphorbia hypericifolia;Exact (without author);FALSE;1;0;80216;Euphorbia hypericifolia;L.;Species;Accepted;NA;101671-2;80216
Euphorbia iberica;Exact (without author);FALSE;1;0;80233;Euphorbia iberica;Boiss.;Species;Accepted;NA;346860-1;80233
Euphorbia squamosa;Exact (without author);FALSE;1;0;82309;Euphorbia squamosa;Willd.;Species;Accepted;NA;348337-1;82309
Euphorbia variabilis;Exact (without author);FALSE;1;0;82686;Euphorbia variabilis;Ces.;Species;Accepted;NA;348642-1;82686
Acalypha australis;Exact (without author);FALSE;1;0;214;Acalypha australis;L.;Species;Accepted;NA;337182-1;214
Euphorbia tithymaloides;Exact (without author);FALSE;1;0;82541;Euphorbia tithymaloides;L.;Species;Accepted;NA;102036-2;82541
Sanguisorba alpina;Exact (without author);FALSE;1;0;2990708;Sanguisorba alpina;Bunge;Species;Accepted;NA;741331-1;2990708
Sanguisorba canadensis;Exact (without author);FALSE;1;0;2990741;Sanguisorba canadensis;L.;Species;Accepted;NA;741345-1;2990741
Geranium divaricatum;Exact (without author);TRUE;1;0;2823198;Geranium divaricatum;Ehrh.;Species;Accepted;NA;372984-1;2823198
Geranium divaricatum;Exact (without author);TRUE;1;0;2823200;Geranium divaricatum;Loisel.;Species;Illegitimate;NA;372986-1;2822944
Geranium divaricatum;Exact (without author);TRUE;1;0;2823199;Geranium divaricatum;Thunb.;Species;Illegitimate;NA;372985-1;2532853
Veronica amethystina;Exact (without author);FALSE;1;0;2453877;Veronica amethystina;Willd.;Species;Synonym;NA;811604-1;2462224
Veronica candida;Exact (without author);FALSE;1;0;2453633;Veronica candida;Lodd. ex Schult. & Schult.f.;Species;Synonym;NA;NA;2462883
Veronica caucasica;Exact (without author);FALSE;1;0;2453671;Veronica caucasica;M.Bieb.;Species;Accepted;NA;811793-1;2453671
Veronica exaltata;Exact (without author);FALSE;1;0;2453789;Veronica exaltata;Maund;Species;Synonym;NA;811964-1;3258949
Veronica kerneri;Exact (without author);FALSE;1;0;2462668;Veronica × kerneri;Watzl;Species;Unplaced;NA;812164-1;NA
Veronica lyallii;Exact (without author);FALSE;1;0;2462778;Veronica lyallii;Hook.f.;Species;Accepted;NA;812254-1;2462778
Veronica myrtifolia;Exact (without author);FALSE;1;0;2463171;Veronica myrtifolia;Banks & Sol. ex Benth.;Species;Synonym;NA;812355-1;2462781
Veronica saturejoides;Exact (without author);FALSE;1;0;2462130;Veronica saturejoides;Vis.;Species;Accepted;NA;812622-1;2462130
Veronica verticillata;Exact (without author);FALSE;1;0;2463105;Veronica verticillata;Gilib.;Species;Invalid;NA;812815-1;3258949
Veronica waldsteiniana;Exact (without author);FALSE;1;0;2463069;Veronica waldsteiniana;H.Schott ex Schult.;Species;Synonym;NA;812839-1;3258949
Doronicum cataractorum;Fuzzy (phonetic);FALSE;0.955;1;3076498;Doronicum cataractarum;Widder;Species;Accepted;NA;202038-1;3076498
Doronicum hungaricum;Exact (without author);FALSE;1;0;3075005;Doronicum hungaricum;Rchb.f.;Species;Accepted;NA;329161-2;3075005
Doronicum oblongifolium;Exact (without author);FALSE;1;0;3076567;Doronicum oblongifolium;DC.;Species;Accepted;NA;329168-2;3076567
Doronicum plantagineum subsp. atlanticum;Exact (without author);FALSE;1;0;3076591;Doronicum plantagineum subsp. atlanticum;(Rouy) Greuter;Subspecies;Accepted;NA;50426493-2;3076591
Malus manshurica;Fuzzy (edit distance);FALSE;0.941;1;2950744;Malus mandshurica;(Maxim.) Kom. ex Skvortzov;Species;Accepted;NA;726330-1;2950744
Malus toringo;Exact (without author);FALSE;1;0;2951074;Malus toringo;(Siebold) de Vriese;Species;Accepted;NA;60451760-2;2951074
Malus x moerlandsii;Exact (without author);FALSE;1;0;2950777;Malus × moerlandsii;J.Door.;Species;Unplaced;NA;726341-1;NA
Heuchera villosa;Exact (without author);FALSE;1;0;2848874;Heuchera villosa;Michx.;Species;Accepted;NA;30062001-2;2848874
Saxifraga nelsoniana;Exact (without author);TRUE;1;0;2583002;Saxifraga nelsoniana;Hook. & Arn.;Species;Illegitimate;NA;NA;2681063
Saxifraga nelsoniana;Exact (without author);TRUE;1;0;2582995;Saxifraga nelsoniana;D.Don;Species;Synonym;TRUE;228519-2;2506952
Tellima grandiflora;Exact (without author);FALSE;1;0;2520992;Tellima grandiflora;(Pursh) Douglas ex Lindl.;Species;Accepted;NA;794860-1;2520992
Tiarella wherryi;Exact (without author);FALSE;1;0;2520734;Tiarella wherryi;Lakela;Species;Accepted;NA;253009-2;2520734
Tolmiea menziesii;Exact (without author);FALSE;1;0;2520732;Tolmiea menziesii;(Pursh) Torr. & A.Gray;Species;Accepted;NA;794907-1;2520732
Ribes burejense;Exact (without author);FALSE;1;0;2426153;Ribes burejense;F.Schmidt;Species;Accepted;NA;792603-1;2426153
Ribes diacanthum;Fuzzy (edit distance);FALSE;0.875;2;2426118;Ribes diacantha;Pall.;Species;Accepted;NA;792657-1;2426118
Ribes hudsonianum;Exact (without author);FALSE;1;0;2426740;Ribes hudsonianum;Richardson;Species;Accepted;NA;792759-1;2426740
Ribes lacustre;Exact (without author);FALSE;1;0;2426852;Ribes lacustre;(Pers.) Poir.;Species;Accepted;NA;1126612-2;2426852
Ribes ussuriense;Exact (without author);FALSE;1;0;2426617;Ribes ussuriense;Jancz.;Species;Synonym;NA;793050-1;2426499
Ribes x pallidum;Exact (without author);FALSE;1;0;2426471;Ribes × pallidum;Otto & A.Dietr.;Species;Accepted;NA;792906-1;2426471
Vaccinium x intermedium;Exact (without author);FALSE;1;0;2457500;Vaccinium × intermedium;Ruthe;Species;Accepted;NA;858974-1;2457500
Rosa filipes;Exact (without author);FALSE;1;0;2969193;Rosa filipes;Rehder & E.H.Wilson;Species;Accepted;NA;732466-1;2969193
Rosa luciae;Fuzzy (edit distance);FALSE;0.917;1;2970961;Rosa lucieae;Franch. & Rochebr. ex Crép.;Species;Accepted;NA;60464116-2;2970961
Rosa macrophylla;Exact (without author);TRUE;1;0;2971089;Rosa macrophylla;Lindl.;Species;Accepted;NA;733204-1;2971089
Rosa macrophylla;Exact (without author);TRUE;1;0;2971090;Rosa macrophylla;Crép.;Species;Unplaced;NA;NA;NA
Rosa macrophylla;Exact (without author);TRUE;1;0;2971091;Rosa macrophylla;H.Lév.;Species;Unplaced;NA;NA;NA
Rosa roxburghii;Exact (without author);FALSE;1;0;2973498;Rosa roxburghii;Tratt.;Species;Accepted;NA;734056-1;2973498
Rosa watsoniana;Exact (without author);FALSE;1;0;2976170;Rosa watsoniana;Crép.;Species;Synonym;NA;734715-1;3266041
Rosa woodsii subsp. manca;Exact (without author);FALSE;1;0;2976250;Rosa woodsii subsp. manca;(Greene) W.H.Lewis & Ertter;Subspecies;Accepted;NA;77084130-1;2976250
Lagotis minor;Exact (without author);FALSE;1;0;2497793;Lagotis minor;(Willd.) Standl.;Species;Synonym;TRUE;134946-2;2892572
Melampyrum caucasicum;Exact (without author);FALSE;1;0;2507138;Melampyrum caucasicum;Bunge;Species;Accepted;NA;805639-1;2507138
Melampyrum chlorostachyum;Exact (without author);FALSE;1;0;2507124;Melampyrum chlorostachyum;(Hohen.) Beauverd;Species;Accepted;NA;805642-1;2507124
Melampyrum saxosum;Exact (without author);FALSE;1;0;2507208;Melampyrum saxosum;Baumg.;Species;Accepted;NA;805724-1;2507208
Odontites lanceolatus;Exact (without author);FALSE;1;0;2396920;Odontites lanceolatus;(Gaudin) Rchb.;Species;Accepted;NA;806419-1;2396920
Pedicularis amoena;Exact (without author);FALSE;1;0;2542431;Pedicularis amoena;Adams ex Steven;Species;Accepted;NA;806767-1;2542431
Pedicularis caucasica;Exact (without author);FALSE;1;0;2542019;Pedicularis caucasica;M.Bieb.;Species;Accepted;NA;806895-1;2542019
Pedicularis flammea;Exact (without author);TRUE;1;0;2542107;Pedicularis flammea;L.;Species;Accepted;NA;807057-1;2542107
Pedicularis flammea;Exact (without author);TRUE;1;0;2542108;Pedicularis flammea;Oeder;Species;Illegitimate;TRUE;807058-1;2542509
Pedicularis hacquetii;Exact (without author);FALSE;1;0;2542849;Pedicularis hacquetii;Graf;Species;Accepted;NA;807129-1;2542849
Pedicularis labradorica;Exact (without author);FALSE;1;0;2543704;Pedicularis labradorica;Wirsing;Species;Accepted;NA;807236-1;2543704
Pedicularis resupinata;Exact (without author);FALSE;1;0;2542663;Pedicularis resupinata;L.;Species;Accepted;NA;807557-1;2542663
Pedicularis sudetica;Exact (without author);FALSE;1;0;2550238;Pedicularis sudetica;Willd.;Species;Accepted;NA;807685-1;2550238
Rhinanthus ovifugus;Exact (without author);FALSE;1;0;2527973;Rhinanthus ovifugus;Chabert;Species;Accepted;NA;808812-1;2527973
Scrophularia canina subsp. crithmifolia;Exact (without author);FALSE;1;0;2585613;Scrophularia canina subsp. crithmifolia;(Boiss.) O.Bolòs & Vigo;Subspecies;Accepted;NA;922721-1;2585613
Scrophularia canina subsp. hoppei;Exact (without author);FALSE;1;0;2893048;Scrophularia canina subsp. hoppei;(W.D.J.Koch) P.Fourn.;Subspecies;Accepted;NA;77251416-1;2893048
Scrophularia cretacea;Exact (without author);FALSE;1;0;2586288;Scrophularia cretacea;Fisch. ex Spreng.;Species;Accepted;NA;809124-1;2586288
Scrophularia heterophylla subsp. laciniata;Exact (without author);FALSE;1;0;2898532;Scrophularia heterophylla subsp. laciniata;(Waldst. & Kit.) Maire & Petitm.;Subspecies;Accepted;NA;77251337-1;2898532
Plantago argentea;Exact (without author);TRUE;1;0;2571431;Plantago argentea;Chaix;Species;Accepted;NA;684884-1;2571431
Plantago argentea;Exact (without author);TRUE;1;0;2571421;Plantago argentea;Lam.;Species;Illegitimate;NA;684883-1;3260890
Plantago argentea;Exact (without author);TRUE;1;0;2571429;Plantago argentea;Desf.;Species;Illegitimate;NA;684882-1;2569899
Plantago argentea;Exact (without author);TRUE;1;0;2571437;Plantago argentea;Webb;Species;Illegitimate;NA;684881-1;2569997
Plantago argentea;Exact (without author);TRUE;1;0;2571434;Plantago argentea;Sieber ex Rapin;Species;Illegitimate;NA;684880-1;2571483
Plantago argentea;Exact (without author);TRUE;1;0;2571433;Plantago argentea;Ten.;Species;Illegitimate;NA;684886-1;2556637
Plantago argentea;Exact (without author);TRUE;1;0;2571432;Plantago argentea;Brot.;Species;Illegitimate;NA;684885-1;2569834
Plantago gentianoides;Exact (without author);TRUE;1;0;2570059;Plantago gentianoides;Sm.;Species;Accepted;NA;685173-1;2570059
Plantago gentianoides;Exact (without author);TRUE;1;0;2570060;Plantago gentianoides;Decne.;Species;Invalid;NA;685174-1;2570206
Polemonium hultenii;Exact (without author);FALSE;1;0;2565759;Polemonium hultenii;H.Hara;Species;Synonym;NA;689957-1;2566087
Polemonium pulcherrimum;Exact (without author);FALSE;1;0;2565697;Polemonium pulcherrimum;Hook.;Species;Accepted;NA;205080-2;2565697
Polemonium reptans;Exact (without author);FALSE;1;0;2565702;Polemonium reptans;L.;Species;Accepted;NA;690014-1;2565702
Ligularia sichotensis;Exact (without author);FALSE;1;0;3077451;Ligularia sichotensis;Pojark.;Species;Accepted;NA;230852-1;3077451
Packera heterophylla;Exact (without author);FALSE;1;0;3079719;Packera heterophylla;(Fisch.) E.Wiebe;Species;Accepted;NA;1009518-1;3079719
Senecio lyratifolius;Exact (without author);FALSE;1;0;3082818;Senecio × lyratifolius;Rchb.;Species;Synonym;TRUE;246176-1;3082819
Mandragora autumnalis;Exact (without author);FALSE;1;0;2506524;Mandragora autumnalis;Bertol.;Species;Accepted;NA;816721-1;2506524
Mandragora officinarum;Exact (without author);FALSE;1;0;2506563;Mandragora officinarum;L.;Species;Accepted;NA;816733-1;2506563
Spiraea bella;Exact (without author);FALSE;1;0;2992692;Spiraea bella;Sims;Species;Accepted;NA;742122-1;2992692
Spiraea betulifolia;Exact (without author);FALSE;1;0;2992708;Spiraea betulifolia;Pall.;Species;Accepted;NA;30000765-2;2992708
Prunus salicifolia;Exact (without author);FALSE;1;0;2915969;Prunus salicifolia;Kunth;Species;Synonym;TRUE;210885-2;2915970
Prunus spinosa subsp. dasyphylla;Exact (without author);FALSE;1;0;2961948;Prunus spinosa subsp. dasyphylla;(Schur) Domin;Subspecies;Synonym;NA;NA;2921969
Prunus tomentosa;Exact (without author);FALSE;1;0;2962226;Prunus tomentosa;Thunb.;Species;Accepted;NA;730359-1;2962226
Bergia capensis;Exact (without author);FALSE;1;0;514195;Bergia capensis;L.;Species;Accepted;NA;324620-1;514195
Bidens radiatus;Fuzzy (edit distance);FALSE;0.867;2;3116956;Bidens radiata;Thuill.;Species;Accepted;NA;185181-1;3116956
Calendula maroccana;Exact (without author);FALSE;1;0;3198756;Calendula maroccana;(Ball) B.D.Jacks.;Species;Accepted;NA;187879-1;3198756
Calendula stellata;Exact (without author);TRUE;1;0;3087000;Calendula stellata;Cav.;Species;Accepted;NA;187922-1;3087000
Calendula stellata;Exact (without author);TRUE;1;0;3086981;Calendula stellata;Lowe ex DC.;Species;Invalid;NA;187923-1;3086982
Coreopsis lanceolata;Exact (without author);FALSE;1;0;3117374;Coreopsis lanceolata;L.;Species;Accepted;NA;319152-2;3117374
Sanvitalia procumbens;Exact (without author);FALSE;1;0;2928979;Sanvitalia procumbens;Lam.;Species;Accepted;NA;242036-1;2928979
