plant_species;match_type;multiple_matches;match_similarity;match_edit_distance;wcvp_id;wcvp_name;wcvp_authors;wcvp_rank;wcvp_status;wcvp_homotypic;wcvp_ipni_id;wcvp_accepted_id
Bromopsis inermis;Exact (without author);FALSE;1;0;400472;Bromopsis inermis;(Leyss.) Holub;Species;Synonym;TRUE;393432-1;401195
Calamagrostis arundinacea;Exact (without author);TRUE;1;0;402396;Calamagrostis arundinacea;(L.) Roth;Species;Accepted;NA;1036939-2;402396
Calamagrostis arundinacea;Exact (without author);TRUE;1;0;402283;Calamagrostis × arundinacea;Wibel;Species;Illegitimate;NA;394308-1;402278
Calamagrostis canescens;Exact (without author);FALSE;1;0;402519;Calamagrostis canescens;(Weber) Roth;Species;Accepted;NA;77145450-1;402519
Calamagrostis epigeios;Fuzzy (edit distance);FALSE;0.955;1;402643;Calamagrostis epigejos;(L.) Roth;Species;Accepted;NA;394433-1;402643
Dactylis glomerata;Exact (without author);FALSE;1;0;406640;Dactylis glomerata;L.;Species;Accepted;NA;397309-1;406640
Echinochloa crus-galli;Exact (without author);FALSE;1;0;410191;Echinochloa crus-galli;(L.) P.Beauv.;Species;Accepted;NA;399660-1;410191
Festuca rubra;Exact (without author);FALSE;1;0;416502;Festuca rubra;L.;Species;Accepted;NA;30010036-2;416502
Holcus lanatus;Exact (without author);FALSE;1;0;419046;Holcus lanatus;L.;Species;Accepted;NA;405034-1;419046
Bromus hordeaceus;Exact (without author);TRUE;1;0;401143;Bromus hordeaceus;L.;Species;Accepted;NA;30016331-2;401143
Bromus hordeaceus;Exact (without author);TRUE;1;0;401144;Bromus hordeaceus;C.C.Gmel.;Species;Illegitimate;NA;393771-1;401862
Festuca ovina;Exact (without author);FALSE;1;0;415853;Festuca ovina;L.;Species;Accepted;NA;403212-1;415853
Lolium multiflorum;Exact (without author);FALSE;1;0;422833;Lolium multiflorum;Lam.;Species;Accepted;NA;407486-1;422833
Lolium perenne;Exact (without author);FALSE;1;0;422848;Lolium perenne;L.;Species;Accepted;NA;407493-1;422848
Agropyron cristatum subsp. ponticum;Exact (without author);FALSE;1;0;388338;Agropyron cristatum subsp. ponticum;(Nevski) Tzvelev;Subspecies;Synonym;NA;881298-1;388313
Agropyron cristatum;Exact (without author);FALSE;1;0;388313;Agropyron cristatum;(L.) Gaertn.;Species;Accepted;NA;7365-2;388313
Agrostis capillaris;Exact (without author);FALSE;1;0;387729;Agrostis capillaris;L.;Species;Accepted;NA;30197865-2;387729
Agrostis gigantea;Exact (without author);FALSE;1;0;389634;Agrostis gigantea;Roth;Species;Accepted;NA;385783-1;389634
Agrostis stolonifera;Exact (without author);TRUE;1;0;390383;Agrostis stolonifera;L.;Species;Accepted;NA;386353-1;390383
Agrostis stolonifera;Exact (without author);TRUE;1;0;390384;Agrostis stolonifera;Leers;Species;Misapplied;NA;386354-1;476498
Alopecurus pratensis;Exact (without author);TRUE;1;0;391506;Alopecurus pratensis;L.;Species;Accepted;NA;387176-1;391506
Alopecurus pratensis;Exact (without author);TRUE;1;0;391507;Alopecurus pratensis;Bourg. ex Lange;Species;Invalid;NA;387175-1;391321
Anisantha sterilis;Exact (without author);FALSE;1;0;393727;Anisantha sterilis;(L.) Nevski;Species;Synonym;TRUE;388823-1;402009
Anisantha tectorum;Exact (without author);FALSE;1;0;393729;Anisantha tectorum;(L.) Nevski;Species;Synonym;TRUE;388824-1;402067
Apera spica-venti;Exact (without author);FALSE;1;0;394118;Apera spica-venti;(L.) P.Beauv.;Species;Accepted;NA;1122912-2;394118
Arrhenatherum elatius;Exact (without author);FALSE;1;0;395388;Arrhenatherum elatius;(L.) P.Beauv. ex J.Presl & C.Presl;Species;Accepted;NA;389923-1;395388
Avena sativa;Exact (without author);FALSE;1;0;397860;Avena sativa;L.;Species;Accepted;NA;391732-1;397860
Avenula pubescens;Exact (without author);FALSE;1;0;398317;Avenula pubescens;(Huds.) Dumort.;Species;Accepted;NA;392028-1;398317
Bromopsis erecta;Exact (without author);FALSE;1;0;400455;Bromopsis erecta;(Huds.) Fourr.;Species;Synonym;TRUE;393422-1;400948
Bromopsis ramosa;Exact (without author);FALSE;1;0;400537;Bromopsis ramosa;(Huds.) Holub;Species;Synonym;TRUE;393463-1;401751
Ceratochloa carinata;Exact (without author);FALSE;1;0;404098;Ceratochloa carinata;(Hook. & Arn.) Tutin;Species;Synonym;TRUE;395394-1;400793
Corynephorus canescens;Exact (without author);FALSE;1;0;405825;Corynephorus canescens;(L.) P.Beauv.;Species;Accepted;NA;396681-1;405825
Elytrigia intermedia;Exact (without author);FALSE;1;0;411846;Elytrigia intermedia;(Host) Nevski;Species;Synonym;TRUE;400549-1;446496
Elytrigia repens;Exact (without author);FALSE;1;0;411910;Elytrigia repens;(L.) Nevski;Species;Synonym;TRUE;400585-1;411505
Festulolium braunii;Exact (without author);FALSE;1;0;387081;× Festulolium braunii;(K.Richt.) A.Camus;Species;Synonym;NA;1100074-2;525705
Festulolium loliaceum;Exact (without author);FALSE;1;0;387085;× Festulolium loliaceum;(Huds.) P.Fourn.;Species;Synonym;NA;1189383-2;525705
Helictochloa pratensis;Exact (without author);FALSE;1;0;468424;Helictochloa pratensis;(L.) Romero Zarco;Species;Accepted;NA;77113502-1;468424
Hordeum brevisubulatum;Exact (without author);FALSE;1;0;419222;Hordeum brevisubulatum;(Trin.) Link;Species;Accepted;NA;405167-1;419222
Hordeum murinum;Exact (without author);FALSE;1;0;419414;Hordeum murinum;L.;Species;Accepted;NA;405301-1;419414
Hordeum vulgare;Exact (without author);FALSE;1;0;419563;Hordeum vulgare;L.;Species;Accepted;NA;405391-1;419563
Leymus arenarius;Exact (without author);FALSE;1;0;422570;Leymus arenarius;(L.) Hochst.;Species;Accepted;NA;407309-1;422570
Lolium x hybridum;Exact (without author);FALSE;1;0;422754;Lolium × hybridum;Hausskn.;Species;Synonym;NA;407468-1;422771
Melica nutans;Exact (without author);TRUE;1;0;423708;Melica nutans;L.;Species;Accepted;NA;408086-1;423708
Melica nutans;Exact (without author);TRUE;1;0;423709;Melica nutans;Lam.;Species;Illegitimate;NA;408087-1;423858
Melica uniflora;Exact (without author);FALSE;1;0;423858;Melica uniflora;Retz.;Species;Accepted;NA;408184-1;423858
Ochlopoa annua;Exact (without author);FALSE;1;0;426101;Ochlopoa annua;(L.) H.Scholz;Species;Synonym;TRUE;77075710-1;435194
Phalaroides arundinacea;Exact (without author);FALSE;1;0;433591;Phalaroides arundinacea;(L.) Rauschert;Species;Synonym;TRUE;415691-1;433393
Phleum pratense;Exact (without author);FALSE;1;0;433846;Phleum pratense;L.;Species;Accepted;NA;415868-1;433846
Poa angustifolia;Exact (without author);TRUE;1;0;435167;Poa angustifolia;L.;Species;Accepted;NA;320037-2;435167
Poa angustifolia;Exact (without author);TRUE;1;0;435169;Poa angustifolia;Wahlenb.;Species;Illegitimate;NA;416496-1;436739
Poa angustifolia;Exact (without author);TRUE;1;0;435168;Poa angustifolia;Elliott;Species;Illegitimate;NA;325286-2;545005
Poa angustifolia;Exact (without author);TRUE;1;0;435170;Poa angustifolia;Ucria;Species;Illegitimate;NA;416494-1;437547
Poa pratensis;Exact (without author);FALSE;1;0;436906;Poa pratensis;L.;Species;Accepted;NA;417792-1;436906
Puccinellia distans;Exact (without author);FALSE;1;0;438643;Puccinellia distans;(Jacq.) Parl.;Species;Accepted;NA;1026660-2;438643
Schedonorus arundinaceus;Exact (without author);TRUE;1;0;441134;Schedonorus arundinaceus;(Schreb.) Dumort.;Species;Synonym;TRUE;1190051-2;422765
Schedonorus arundinaceus;Exact (without author);TRUE;1;0;441133;Schedonorus arundinaceus;Roem. & Schult.;Species;Synonym;NA;420750-1;441710
Schedonorus giganteus;Exact (without author);FALSE;1;0;441158;Schedonorus giganteus;(L.) Holub;Species;Synonym;TRUE;1002646-1;422802
Schedonorus pratensis;Exact (without author);FALSE;1;0;441186;Schedonorus pratensis;(Huds.) P.Beauv.;Species;Synonym;TRUE;1203520-2;422867
Sesleria caerulea;Exact (without author);FALSE;1;0;441982;Sesleria caerulea;(L.) Ard.;Species;Accepted;NA;1005554-2;441982
Triticale rimpaui;Exact (without author);FALSE;1;0;387225;× Triticale rimpaui;(M.Graebn.) Lindschau & E.Oehler;Species;Synonym;TRUE;77248283-1;387229
Triticum aestivum;Exact (without author);FALSE;1;0;448365;Triticum aestivum;L.;Species;Accepted;NA;332110-2;448365
Eremopyrum orientale;Exact (without author);FALSE;1;0;413507;Eremopyrum orientale;(L.) Jaub. & Spach;Species;Accepted;NA;401783-1;413507
Trisetum flavescens;Exact (without author);FALSE;1;0;447850;Trisetum flavescens;(L.) P.Beauv.;Species;Accepted;NA;425194-1;447850
Rubus caesius;Exact (without author);TRUE;1;0;2977789;Rubus caesius;L.;Species;Accepted;NA;735608-1;2977789
Rubus caesius;Exact (without author);TRUE;1;0;2977792;Rubus caesius;Thunb. ex Maxim.;Species;Invalid;NA;NA;2986099
Rubus laciniatus;Exact (without author);TRUE;1;0;3036150;Rubus laciniatus;(Weston) Tollard;Species;Synonym;NA;NA;2989693
Rubus laciniatus;Exact (without author);TRUE;1;0;2982861;Rubus laciniatus;Willd.;Species;Illegitimate;NA;737860-1;2984412
Rubus ursinus;Exact (without author);TRUE;1;0;2989960;Rubus ursinus;(Weeber ex Sudre & Sabr.) Podp. & Domin;Species;Illegitimate;NA;NA;2977400
Rubus ursinus;Exact (without author);TRUE;1;0;2989958;Rubus ursinus;Cham. & Schltdl.;Species;Accepted;NA;223645-2;2989958
Geranium dissectum;Exact (without author);FALSE;1;0;2823166;Geranium dissectum;L.;Species;Accepted;NA;30210528-2;2823166
Geranium pusillum;Exact (without author);FALSE;1;0;2823887;Geranium pusillum;L.;Species;Accepted;NA;60444752-2;2823887
Drymochloa sylvatica;Exact (without author);FALSE;1;0;410086;Drymochloa sylvatica;(Pollich) Holub;Species;Synonym;NA;913944-1;414433
Lonicera;Exact (without author);TRUE;1;0;2352826;Lonicera;Boehm.;Genus;Illegitimate;TRUE;25259-1;2536790
Lonicera;Exact (without author);TRUE;1;0;2352839;Lonicera;Plum. ex Gaertn.;Genus;Illegitimate;TRUE;326313-2;2536790
Lonicera;Exact (without author);TRUE;1;0;115098;Lonicera;Adans.;Genus;Synonym;NA;34851-1;95987
Lonicera;Exact (without author);TRUE;1;0;2337397;Lonicera;L.;Genus;Accepted;NA;30006074-2;2337397
Sambucus;Exact (without author);FALSE;1;0;2486599;Sambucus;L.;Genus;Accepted;NA;30018446-2;2486599
Symphoricarpos;Exact (without author);FALSE;1;0;2486127;Symphoricarpos;Duhamel;Genus;Accepted;NA;30010757-2;2486127
Lonicera alpigena;Exact (without author);TRUE;1;0;2340042;Lonicera alpigena;L.;Species;Accepted;NA;148602-1;2340042
Lonicera alpigena;Exact (without author);TRUE;1;0;2340025;Lonicera alpigena;Schangin;Species;Synonym;NA;148601-1;2339822
Lonicera alpigena;Exact (without author);TRUE;1;0;2340046;Lonicera alpigena;Siev.;Species;Synonym;NA;148599-1;2339960
Lonicera alpigena;Exact (without author);TRUE;1;0;2340047;Lonicera alpigena;Gueldenst.;Species;Synonym;NA;148600-1;2339736
Scabiosa canescens;Exact (without author);TRUE;1;0;2593787;Scabiosa canescens;Waldst. & Kit.;Species;Accepted;NA;319769-1;2593787
Scabiosa canescens;Exact (without author);TRUE;1;0;2593795;Scabiosa canescens;DC.;Species;Invalid;NA;319768-1;2334543
Scabiosa columbaria;Exact (without author);FALSE;1;0;2593679;Scabiosa columbaria;L.;Species;Accepted;NA;319793-1;2593679
Knautia arvensis;Exact (without author);FALSE;1;0;2334543;Knautia arvensis;(L.) Coult.;Species;Accepted;NA;319318-1;2334543
Knautia maxima;Exact (without author);FALSE;1;0;2901985;Knautia maxima;(Opiz) J.Ortmann;Species;Synonym;NA;77154423-1;3257190
Succisa pratensis;Exact (without author);FALSE;1;0;2593868;Succisa pratensis;Moench;Species;Accepted;NA;320331-1;2593868
Leycesteria;Exact (without author);FALSE;1;0;2337461;Leycesteria;Wall.;Genus;Accepted;NA;6093-1;2337461
Linnaea borealis;Exact (without author);FALSE;1;0;2337127;Linnaea borealis;L.;Species;Accepted;NA;140689-2;2337127
Lonicera periclymenum;Exact (without author);TRUE;1;0;2357110;Lonicera periclymenum;L.;Species;Accepted;NA;149006-1;2357110
Lonicera periclymenum;Exact (without author);TRUE;1;0;2340567;Lonicera periclymenum;Lour.;Species;Misapplied;NA;149004-1;2340196
Lonicera periclymenum;Exact (without author);TRUE;1;0;2340568;Lonicera periclymenum;Gouan;Species;Misapplied;NA;149005-1;3257301
Lonicera tatarica;Exact (without author);FALSE;1;0;2340703;Lonicera tatarica;L.;Species;Accepted;NA;149131-1;2340703
Lonicera xylosteum;Exact (without author);TRUE;1;0;2343075;Lonicera xylosteum;L.;Species;Accepted;NA;149194-1;2343075
Lonicera xylosteum;Exact (without author);TRUE;1;0;2343060;Lonicera xylosteum;Lour.;Species;Unplaced;NA;149196-1;NA
Lonicera xylosteum;Exact (without author);TRUE;1;0;2343069;Lonicera xylosteum;Georgi;Species;Unplaced;NA;149197-1;NA
Lonicera xylosteum;Exact (without author);TRUE;1;0;2343067;Lonicera xylosteum;Sm.;Species;Misapplied;NA;149195-1;3257292
Symphoricarpos albus;Exact (without author);FALSE;1;0;2486129;Symphoricarpos albus;(L.) S.F.Blake;Species;Accepted;NA;149485-1;2486129
Knautia godetii;Exact (without author);FALSE;1;0;2335748;Knautia godetii;Reut.;Species;Accepted;NA;319379-1;2335748
Lonicera caerulea;Exact (without author);TRUE;1;0;2339990;Lonicera caerulea;L.;Species;Accepted;NA;148657-1;2339990
Lonicera caerulea;Exact (without author);TRUE;1;0;2339974;Lonicera caerulea;Kit.;Species;Misapplied;NA;148658-1;2339845
Lonicera caerulea;Exact (without author);TRUE;1;0;2339989;Lonicera caerulea;Gueldenst.;Species;Misapplied;NA;148656-1;2340168
Lonicera caprifolium;Exact (without author);TRUE;1;0;2340177;Lonicera caprifolium;L.;Species;Accepted;NA;148670-1;2340177
Lonicera caprifolium;Exact (without author);TRUE;1;0;2340167;Lonicera caprifolium;Schousb.;Species;Misapplied;NA;148668-1;3257301
Lonicera caprifolium;Exact (without author);TRUE;1;0;2340179;Lonicera caprifolium;Ten.;Species;Misapplied;NA;148669-1;2340541
Dipsacus fullonum;Exact (without author);FALSE;1;0;2771857;Dipsacus fullonum;L.;Species;Accepted;NA;319260-1;2771857
Dipsacus laciniatus;Exact (without author);FALSE;1;0;2771869;Dipsacus laciniatus;L.;Species;Accepted;NA;319272-1;2771869
Dipsacus sativus;Exact (without author);FALSE;1;0;2771888;Dipsacus sativus;(L.) Honck.;Species;Accepted;NA;319292-1;2771888
Scabiosa ochroleuca;Exact (without author);TRUE;1;0;2593426;Scabiosa ochroleuca;L.;Species;Accepted;NA;320032-1;2593426
Scabiosa ochroleuca;Exact (without author);TRUE;1;0;2593436;Scabiosa ochroleuca;Thunb.;Species;Illegitimate;TRUE;320033-1;2593576
Malus;Exact (without author);FALSE;1;0;2950387;Malus;Mill.;Genus;Accepted;NA;30024474-2;2950387
Calluna;Exact (without author);FALSE;1;0;2692962;Calluna;Salisb.;Genus;Accepted;NA;14653-1;2692962
Corylus avellana;Exact (without author);FALSE;1;0;47841;Corylus avellana;L.;Species;Accepted;NA;295446-1;47841
Crataegus;Exact (without author);FALSE;1;0;2944742;Crataegus;L.;Genus;Accepted;NA;60436254-2;2944742
Euonymus europaeus;Exact (without author);FALSE;1;0;2803293;Euonymus europaeus;L.;Species;Accepted;NA;160876-1;2803293
Fagus;Exact (without author);FALSE;1;0;83773;Fagus;L.;Genus;Accepted;NA;30048723-2;83773
Prunus padus;Exact (without author);TRUE;1;0;2961006;Prunus padus;L.;Species;Accepted;NA;730076-1;2961006
Prunus padus;Exact (without author);TRUE;1;0;2961008;Prunus padus;Brandis;Species;Misapplied;NA;NA;2959415
Prunus spinosa;Exact (without author);TRUE;1;0;2921969;Prunus spinosa;L.;Species;Accepted;NA;730297-1;2921969
Prunus spinosa;Exact (without author);TRUE;1;0;2961917;Prunus spinosa;Walter;Species;Misapplied;NA;730298-1;2958765
Pyrus;Exact (without author);FALSE;1;0;2962753;Pyrus;L.;Genus;Accepted;NA;30000967-2;2962753
Ribes nigrum;Exact (without author);FALSE;1;0;2426569;Ribes nigrum;L.;Species;Accepted;NA;792873-1;2426569
Ribes rubrum;Exact (without author);FALSE;1;0;2426658;Ribes rubrum;L.;Species;Accepted;NA;792965-1;2426658
Ribes uva-crispa;Exact (without author);FALSE;1;0;2426619;Ribes uva-crispa;L.;Species;Accepted;NA;793052-1;2426619
Salix;Exact (without author);FALSE;1;0;2918656;Salix;L.;Genus;Accepted;NA;325916-2;2918656
Sedum;Exact (without author);FALSE;1;0;2483149;Sedum;L.;Genus;Accepted;NA;30001444-2;2483149
Euonymus;Exact (without author);FALSE;1;0;2803130;Euonymus;L.;Genus;Accepted;NA;331601-2;2803130
Fraxinus angustifolia;Exact (without author);FALSE;1;0;369513;Fraxinus angustifolia;Vahl;Species;Accepted;NA;332095-2;369513
Fraxinus excelsior;Exact (without author);FALSE;1;0;369664;Fraxinus excelsior;L.;Species;Accepted;NA;609009-1;369664
Ulmus;Exact (without author);FALSE;1;0;2449966;Ulmus;L.;Genus;Accepted;NA;30004945-2;2449966
Betula;Exact (without author);FALSE;1;0;21065;Betula;L.;Genus;Accepted;NA;328387-2;21065
Platanus;Exact (without author);FALSE;1;0;2570308;Platanus;L.;Genus;Accepted;NA;32120-1;2570308
Prunus avium;Exact (without author);FALSE;1;0;2917143;Prunus avium;(L.) L.;Species;Accepted;NA;30093848-2;2917143
Rhamnus;Exact (without author);FALSE;1;0;2525833;Rhamnus;L.;Genus;Accepted;NA;30006159-2;2525833
Ulmus glabra;Exact (without author);TRUE;1;0;2448690;Ulmus glabra;Huds.;Species;Accepted;NA;302887-2;2448690
Ulmus glabra;Exact (without author);TRUE;1;0;2448691;Ulmus glabra;Mill.;Species;Illegitimate;NA;856864-1;3258625
Viburnum lantana;Exact (without author);FALSE;1;0;2455932;Viburnum lantana;L.;Species;Accepted;NA;326265-2;2455932
Parietaria;Exact (without author);FALSE;1;0;2546177;Parietaria;L.;Genus;Accepted;NA;30009364-2;2546177
Vincetoxicum hirundinaria;Exact (without author);FALSE;1;0;513577;Vincetoxicum hirundinaria;Medik.;Species;Accepted;NA;102810-1;513577
Parietaria judaica;Exact (without author);FALSE;1;0;2546385;Parietaria judaica;L.;Species;Accepted;NA;854934-1;2546385
Urtica;Exact (without author);FALSE;1;0;2446471;Urtica;L.;Genus;Accepted;NA;30002031-2;2446471
Urtica dioica;Exact (without author);TRUE;1;0;2448560;Urtica dioica;L.;Species;Accepted;NA;260630-2;2448560
Urtica dioica;Exact (without author);TRUE;1;0;2448562;Urtica dioica;Vell.;Species;Misapplied;NA;857541-1;2448894
Urtica dioica;Exact (without author);TRUE;1;0;2448561;Urtica dioica;Thunb.;Species;Misapplied;NA;857540-1;3258628
Urtica urens;Exact (without author);FALSE;1;0;2449000;Urtica urens;L.;Species;Accepted;NA;857987-1;2449000
Humulus lupulus;Exact (without author);FALSE;1;0;2855039;Humulus lupulus;L.;Species;Accepted;NA;303502-2;2855039
Alnus cordata;Exact (without author);TRUE;1;0;6294;Alnus cordata;(Loisel.) Duby;Species;Accepted;NA;294902-1;6294
Alnus cordata;Exact (without author);TRUE;1;0;6293;Alnus cordata;Desf.;Species;Invalid;NA;103564-3;3310063
Alnus glutinosa;Exact (without author);FALSE;1;0;6364;Alnus glutinosa;(L.) Gaertn.;Species;Accepted;NA;30036759-2;6364
Alnus incana;Exact (without author);FALSE;1;0;6417;Alnus incana;(L.) Moench;Species;Accepted;NA;30106706-2;6417
Alnus viridis;Exact (without author);TRUE;1;0;6654;Alnus viridis;(Chaix) DC.;Species;Synonym;NA;295013-1;6672
Alnus viridis;Exact (without author);TRUE;1;0;6653;Alnus viridis;A.Gray;Species;Illegitimate;NA;77235990-1;466796
Alnus x pubescens;Exact (without author);FALSE;1;0;6572;Alnus × pubescens;Tausch;Species;Accepted;NA;294979-1;6572
Betula pendula;Exact (without author);FALSE;1;0;21582;Betula pendula;Roth;Species;Accepted;NA;295174-1;21582
Betula pubescens;Exact (without author);FALSE;1;0;21636;Betula pubescens;Ehrh.;Species;Accepted;NA;295185-1;21636
Cotoneaster integerrimus;Exact (without author);FALSE;1;0;2944191;Cotoneaster integerrimus;Medik.;Species;Accepted;NA;722536-1;2944191
Cotoneaster melanocarpus;Exact (without author);FALSE;1;0;2944286;Cotoneaster melanocarpus;(Bunge) Fisch. ex Loudon;Species;Synonym;NA;77208741-1;2944255
Rubus fruticosus;Exact (without author);FALSE;1;0;2980303;Rubus fruticosus;L.;Species;Accepted;NA;736933-1;2980303
Rubus idaeus;Exact (without author);FALSE;1;0;2982071;Rubus idaeus;L.;Species;Accepted;NA;298089-2;2982071
Betula humilis;Exact (without author);TRUE;1;0;21373;Betula humilis;Schrank;Species;Accepted;NA;295106-1;21373
Betula humilis;Exact (without author);TRUE;1;0;21371;Betula humilis;Marshall;Species;Synonym;NA;107793-1;21446
Betula humilis;Exact (without author);TRUE;1;0;21372;Betula × humilis;Fr. ex Regel;Species;Invalid;NA;77236826-1;21151
Betula nana;Exact (without author);FALSE;1;0;21505;Betula nana;L.;Species;Accepted;NA;301322-2;21505
Rubus;Exact (without author);FALSE;1;0;2976315;Rubus;L.;Genus;Accepted;NA;30000199-2;2976315
Cotoneaster;Exact (without author);FALSE;1;0;2943932;Cotoneaster;Medik.;Genus;Accepted;NA;30040667-2;2943932
Cydonia oblonga;Exact (without author);FALSE;1;0;2921979;Cydonia oblonga;Mill.;Species;Accepted;NA;724549-1;2921979
Prunus armeniaca;Exact (without author);FALSE;1;0;2901800;Prunus armeniaca;L.;Species;Accepted;NA;729463-1;2901800
Prunus cerasifera;Exact (without author);FALSE;1;0;2959102;Prunus cerasifera;Ehrh.;Species;Accepted;NA;729568-1;2959102
Prunus cerasus;Exact (without author);FALSE;1;0;2959193;Prunus cerasus;L.;Species;Accepted;NA;729574-1;2959193
Prunus domestica;Exact (without author);FALSE;1;0;2959531;Prunus domestica;L.;Species;Accepted;NA;30221374-2;2959531
Prunus domestica subsp. insititia;Exact (without author);FALSE;1;0;2959566;Prunus domestica subsp. insititia;(L.) Bonnier & Layens;Subspecies;Synonym;TRUE;NA;2960005
Prunus dulcis;Exact (without author);TRUE;1;0;2922010;Prunus dulcis;(Mill.) D.A.Webb;Species;Illegitimate;NA;729673-1;2917141
Prunus dulcis;Exact (without author);TRUE;1;0;2917140;Prunus dulcis;Rouchy;Species;Synonym;NA;77302861-1;2917143
Fagus sylvatica;Exact (without author);FALSE;1;0;83891;Fagus sylvatica;L.;Species;Accepted;NA;305836-2;83891
Betula pumila;Exact (without author);FALSE;1;0;21671;Betula pumila;L.;Species;Accepted;NA;30003581-2;21671
Fagus x taurica;Exact (without author);FALSE;1;0;83912;Fagus × taurica;Popl.;Species;Accepted;NA;358603-1;83912
Limonium gmelinii;Fuzzy (phonetic);FALSE;0.941;1;2495733;Limonium gmelini;(Willd.) Kuntze;Species;Accepted;NA;686792-1;2495733
Limonium vulgare;Exact (without author);FALSE;1;0;2494745;Limonium vulgare;Mill.;Species;Accepted;NA;687035-1;2494745
Loranthus europaeus;Exact (without author);FALSE;1;0;2353116;Loranthus europaeus;Jacq.;Species;Accepted;NA;549404-1;2353116
Pistacia lentiscus;Exact (without author);FALSE;1;0;2407564;Pistacia lentiscus;L.;Species;Accepted;NA;70253-1;2407564
Pistacia terebinthus;Exact (without author);FALSE;1;0;2407017;Pistacia terebinthus;L.;Species;Accepted;NA;70274-1;2407017
Platanus acerifolia;Exact (without author);FALSE;1;0;2570309;Platanus × acerifolia;(Aiton) Willd.;Species;Synonym;NA;685841-1;2570290
Platanus orientalis;Exact (without author);FALSE;1;0;2570462;Platanus orientalis;L.;Species;Accepted;NA;685873-1;2570462
Limonium pectinatum;Exact (without author);FALSE;1;0;2495664;Limonium pectinatum;(Aiton) Kuntze;Species;Accepted;NA;686914-1;2495664
Salix alba;Exact (without author);TRUE;1;0;2918804;Salix alba;L.;Species;Accepted;NA;776974-1;2918804
Salix alba;Exact (without author);TRUE;1;0;2918805;Salix alba;Thunb.;Species;Misapplied;NA;776973-1;3265675
Salix caprea;Exact (without author);TRUE;1;0;2919210;Salix caprea;L.;Species;Accepted;NA;303599-2;2919210
Salix caprea;Exact (without author);TRUE;1;0;2919209;Salix caprea;Boiss. & Buhse;Species;Illegitimate;NA;777257-1;2919014
Salix cinerea;Exact (without author);TRUE;1;0;2919014;Salix cinerea;L.;Species;Accepted;NA;301107-2;2919014
Salix cinerea;Exact (without author);TRUE;1;0;2921670;Salix cinerea;Willd.;Species;Misapplied;NA;NA;2919032
Salix cinerea;Exact (without author);TRUE;1;0;2919015;Salix cinerea;Sm.;Species;Misapplied;NA;777325-1;2919032
Salix cinerea;Exact (without author);TRUE;1;0;2919003;Salix × cinerea;Kar. & Kir. ex Andersson;Species;Invalid;NA;NA;2918244
Salix cinerea;Exact (without author);TRUE;1;0;2919016;Salix cinerea;Schleich. ex Andersson;Species;Invalid;NA;NA;2918622
Salix eleagnos;Exact (without author);FALSE;1;0;2917943;Salix eleagnos;Scop.;Species;Accepted;NA;777510-1;2917943
Salix purpurea;Exact (without author);FALSE;1;0;2920630;Salix purpurea;L.;Species;Accepted;NA;301321-2;2920630
Salix repens;Exact (without author);TRUE;1;0;2920604;Salix repens;L.;Species;Accepted;NA;305835-2;2920604
Salix repens;Exact (without author);TRUE;1;0;2920603;Salix repens;Pursh;Species;Misapplied;NA;778667-1;2918687
Salix viminalis;Exact (without author);TRUE;1;0;2918419;Salix viminalis;L.;Species;Accepted;NA;779152-1;2918419
Salix viminalis;Exact (without author);TRUE;1;0;2918420;Salix viminalis;Balb.;Species;Misapplied;NA;779151-1;2917943
Salix x fragilis;Exact (without author);TRUE;1;0;2917721;Salix × fragilis;L.;Species;Accepted;NA;777611-1;2917721
Salix x fragilis;Exact (without author);TRUE;1;0;2917719;Salix fragilis;Host;Species;Misapplied;NA;777613-1;2921746
Salix x fragilis;Exact (without author);TRUE;1;0;2921957;Salix fragilis;Host;Species;Misapplied;NA;NA;2918128
Salix aurita;Exact (without author);TRUE;1;0;2918622;Salix aurita;L.;Species;Accepted;NA;777119-1;2918622
Salix aurita;Exact (without author);TRUE;1;0;2918621;Salix aurita;Host;Species;Illegitimate;NA;777120-1;3265725
Amorpha fruticosa;Exact (without author);TRUE;1;0;2634148;Amorpha fruticosa;L.;Species;Accepted;NA;11421-2;2634148
Amorpha fruticosa;Exact (without author);TRUE;1;0;2634149;Amorpha fruticosa;Thunb.;Species;Illegitimate;NA;473803-1;3017669
Buddleja;Exact (without author);FALSE;1;0;2685284;Buddleja;Houst. ex L.;Genus;Accepted;NA;25036-1;2685284
Chenopodium;Exact (without author);FALSE;1;0;2716928;Chenopodium;L.;Genus;Accepted;NA;60437273-2;2716928
Cornus sanguinea;Exact (without author);FALSE;1;0;47495;Cornus sanguinea;L.;Species;Accepted;NA;271661-1;47495
Morus;Exact (without author);FALSE;1;0;2501384;Morus;L.;Genus;Accepted;NA;30004492-2;2501384
Prunus;Exact (without author);FALSE;1;0;2958711;Prunus;L.;Genus;Accepted;NA;30003057-2;2958711
Raphanus sativus;Exact (without author);FALSE;1;0;2422375;Raphanus sativus;L.;Species;Synonym;TRUE;288491-1;2870724
Solanum nigrum;Exact (without author);FALSE;1;0;2915955;Solanum nigrum;L.;Species;Accepted;NA;30048260-2;2915955
Vitis vinifera;Exact (without author);FALSE;1;0;2457006;Vitis vinifera;L.;Species;Accepted;NA;30478388-2;2457006
