"taxon_name","n","native_to_europe","wcvp_accepted_id.x","family","genus","LifeCycle","Woodiness","woodiness","lifecycle","tiles","area_km2","wcvp_status","wcvp_accepted_id.y","taxon_name.y","min_fr","rel_status","mean_longitude","mean_latitude","distance_to_europe_center"
"Euphorbia azorica",1,FALSE,78528,"Euphorbiaceae","Euphorbia","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-27.0828576857216,38.2783601302234,3764.44818456863
"Euphorbia balsamifera",21,FALSE,78550,"Euphorbiaceae","Euphorbia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-11.6897205197008,28.3310090879703,3972.9369504099
"Euphorbia berthelotii",3,FALSE,78615,"Euphorbiaceae","Euphorbia","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-15.6754686626662,28.3400533609037,4135.12462660314
"Euphorbia bourgaeana",3,FALSE,78696,"Euphorbiaceae","Euphorbia",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-15.6754686626662,28.3400533609037,4135.12462660314
"Euphorbia canariensis",10,FALSE,78820,"Euphorbiaceae","Euphorbia","Perennial",NA,"Non-Woody","Perennial",9,15468.9064732966,"Accepted",78820,"Euphorbia canariensis",NA,"Genus in Europe",-15.6754686626662,28.3400533609037,4135.12462660314
"Euphorbia caput-medusae",1,FALSE,78847,"Euphorbiaceae","Euphorbia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",19.8142668967149,-26.6567684650671,9502.71491839485
"Euphorbia chamaepeplus",1,FALSE,78944,"Euphorbiaceae","Euphorbia","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe",37.0780281409429,30.688471094405,3560.42798394056
"Euphorbia cheiradenia",2,FALSE,78970,"Euphorbiaceae","Euphorbia","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",45.7081924319461,34.1882585087163,3562.78900887139
"Euphorbia condylocarpa",3,FALSE,79065,"Euphorbiaceae","Euphorbia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",44.3593030900685,38.0658240907849,3131.69273523371
"Euphorbia dracunculoides subsp. glebulosa",1,FALSE,79412,"Euphorbiaceae","Euphorbia",NA,NA,"Non-Woody","Perennial",1,2737.71687248433,"Accepted",79412,"Euphorbia dracunculoides subsp. glebulosa",NA,"Genus in Europe",1.96988692737399,31.5111674312083,3208.47115900028
"Euphorbia erinacea",2,FALSE,79534,"Euphorbiaceae","Euphorbia","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",38.3839725467923,34.9822184474948,3171.94508948929
"Euphorbia eriophora",1,FALSE,79539,"Euphorbiaceae","Euphorbia","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe",43.4716125096803,36.1864782275279,3268.98347343036
"Euphorbia fulgens",1,FALSE,79773,"Euphorbiaceae","Euphorbia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-100.731450404404,18.877333232267,9602.16251968968
"Euphorbia granulata",2,FALSE,79949,"Euphorbiaceae","Euphorbia","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe",37.5090940039683,24.9817490550028,4168.66813688044
"Euphorbia handiensis",1,FALSE,80023,"Euphorbiaceae","Euphorbia","Perennial",NA,"Non-Woody","Perennial",1,3350.01284268253,"Accepted",80023,"Euphorbia handiensis",NA,"Genus in Europe",-15.6754686626662,28.3400533609037,4135.12462660314
"Euphorbia heteradena",2,FALSE,80080,"Euphorbiaceae","Euphorbia","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",44.7435225004023,36.4875431725362,3298.48815034179
"Euphorbia heterophylla",1,FALSE,80087,"Euphorbiaceae","Euphorbia","Annual","Non-Woody","Non-Woody","Annual",29,63351.3211924527,"Accepted",80087,"Euphorbia heterophylla",1880,"Genus in Europe",-80.7138470232516,16.7499493203818,8747.8263689025
"Euphorbia hierosolymitana",3,FALSE,80118,"Euphorbiaceae","Euphorbia","Perennial","Woody","Woody","Perennial",1,3572.22449349669,"Accepted",80118,"Euphorbia hierosolymitana",NA,"Genus in Europe",35.1189303377149,34.3360627516079,3116.49724601111
"Euphorbia hirta",2,FALSE,80144,"Euphorbiaceae","Euphorbia","Annual","Non-Woody","Non-Woody","Annual",3,8902.76896379909,"Accepted",80144,"Euphorbia hirta",NA,"Genus in Europe",-80.2162496454913,13.2138195230022,9053.71953818353
"Euphorbia hypericifolia",2,FALSE,80216,"Euphorbiaceae","Euphorbia","Annual","Non-Woody","Non-Woody","Annual",54,98319.5256223644,"Accepted",80216,"Euphorbia hypericifolia",1998,"Genus in Europe",-75.6792289627943,8.00475570138128,9287.92120957648
"Euphorbia inaequilatera",1,FALSE,80254,"Euphorbiaceae","Euphorbia","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe",28.2638389640063,4.20274986434839,6184.84467476054
"Euphorbia ipecacuanhae",1,FALSE,80325,"Euphorbiaceae","Euphorbia","Perennial","Non-Woody","Non-Woody","Perennial",1,3572.22449349669,"Accepted",80325,"Euphorbia ipecacuanhae",NA,"Genus in Europe",-77.5274757143903,38.4006744680895,6580.53427488582
"Euphorbia kotschyana",1,FALSE,80451,"Euphorbiaceae","Euphorbia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",33.5367457218981,37.272958592273,2760.71194317691
"Euphorbia lamarckii",21,FALSE,80484,"Euphorbiaceae","Euphorbia","Perennial",NA,"Non-Woody","Perennial",5,8079.04537735648,"Accepted",80484,"Euphorbia lamarckii",NA,"Genus in Europe",-15.6754686626662,28.3400533609037,4135.12462660314
"Euphorbia larica",3,FALSE,80506,"Euphorbiaceae","Euphorbia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",52.9491800458567,23.3463234683375,4955.01764060931
"Euphorbia lathyris",5,FALSE,80521,"Euphorbiaceae","Euphorbia",NA,"Non-Woody","Non-Woody","Perennial",1111,2159625.53684059,"Accepted",80521,"Euphorbia lathyris",1554,"Genus in Europe",76.2572892189047,37.4484442885378,4917.41230369859
"Euphorbia macroclada",10,FALSE,80711,"Euphorbiaceae","Euphorbia","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",42.2898502149542,35.376018230709,3294.92594215897
"Euphorbia maculata",5,FALSE,80720,"Euphorbiaceae","Euphorbia","Annual","Non-Woody","Non-Woody","Annual",1051,2094379.84930163,"Accepted",80720,"Euphorbia maculata",1794,"Genus in Europe",-87.6882826343596,37.352922477961,7193.1755641655
"Euphorbia marginata",1,FALSE,80774,"Euphorbiaceae","Euphorbia","Annual","Non-Woody","Non-Woody","Annual",677,1349696.48668457,"Accepted",80774,"Euphorbia marginata",1800,"Genus in Europe",-100.396634480773,35.2520243792153,7990.06680520514
"Euphorbia mellifera",5,FALSE,80838,"Euphorbiaceae","Euphorbia","Perennial","Woody","Woody","Perennial",68,103941.636189737,"Accepted",80838,"Euphorbia mellifera",1971,"Genus in Europe",-16.3111765771485,30.5537818391619,3943.63363676576
"Euphorbia milii",2,FALSE,80891,"Euphorbiaceae","Euphorbia","Perennial","Woody","Woody","Perennial",21,34008.0918681935,"Accepted",80891,"Euphorbia milii",NA,"Genus in Europe",46.6869424107267,-19.4688379104024,9166.87400858879
"Euphorbia neriifolia",1,FALSE,81079,"Euphorbiaceae","Euphorbia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",83.9079007378234,24.5222598666399,6498.88070584529
"Euphorbia nutans",2,FALSE,81148,"Euphorbiaceae","Euphorbia","Annual","Non-Woody","Non-Woody","Annual",184,408009.274488485,"Accepted",81148,"Euphorbia nutans",1865,"Genus in Europe",-84.5581196759983,32.1976858869535,7510.73743679962
"Euphorbia officinarum",1,FALSE,81211,"Euphorbiaceae","Euphorbia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-6.77125001754286,26.356311265549,4000.56792640508
"Euphorbia orientalis",2,FALSE,81250,"Euphorbiaceae","Euphorbia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",44.7435225004023,36.4875431725362,3298.48815034179
"Euphorbia oxyodonta",2,FALSE,81274,"Euphorbiaceae","Euphorbia","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe",31.5441401634024,31.790763371791,3268.95680657482
"Euphorbia petiolata",2,FALSE,81464,"Euphorbiaceae","Euphorbia","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe",41.3584545873037,33.7047349166176,3419.50914606737
"Euphorbia pilosa",2,FALSE,81501,"Euphorbiaceae","Euphorbia","Perennial","Non-Woody","Non-Woody","Perennial",18,52514.2615175974,"Accepted",81501,"Euphorbia pilosa",NA,"Genus in Europe",88.5856687852057,54.1495867706245,4322.2208014431
"Euphorbia piscatoria",5,FALSE,81530,"Euphorbiaceae","Euphorbia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-16.9468844916308,32.7675103174201,3756.68423610482
"Euphorbia polygonifolia",1,FALSE,81612,"Euphorbiaceae","Euphorbia","Annual","Non-Woody","Non-Woody","Annual",17,29413.5427535646,"Accepted",81612,"Euphorbia polygonifolia",1974,"Genus in Europe",-77.2934730682044,41.0021878454747,6338.95798277361
"Euphorbia pulcherrima",12,FALSE,81761,"Euphorbiaceae","Euphorbia","Perennial","Woody","Woody","Perennial",10,17471.0476428925,"Accepted",81761,"Euphorbia pulcherrima",NA,"Genus in Europe",-98.7362986253851,20.8835790658415,9307.9079098987
"Euphorbia regis-jubae",37,FALSE,81854,"Euphorbiaceae","Euphorbia","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-11.6897205197008,28.3310090879703,3972.9369504099
"Euphorbia retusa",1,FALSE,81890,"Euphorbiaceae","Euphorbia","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe",22.2984584648488,28.078657838152,3481.16354223725
"Euphorbia reuteriana",1,FALSE,81891,"Euphorbiaceae","Euphorbia",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",37.382505644058,33.1529683470544,3318.68435341417
"Euphorbia rupestris",1,FALSE,81975,"Euphorbiaceae","Euphorbia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",81.2357614938569,36.9968576086342,5241.66485564383
"Euphorbia serpens",1,FALSE,82151,"Euphorbiaceae","Euphorbia","Annual","Non-Woody","Non-Woody","Annual",339,678813.574606886,"Accepted",82151,"Euphorbia serpens",1946,"Genus in Europe",-80.1616196804247,13.810777338821,8994.23800649857
"Euphorbia squamosa",1,FALSE,82309,"Euphorbiaceae","Euphorbia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",44.5097212159612,39.302756986279,3023.88886358864
"Euphorbia tithymaloides",1,FALSE,82541,"Euphorbiaceae","Euphorbia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-70.8308648607157,12.9121801034071,8547.58121979646
"Euphorbia tuckeyana",2,FALSE,82620,"Euphorbiaceae","Euphorbia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-24.104989115863,15.9928956811446,5741.11035225719
"Euphorbia × lomi",1,FALSE,80627,"Euphorbiaceae","Euphorbia",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",46.6869424107267,-19.4688379104024,9166.87400858879
"Eurybia macrophylla",1,FALSE,3094682,"Asteraceae","Eurybia","Perennial","Non-Woody","Non-Woody","Perennial",56,97404.7612713447,"Accepted",3094682,"Eurybia macrophylla",NA,"Genus in Europe",-79.4659381067076,42.2725475586358,6338.85579529298
"Fagus crenata",2,FALSE,83806,"Fagaceae","Fagus","Perennial","Woody","Woody","Perennial",1,2167.76464965916,"Accepted",83806,"Fagus crenata",NA,"Genus in Europe",138.214120033694,37.9061166876332,8060.8168110573
"Fagus grandifolia",1,FALSE,83824,"Fagaceae","Fagus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-81.9293965734163,38.3712708091983,6811.10250830498
"Fallopia baldschuanica",12,FALSE,2807628,"Polygonaceae","Fallopia","Perennial",NA,"Non-Woody","Perennial",859,1641120.30693697,"Accepted",2807628,"Fallopia baldschuanica",1911,"Genus in Europe",68.6499628444188,33.9816848863665,4781.57533642172
"Ferula assa-foetida",2,FALSE,2808328,"Apiaceae","Ferula",NA,"Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",54.2188581515797,32.7603206339466,4111.05587315785
"Ferula communis subsp. linkii",16,FALSE,2903905,"Apiaceae","Ferula",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-15.6754686626662,28.3400533609037,4135.12462660314
"Ferulago syriaca",1,FALSE,2808806,"Apiaceae","Ferulago","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",35.85652727345,35.0945465194938,3065.15619599591
"Festuca donax",4,FALSE,414999,"Poaceae","Festuca","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-16.9468844916308,32.7675103174201,3756.68423610482
"Festuca francoi",2,FALSE,451788,"Poaceae","Festuca","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-27.0828576857216,38.2783601302234,3764.44818456863
"Festuca kolymensis",1,FALSE,415504,"Poaceae","Festuca","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",140.294292863554,64.0817059464903,5596.10452008845
"Festuca orientalis",1,FALSE,415840,"Poaceae","Festuca","Annual","Non-Woody","Non-Woody","Annual",1,2623.23461310998,"Accepted",415840,"Festuca orientalis",NA,"Genus in Europe",49.4750265469228,36.5840615010613,3517.71611574304
"Festuca petraea",1,FALSE,416260,"Poaceae","Festuca","Perennial","Non-Woody","Non-Woody","Perennial",1,3572.22449349669,"Accepted",416260,"Festuca petraea",NA,"Genus in Europe",-27.0828576857216,38.2783601302234,3764.44818456863
"Festuca quadriflora",2,FALSE,416431,"Poaceae","Festuca","Perennial","Non-Woody","Non-Woody","Perennial",113,196418.787992926,"Accepted",416431,"Festuca quadriflora",NA,"Genus in Europe",-86.129324781496,35.7564939830631,7262.51469283157
"Fibigia macrocarpa",2,FALSE,2809295,"Brassicaceae","Fibigia","Perennial",NA,"Non-Woody","Perennial",1,3295.26763789408,"Accepted",2809295,"Fibigia macrocarpa",NA,"Genus in Europe",44.7435225004023,36.4875431725362,3298.48815034179
"Ficus benjamina",26,FALSE,2809661,"Moraceae","Ficus","Perennial","Woody","Woody","Perennial",7,13992.8456192671,"Accepted",2809661,"Ficus benjamina",NA,"Genus in Europe",111.660677096892,9.22955114759026,9512.53124620475
"Ficus elastica",10,FALSE,2810307,"Moraceae","Ficus","Perennial","Woody","Woody","Perennial",123,217800.377427017,"Accepted",2810307,"Ficus elastica",1500,"Genus in Europe",98.8403960963617,16.8445936704503,8065.29862699154
"Ficus lyrata",3,FALSE,2811182,"Moraceae","Ficus","Perennial","Woody","Woody","Perennial",4,9891.31254869605,"Accepted",2811182,"Ficus lyrata",NA,"Genus in Europe",-1.62032341897003,7.81944564813671,5851.53780573417
"Ficus macrophylla",2,FALSE,2811199,"Moraceae","Ficus","Perennial","Woody","Woody","Perennial",5,8716.44710074606,"Accepted",2811199,"Ficus macrophylla",NA,"Genus in Europe",152.571179889476,-28.1879308895575,15306.7438278644
"Ficus microcarpa",23,FALSE,2811321,"Moraceae","Ficus","Perennial","Woody","Woody","Perennial",39,76134.2115971843,"Accepted",2811321,"Ficus microcarpa",NA,"Genus in Europe",114.89488584038,9.39999564395356,9678.15620020597
"Ficus pumila",1,FALSE,2811930,"Moraceae","Ficus","Perennial",NA,"Woody","Perennial",27,53672.9162053875,"Accepted",2811930,"Ficus pumila",NA,"Genus in Europe",117.327196163252,27.6527308016555,8079.13750111265
"Ficus religiosa",2,FALSE,2812027,"Moraceae","Ficus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",89.2258576667561,20.1970855263324,7201.67844889607
"Ficus retusa",5,FALSE,2812043,"Moraceae","Ficus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",108.819295383559,-0.795810661923426,10301.2223341605
"Ficus rubiginosa",5,FALSE,2812107,"Moraceae","Ficus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",145.803158365266,-27.4987240415117,14888.6223290424
"Ficus sycomorus",2,FALSE,2812503,"Moraceae","Ficus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",20.9136045794615,3.61157412455819,6164.60478282926
"Filipendula camtschatica",5,FALSE,2948475,"Rosaceae","Filipendula",NA,NA,"Non-Woody","Perennial",36,54126.8207992329,"Accepted",2948475,"Filipendula camtschatica",1858,"Genus in Europe",144.550526746589,46.7179079297488,7414.57019791763
"Filipendula rubra",3,FALSE,2948545,"Rosaceae","Filipendula","Perennial","Non-Woody","Non-Woody","Perennial",26,38045.3242141316,"Accepted",2948545,"Filipendula rubra",1950,"Genus in Europe",-84.9542283388965,40.3031335753053,6788.81490156029
"Fontanesia fortunei",3,FALSE,369338,"Oleaceae","Fontanesia","Perennial","Woody","Woody","Perennial",2,5502.66370850247,"Accepted",369338,"Fontanesia fortunei",NA,"Genus in Europe",110.637395244416,34.6736226435194,7078.76666870176
"Forsskaolea angustifolia",4,FALSE,2813740,"Urticaceae","Forsskaolea",NA,NA,NA,NA,1,3572.22449349669,"Accepted",2813740,"Forsskaolea angustifolia",NA,"Genus in Europe",-15.6754686626662,28.3400533609037,4135.12462660314
"Forsythia suspensa",9,FALSE,369441,"Oleaceae","Forsythia","Perennial","Woody","Woody","Perennial",221,400232.913433229,"Accepted",369441,"Forsythia suspensa",1890,"Genus in Europe",110.637395244416,34.6736226435194,7078.76666870176
"Forsythia viridissima",2,FALSE,369455,"Oleaceae","Forsythia","Perennial","Woody","Woody","Perennial",34,59833.1713086925,"Accepted",369455,"Forsythia viridissima",1855,"Genus in Europe",115.543454407243,31.8514900353695,7593.88559002889
"Fragaria chiloensis",2,FALSE,2948665,"Rosaceae","Fragaria","Perennial","Non-Woody","Non-Woody","Perennial",8,13516.4546029204,"Accepted",2948665,"Fragaria chiloensis",1838,"Genus in Europe",-102.165141318673,6.50547379908394,10887.3986585084
"Fragaria virginiana",4,FALSE,2949067,"Rosaceae","Fragaria","Perennial","Non-Woody","Non-Woody","Perennial",28,46053.7680012166,"Accepted",2949067,"Fragaria virginiana",1878,"Genus in Europe",-92.1150111490267,42.8944590392011,6892.99747869132
"Fragaria × ananassa",40,FALSE,2948609,"Rosaceae","Fragaria","Perennial","Non-Woody","Non-Woody","Perennial",1190,1945859.64919067,"Accepted",2948609,"Fragaria × ananassa",1700,"Genus in Europe",-121.394486235375,45.9807878559666,7703.77477387786
"Frangula alnus subsp. pontica",1,FALSE,2871388,"Rhamnaceae","Frangula",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",35.441648478726,39.0283978298971,2653.64917378203
"Frangula azorica",2,FALSE,2814044,"Rhamnaceae","Frangula","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-27.0828576857216,38.2783601302234,3764.44818456863
"Frangula caroliniana",1,FALSE,2814059,"Rhamnaceae","Frangula","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-87.6362019331888,34.9739085759586,7410.58113546894
"Frangula microphylla",1,FALSE,2814080,"Rhamnaceae","Frangula","Perennial",NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-102.050929757974,22.3883193859953,9321.53128224344
"Frankenia ericifolia",4,FALSE,2814174,"Frankeniaceae","Frankenia","Perennial","Woody","Woody","Perennial",1,3684.93576702579,"Accepted",2814174,"Frankenia ericifolia",NA,"Genus in Europe",-15.6754686626662,28.3400533609037,4135.12462660314
"Fraxinus americana",14,FALSE,369468,"Oleaceae","Fraxinus","Perennial","Woody","Woody","Perennial",121,244626.97242083,"Accepted",369468,"Fraxinus americana",1804,"Genus in Europe",-84.2528531125786,38.4369552605819,6922.89395058924
"Fraxinus anomala",2,FALSE,369543,"Oleaceae","Fraxinus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-111.262672615469,38.1453386432222,8155.70069124196
"Fraxinus bungeana",1,FALSE,369578,"Oleaceae","Fraxinus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",116.099301677835,39.0283764808017,6961.10449560831
"Fraxinus dimorpha",1,FALSE,369641,"Oleaceae","Fraxinus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-1.82512598571423,30.1860978507836,3446.86232975484
"Fraxinus dipetala",2,FALSE,369643,"Oleaceae","Fraxinus","Perennial","Woody","Woody","Perennial",2,2721.09479613433,"Accepted",369643,"Fraxinus dipetala",NA,"Genus in Europe",-114.215258894548,35.8149207668816,8501.14303192623
