plant_species;family;number_herb;number_herb_leaf;AOO;mean_N_per_LDM;EIV-N;EIV-T;EIV-L;plant_height;Woodiness
Cirsium vulgare;Asteraceae;115;57;11414.330000000002;NA;7.46711097166548;4.22975729024364;7.76935213187863;1.02331071485437;Non-Woody
Cladium mariscus;Cyperaceae;13;10;632.6033333333334;8.79478338264624;3.74502355777471;4.91862913030096;8.46596179300958;1.5702756449705224;Non-Woody
Clematis alpina;Ranunculaceae;16;16;131.9333333333333;NA;3.91231739896399;2.33512816355468;4.76843298042096;1.5874010519681994;NA
Clematis recta;Ranunculaceae;31;26;141.95666666666668;NA;3.32910310144349;5.19903973959183;5.9140827796762;0.8067143230122719;Non-Woody
Clematis vitalba;Ranunculaceae;95;69;5121.606666666667;25.144894611652944;6.43236592247009;4.79082526738775;6.32098468183563;7.731281043249968;Woody
Clinopodium vulgare;Lamiaceae;46;32;5982.533333333333;16.076323347120827;3.34595746503944;4.20989172287157;6.5586014104944;0.3797455201883228;Non-Woody
Cochlearia anglica;Brassicaceae;3;2;227.65666666666667;NA;7.55857433738962;3.67764593854059;8.17197869853868;0.16509636244473133;Non-Woody
Cochlearia danica;Brassicaceae;6;5;789.54;NA;5.46037775068722;4.14012346959931;8.97209622812522;0.13388659001643388;Non-Woody
Cochlearia officinalis;Brassicaceae;18;13;184.02666666666664;NA;5.24735276633807;4.50740423485394;7.97631544087832;0.23403473193207164;Non-Woody
Cochlearia pyrenaica;Brassicaceae;1;1;NA;NA;3.09112165730514;2.48043903366428;7.39438273818979;0.1095445115010332;Non-Woody
Coincya monensis;Brassicaceae;3;1;207.33;NA;2.85636579461236;5.39680459048233;9.23794346023396;0.2459768284809421;Non-Woody
Colchicum autumnale;Colchicaceae;16;7;5075.1866666666665;18.666485585544965;4.64149643487021;4.00586295859614;5.88254245242244;0.31744829528450785;Non-Woody
Coleanthus subtilis;Poaceae;2;2;19.60666666666667;NA;2.88026518687791;4.26098361564443;8.51482368669749;0.04000000000000001;Non-Woody
Colutea arborescens;Fabaceae;43;21;348.8866666666667;NA;2.54590002747821;5.8608055794618;5.22612508155877;3.9685026299204984;Woody
Comarum palustre;Rosaceae;41;35;5104.509999999999;17.88691858181557;1.9739533039777999;3.11148321514078;7.4531601318525;0.6948691053715766;Non-Woody
Comastoma tenellum;Gentianaceae;1;0;14.196666666666667;NA;3.55884437039811;0.377014466508148;8.21789337440184;0.01414213562373095;Non-Woody
Conium maculatum;Apiaceae;43;29;2696.473333333334;54.819999999999986;8.01473587918531;4.75960068814304;7.54245662881272;1.752664233278335;Non-Woody
Conopodium majus;Apiaceae;11;8;27.156666666666663;38.599999999999994;4.14977492452467;3.790153474753;6.84444819607916;0.38960149857011867;Non-Woody
Conringia orientalis;Brassicaceae;8;6;198.77333333333337;NA;4.17318962339555;5.16228654258379;7.40890387963793;0.33895612242701945;Non-Woody
Convallaria majalis;Asparagaceae;24;18;8485.49;28.62656399531557;4.17388918767921;4.28322741806914;4.37556263351239;0.20896371022576316;Non-Woody
Convolvulus arvensis;Convolvulaceae;99;58;10169.93;36.33198147817711;5.16739006870961;4.91829544660292;7.08349769242349;0.2889010687382328;Non-Woody
Cornus mas;Cornaceae;57;35;768.6466666666666;12.8;4.58940416198366;5.38867722565895;5.82366951669009;4.295302070853415;Woody
Cornus sanguinea;Cornaceae;121;93;8991.633333333333;21.80697011374972;5.15498990616859;4.26064128859209;6.31779199452216;3.090958787213026;Woody
Coronilla coronata;Fabaceae;12;9;213.2966666666667;NA;2.58240593697192;4.68400681455147;6.60777536749473;0.3674234614174767;Non-Woody
Coronilla vaginalis;Fabaceae;8;6;209.05;NA;1.99451438956071;3.71057957442017;6.8980050710294;0.11696070952851464;NA
Corrigiola litoralis;Caryophyllaceae;1;1;420.8333333333333;NA;4.82183385174586;5.16377351082425;8.28182375630002;0.21755146118745547;Non-Woody
Corydalis cava;Papaveraceae;7;7;2710.5533333333333;NA;7.82849970848091;4.53200761343634;3.22525267775658;0.20606426499042788;Non-Woody
Corydalis intermedia;Papaveraceae;4;4;1088.97;NA;7.25471916771066;3.51676650584137;3.22285327304127;0.17099759466766973;Non-Woody
Corydalis pumila;Papaveraceae;2;2;89.64666666666666;NA;7.23844384675269;4.29097688804021;3.5759455875365602;0.15874010519681997;Non-Woody
Corydalis solida;Papaveraceae;7;6;942.2166666666668;NA;7.27403866440601;4.3365387125847;3.06320932262747;0.16548754598234366;Non-Woody
Corylus avellana;Betulaceae;393;263;11645.69;22.02054513877252;5.67750153927115;4.29905524317882;5.41108758378973;4.681268910044192;Woody
Corynephorus canescens;Poaceae;54;33;4035.2466666666664;NA;1.75332771254598;4.84665579929306;8.32896407398661;0.1626576561697786;Non-Woody
Cotoneaster integerrimus;Rosaceae;41;32;711.4566666666666;21.499999999999996;2.349824393912298;3.8189300343362023;6.871733436986608;1.394599878293106;Woody
Cotoneaster tomentosus;Rosaceae;14;10;145.53666666666666;NA;2.1803502988033;4.22969461656935;7.06304115176652;1.414213562373095;NA
Crambe maritima;Brassicaceae;21;11;138.85;NA;7.72611804902666;4.2663848948422904;9.00640134144654;0.5029733718731743;Non-Woody
Crataegus laevigata;Rosaceae;82;63;10572.69;18.931116405450325;5.0860517669782;4.43090789018142;5.34802165215796;7.9720405457403904;Woody
Crataegus × macrocarpa;Rosaceae;7;7;1968.496666666667;NA;6.30361170887854;4.765819292406466;6.984468021283055;NA;NA
Crataegus × media;Rosaceae;1;1;41.13;NA;5.5174471582444;4.48479781209393;5.93069457548238;NA;NA
Crataegus monogyna;Rosaceae;239;177;11320.253333333332;18.052804719675223;4.45593305978932;4.71398090986589;6.87927309856876;5.882036563290797;Woody
Crataegus rhipidophylla;Rosaceae;69;41;630.2833333333333;15.38863216793488;5.17516342129112;4.70331810529407;6.05180430704487;4.5695188773867015;Woody
Crepis alpestris;Asteraceae;3;3;265.5233333333333;NA;2.18789630354092;2.58924971144306;7.21431930537459;0.11832159566199237;Non-Woody
Crepis aurea;Asteraceae;3;3;179.54;NA;7.3354670386789;1.56634992783273;8.22653076091071;0.04413285550671961;Non-Woody
Crepis biennis;Asteraceae;78;21;7533.586666666666;17.009086785264355;5.48281974134046;3.99599789844132;6.92574694797734;0.31792795533990514;Non-Woody
Crepis capillaris;Asteraceae;35;18;7921.863333333334;28.889913809999992;4.04395665062948;4.48513472835148;7.26098707296647;0.19832563333875997;Non-Woody
Crepis conyzifolia;Asteraceae;11;6;36.89;19.070118750524863;3.75164173799849;2.13940670363405;7.72683051649407;0.2627126828688435;Non-Woody
Crepis foetida;Asteraceae;17;13;284.71;19.523455817310104;4.38824014082776;5.8187237024814;8.63991208279618;0.22401044539086823;Non-Woody
Crepis jacquinii;Asteraceae;3;2;93.93333333333334;NA;2.95381896954081;1.04732547924909;8.91577781788314;0.10000000000000002;Non-Woody
Crepis mollis;Asteraceae;5;5;1112.2933333333333;NA;5.50273707603468;3.03129734625005;7.56769944105802;0.34341427276599956;Non-Woody
Crepis paludosa;Asteraceae;25;15;6989.79;26.4923070664846;5.59284201500459;3.03280654993952;6.18958327187491;0.6513555624326306;Non-Woody
Crepis pontana;Asteraceae;3;3;40.86333333333334;NA;5.18522985305536;1.16867016855968;8.0683195342719;NA;Non-Woody
Crepis praemorsa;Asteraceae;9;8;321.4533333333333;NA;3.1075835907835;4.52859946765022;6.0289716000316;0.14658972088782374;Non-Woody
Crepis pulchra;Asteraceae;6;5;200.36;NA;5.75928390936998;5.73623286011737;6.87286570693427;0.316227766016838;Non-Woody
Crepis pyrenaica;Asteraceae;7;6;116.96666666666664;26.299999999999997;5.81966961970542;1.97242210537497;6.66063689666667;0.3949084677765479;Non-Woody
Crepis tectorum;Asteraceae;30;17;2375.1;14.120511620072843;5.7693348129659;4.27962053514121;7.81372857432313;0.38336586254776345;Non-Woody
Crepis vesicaria;Asteraceae;18;8;443.7366666666667;27.14634064544785;6.15264021586603;5.78190079100481;8.21399918682352;0.4120187958119847;Non-Woody
Crithmum maritimum;Apiaceae;21;10;NA;NA;4.93121263514299;6.93234522757167;9.05265445425673;0.5;NA
Cruciata laevipes;Rubiaceae;27;21;3102.7899999999995;NA;6.27381784173907;4.20282236601881;6.48113419816;0.3872983346207417;Non-Woody
Cuscuta epilinum;Convolvulaceae;1;0;NA;NA;3.91173978441257;4.94216573305982;7.24495103604724;0.46904157598234303;Non-Woody
Cuscuta epithymum;Convolvulaceae;5;0;947.2366666666668;NA;2.33639795597292;4.48028556898817;7.26465445875496;0.4680694638641432;Non-Woody
Cuscuta europaea;Convolvulaceae;7;1;2894.3733333333334;NA;7.29812438368607;4.55189900502708;6.372569734154;1.5;Non-Woody
Cuscuta lupuliformis;Convolvulaceae;3;1;214.92;NA;5.83122959727048;4.53856312245884;5.60914420250584;3.6742346141747673;Non-Woody
Cyclamen purpurascens;Primulaceae;2;2;44.48666666666666;NA;4.9613920004061;4.64187948725667;3.554322440797;0.08863989189954025;Non-Woody
Cynoglossum germanicum;Boraginaceae;4;3;90.37333333333332;NA;7.429009910916613;3.9610038545605337;5.4059401403010465;0.4330127018922193;Non-Woody
Cynoglossum officinale;Boraginaceae;34;14;2636.173333333333;NA;7.31068386961632;4.1843377821065;7.66527256083724;0.18037722751592988;Non-Woody
Cynosurus cristatus;Poaceae;24;19;7904.573333333334;21.12346445343634;4.26651420598735;3.85545460226179;7.81654683497696;0.16579648873370467;Non-Woody
Cyperus flavescens;Cyperaceae;1;1;52.833333333333336;NA;5.05951548364473;4.94038763519499;8.20470335907477;0.18128252384140608;NA
Cyperus longus;Cyperaceae;15;8;18.256666666666664;NA;5.56018839766283;5.51450442227134;7.84863415787308;0.8962809493114329;Non-Woody
Cypripedium calceolus;Orchidaceae;1;1;722.5033333333334;NA;4.10278025254959;3.87615787149945;4.52869964461057;0.32316520350478256;Non-Woody
Cystopteris alpina;Aspleniaceae;1;1;NA;NA;2.8682101422573;2.21637372213384;6.20910522652535;0.17888543819998315;Non-Woody
Cystopteris fragilis;Aspleniaceae;3;3;2663.2999999999997;30.896553205818936;4.11756847499726;3.85973080634006;4.97743954836582;0.28117066259517454;Non-Woody
Cystopteris montana;Aspleniaceae;3;3;114.61666666666667;NA;3.84576151024346;2.35615970105846;3.43770965527904;0.25980762113533157;Non-Woody
Cytisus nigricans;Fabaceae;58;36;638.18;NA;2.63790340295271;4.79062556439694;6.11968642764173;NA;NA
Cytisus scoparius;Fabaceae;271;172;7761.97;30.20515554324104;3.26947452630579;4.34453916245412;7.37868696158982;2.060125875950229;Woody
Dactylis glomerata;Poaceae;258;162;12022.773333333333;22.457784296354664;6.13270995912346;4.45317200921016;6.79932817125128;0.32521112289968296;Non-Woody
Dactylorhiza incarnata;Orchidaceae;4;2;1511.2833333333335;NA;2.75980053190763;3.80815697419389;8.04642741061523;0.11725041491868296;Non-Woody
Dactylorhiza maculata;Orchidaceae;7;3;4688.676666666666;NA;2.88004929361503;3.45273572959377;6.70689419306732;0.36296780899037057;Non-Woody
Dactylorhiza majalis;Orchidaceae;3;3;5877.696666666666;NA;3.06592708391371;3.61788778155277;7.44681795366787;0.15165825077394168;Non-Woody
Dactylorhiza sambucina;Orchidaceae;3;2;116.58;NA;3.15621933006677;3.75160019248193;7.05731543253112;0.20597671439071177;Non-Woody
Danthonia alpina;Poaceae;1;1;NA;NA;2.8173884660795;4.80240040243295;8.36283265089171;0.3;Non-Woody
Danthonia decumbens;Poaceae;10;7;6129.306666666666;16.860708665438505;2.050935082733525;4.068707561214165;7.528655647923555;0.25697965868506506;Non-Woody
Daphne cneorum;Thymelaeaceae;8;4;120.70333333333332;NA;2.10254696539878;4.49207174173149;6.6527535220392;0.22894284851066635;Woody
Daphne laureola;Thymelaeaceae;9;1;13.803333333333333;23.543688306201915;3.90406590388105;5.28919637955509;3.78968622835088;0.26690616449674626;Woody
Daphne mezereum;Thymelaeaceae;16;10;4031.0833333333335;26.094427040068503;5.2895850770974;3.61303929839518;3.47674346634317;0.8095882153812665;Woody
Daphne striata;Thymelaeaceae;7;4;99.44333333333331;NA;1.97880839110629;1.35208684011953;7.11741206084379;0.08207716375910054;Woody
Daucus carota;Apiaceae;177;99;11061.546666666669;38.04951764594348;4.32285526886582;4.73712701815097;8.03704980317643;0.415751680834592;Non-Woody
Deschampsia cespitosa;Poaceae;143;98;11986.3;15.470227046192443;3.85766272006304;3.63946090700468;6.08720142380512;0.1396945861394296;Non-Woody
Deschampsia media;Poaceae;1;0;12.15;NA;2.9322085434737204;4.271431307871159;8.01198075396796;0.14142135623730953;Non-Woody
Deschampsia setacea;Poaceae;2;2;44.51333333333333;NA;1.44087361175988;4.49281241087867;7.88069837906834;0.20206200103110952;Non-Woody
Descurainia sophia;Brassicaceae;80;18;3947.3833333333337;46.93999999999999;6.4551502523579;4.72328311400031;7.5933460475364;0.47935634538568606;Non-Woody
Dianthus arenarius;Caryophyllaceae;10;6;18.87666666666667;25.800000000000004;1.61389247067145;4.14068485688912;7.91652464602972;0.2347626870109931;Non-Woody
Dianthus armeria;Caryophyllaceae;10;5;1646.1266666666668;19.749999999999996;3.27597836557329;4.81458113304224;6.4943930081052;0.14162297342276262;Non-Woody
Dianthus carthusianorum;Caryophyllaceae;48;17;4036.3266666666664;NA;2.40576444569542;4.22662700483601;7.84304436387901;0.2884499140614817;Non-Woody
Dianthus deltoides;Caryophyllaceae;14;8;5294.59;17.999999999999996;2.53767745547864;3.89448098966378;7.75539818034367;0.26403352103801797;Non-Woody
Dianthus gratianopolitanus;Caryophyllaceae;3;1;117.00666666666666;NA;1.67731781543184;4.84258435995781;8.40792756643304;0.13295739742362475;Non-Woody
Dianthus superbus;Caryophyllaceae;11;5;1123.8466666666666;18.358443572441963;2.82456936052578;3.82373724393269;6.94690423996054;0.3974153324629941;Non-Woody
Dianthus sylvestris;Caryophyllaceae;10;4;11.36;15.999999999999998;2.79135100557035;4.5256384597864;7.43171229203945;0.14158072449804984;Non-Woody
Dichoropetalum carvifolia;Apiaceae;6;5;244.55666666666664;NA;4.08850127970004;4.91862960615427;6.92824457985339;NA;NA
Dictamnus albus;Rutaceae;17;10;349.7166666666667;NA;3.019976188456477;4.96419637470998;6.187995764926773;0.7937005259840998;Non-Woody
Digitalis grandiflora;Plantaginaceae;25;16;971.1233333333332;21.6;5.33983168119257;3.7093326475262;5.87255737572734;0.6257324745675973;Non-Woody
Digitalis lutea;Plantaginaceae;9;5;174.2266666666667;17.956748022853073;4.96733052891261;4.53517138901269;5.54654001505546;0.5068368886467878;Non-Woody
Digitalis purpurea;Plantaginaceae;44;29;5574.34;37.8;6.0667068460613;4.29737946643257;6.33973770794846;0.5089745554442833;Non-Woody
Digitaria ischaemum;Poaceae;3;2;2754.5766666666664;11.340000000000002;3.64043824257984;4.75893819464134;7.48559546251179;0.1994757430841252;Non-Woody
Digitaria sanguinalis;Poaceae;11;7;1985.3033333333333;16.37753870550424;5.658927175971884;5.595472616743905;7.44850845739946;0.3391406836871652;Non-Woody
Dioscorea communis;Dioscoreaceae;7;5;82.43666666666667;NA;5.49021403641982;5.55010242102324;5.54180836077182;0.9140492273670496;Non-Woody
Dipsacus fullonum;Caprifoliaceae;39;17;5080.626666666666;NA;6.53835574205339;4.8465122351891;8.19289386698608;NA;Non-Woody
Dipsacus laciniatus;Caprifoliaceae;15;8;135.17333333333332;NA;6.25457979779395;5.4483295974992;7.5863077002384;1.044008681704849;Non-Woody
Dipsacus pilosus;Caprifoliaceae;8;8;934.52;NA;6.75410907676773;4.78905012339655;6.39334376280844;1.0733272762969668;Non-Woody
Doronicum austriacum;Asteraceae;22;19;82.59333333333332;NA;7.5025209275308;2.6372187779039;4.68189799325364;0.6694329500821695;Non-Woody
Doronicum columnae;Asteraceae;5;5;10.126666666666669;NA;7.09790511752134;2.23616151973312;6.35673407750805;0.2884499140614817;Non-Woody
Doronicum glaciale;Asteraceae;5;5;7.553333333333332;NA;2.64839447695322;0.471736326039821;7.74271589910654;0.06585920398950035;Non-Woody
Doronicum grandiflorum;Asteraceae;15;13;69.20333333333333;NA;2.1864212335049;2.145830971919965;8.208954313697054;0.15589523526439458;Non-Woody
Doronicum pardalianches;Asteraceae;11;8;243.50333333333333;NA;6.55576735596017;4.48223498823595;3.50038262616677;0.7400828044922853;Non-Woody
Draba aizoides;Brassicaceae;8;5;124.85333333333334;NA;1.9153640317918;2.59038478252004;8.31222027844989;0.01240491026445375;Non-Woody
Draba dubia;Brassicaceae;1;1;10.176666666666668;NA;1.33927257359202;0.616965182518892;8.80297165454354;0.02449489742783178;Non-Woody
Draba fladnizensis;Brassicaceae;2;2;9.503333333333332;NA;1.3278742436582;0.46510953475371;8.90031840112624;0.01414213562373095;Non-Woody
Draba incana;Brassicaceae;9;7;NA;NA;3.19339903332948;1.9466910383940501;8.0580582896297;NA;Non-Woody
Draba muralis;Brassicaceae;3;1;302.9766666666667;NA;4.16575981115952;5.17590523349028;7.02862454612792;0.13774493079968597;Non-Woody
Draba sauteri;Brassicaceae;1;1;7.083333333333333;NA;2.19044653539925;0.89151882536376;7.87903328343187;0.02420655060243177;Non-Woody
Draba siliquosa;Brassicaceae;2;2;13.933333333333332;NA;1.58143282789397;1.07058936872887;8.1506403622795;0.02449489742783178;Non-Woody
Draba verna;Brassicaceae;17;11;8333;NA;2.94539561913625;4.81553493416451;7.80963148337355;0.05808655568323961;NA
Dracocephalum ruyschiana;Lamiaceae;6;3;NA;NA;2.37760867042349;3.3167785010305;6.8096563730529;0.22091532741093545;Non-Woody
Drosera anglica;Droseraceae;1;1;334.28333333333336;NA;1.63381815411383;3.15213660341053;7.9598126194273;0.25;Non-Woody
Drosera intermedia;Droseraceae;1;0;1341.8833333333334;NA;1.39736981750531;3.9828511163163;8.48971417336597;0.06513555624326307;Non-Woody
Drosera rotundifolia;Droseraceae;4;3;3213.06;12.341335918496968;0.860182950023766;3.37848785228806;7.90467257071198;0.07962143411069945;Non-Woody
Dryas octopetala;Rosaceae;53;45;226.30666666666664;17.628146901559703;3.19763029787619;1.47207609987467;8.65454725967038;0.03296961992749715;Woody
Drymocallis rupestris;Rosaceae;6;5;112.85333333333334;NA;2.67625269083627;4.557664920207985;7.950473619055345;0.5;Non-Woody
Dryopteris carthusiana;Polypodiaceae;13;13;11214.016666666668;24.328812190760615;3.50432205797899;3.66086586635062;4.07423850713214;0.48205705136679106;Non-Woody
Dryopteris dilatata;Polypodiaceae;12;9;NA;22.03113857249802;6.3935991899962;3.71228167605101;3.17566610069091;0.7168049268431441;Non-Woody
Dryopteris expansa;Polypodiaceae;2;2;NA;29.460850717055667;3.52850876050205;3.16861273970234;4.33925819733927;0.9797958971132712;Non-Woody
Dryopteris cristata;Polypodiaceae;2;2;962.2333333333336;NA;4.63276515585145;3.85617375116218;4.22919348428031;0.6054800208070182;Non-Woody
Dryopteris affinis;Polypodiaceae;5;3;NA;19.999999999999996;5.18782337864523;3.94369448113733;2.60636240516628;1.3679807573413576;NA
Dryopteris filix-mas;Polypodiaceae;30;29;10940.63;21.419617176784456;5.76424933049655;3.91840085229444;2.95029741190573;0.7418180870089406;Non-Woody
Dryopteris villarii;Polypodiaceae;1;1;68.29666666666667;NA;2.92688884316567;1.13053478806081;8.95235896988354;0.25980762113533157;NA
Echinochloa crus-galli;Poaceae;37;21;6017.496666666666;17.324964646428576;7.81944419939824;5.41866242745892;6.61267490275809;0.7726677524286999;Non-Woody
Echium vulgare;Boraginaceae;120;65;8182.736666666667;18.087172865948375;4.11168891002439;4.61272850483472;8.71019346394725;0.1971892920784334;Non-Woody
Elatine hexandra;Elatinaceae;2;1;166.52;NA;4.10641575870335;4.64576970814496;7.97564529893185;0.04898979485566358;Non-Woody
Eleocharis acicularis;Cyperaceae;2;1;1428.4866666666665;NA;2.99502092322659;4.13709057514726;7.07354818808346;0.08325532074018731;Non-Woody
Eleocharis multicaulis;Cyperaceae;1;0;272.74333333333334;NA;1.90678565294073;4.920038835812;8.0069490202155;0.32316520350478256;Non-Woody
Eleocharis ovata;Cyperaceae;2;1;339.24666666666667;NA;5.28484659357225;4.78262589306071;8.06553333136977;0.19168293127388175;Non-Woody
Eleocharis mamillata;Cyperaceae;1;0;NA;NA;3.63606361444334;3.74253030110414;7.59238673257122;0.24022488679628629;Non-Woody
Eleocharis palustris;Cyperaceae;28;12;8719.893333333333;19.09483244976387;4.43386400685641;4.01833718637292;7.82600157028144;0.5077556391987408;Non-Woody
Eleocharis uniglumis;Cyperaceae;3;3;NA;NA;4.78573460607801;4.30366945976514;7.57110976304821;0.23784142300054423;Non-Woody
Eleocharis parvula;Cyperaceae;2;0;21.58666666666667;NA;4.4528286574867;4.32275326881885;7.29557922150837;0.03999999999999999;Non-Woody
Eleocharis quinqueflora;Cyperaceae;5;2;488.7466666666666;NA;2.47354840449317;3.85149045073701;7.92252806421617;0.13915788418568703;Non-Woody
Elymus caninus;Poaceae;29;24;3707.273333333333;37.99999999999999;7.87359672617893;4.04891630781221;5.12122923538287;0.9736026669597626;Non-Woody
Elymus repens;Poaceae;220;138;11796.443333333336;23.15028086778653;7.17496752684497;4.19045954462137;7.25242683710547;0.6095342265333675;Non-Woody
Empetrum nigrum;Ericaceae;24;19;NA;10.997558039770327;1.88440670435121;2.99832366864831;6.82760531552799;0.08151122280206995;Woody
Epilobium alpestre;Onagraceae;8;8;132.21666666666667;NA;7.68159878870204;2.19538875531609;6.73510181391357;0.6694329500821695;Non-Woody
Epilobium alsinifolium;Onagraceae;9;9;111.89666666666668;25.74;4.25289751266213;1.72481506340804;7.60703152831108;0.21897595699439448;Non-Woody
Epilobium anagallidifolium;Onagraceae;9;8;60.593333333333334;NA;3.30799037620077;1.38546246557405;7.80583832377474;0.10626585691826113;Non-Woody
Epilobium angustifolium;Onagraceae;84;67;11007.946666666665;28.99499084957848;7.10096018890568;3.43594752021621;7.24668954360837;0.25934819237024553;Non-Woody
Epilobium collinum;Onagraceae;10;9;621.4733333333334;NA;3.51230759027189;3.55472737067182;7.53198398669249;0.25198420997897464;Non-Woody
Epilobium dodonaei;Onagraceae;11;9;149.32000000000002;NA;2.82117369248415;4.55259082200878;8.64290661217457;0.61622401477490385;Non-Woody
Epilobium duriaei;Onagraceae;1;1;NA;NA;4.82689038094555;2.36089216692303;6.64957537458436;NA;Non-Woody
Epilobium fleischeri;Onagraceae;6;5;9.086666666666666;NA;2.683717048847;2.25894799527949;9.50240249286256;0.16479183595515046;Non-Woody
Epilobium hirsutum;Onagraceae;65;51;11072.143333333332;31.51474304174185;7.55644483264788;4.4272438541235;6.90532578765309;1.3546270368917432;Non-Woody
Epilobium lanceolatum;Onagraceae;8;5;409.1266666666667;NA;3.9365444154954;5.47604218040826;7.13561063533453;0.5045378491522287;Non-Woody
Epilobium montanum;Onagraceae;30;25;7905.96;NA;5.8474704776084;3.87756840582105;4.20880412948823;0.4876031973957156;Non-Woody
Epilobium nutans;Onagraceae;2;2;33.68333333333333;NA;3.54247102405454;2.02684019848511;8.67542858327925;0.12599210498948732;Non-Woody
Epilobium obscurum;Onagraceae;12;9;2121.776666666666;NA;4.64501657441765;4.0507475146892;6.55157766759129;0.8323582900575635;Non-Woody
Epilobium palustre;Onagraceae;36;27;6585.639999999999;15.340338979305509;3.11517340681961;3.48752317026171;7.04364756126563;0.3724840523500518;Non-Woody
Epilobium parviflorum;Onagraceae;27;23;7281.4;24.81;6.071674259381;4.31870888270814;7.15281234137408;0.6160140576482046;Non-Woody
Epilobium roseum;Onagraceae;19;17;3714.4133333333334;NA;7.96612600612676;4.54403760433379;6.49579249245427;0.6344227580643386;Non-Woody
Epilobium tetragonum;Onagraceae;17;14;3522.2166666666667;NA;5.66096028980909;4.74653379795436;6.58955215578057;0.6447245882318696;Non-Woody
Epipactis atrorubens;Orchidaceae;2;1;1898.52;32.600833992703414;2.54329333296463;4.14261334486172;5.76131070811093;0.34086580994024984;Non-Woody
Epipactis helleborine;Orchidaceae;7;6;6514.656666666667;34.32843111659166;4.74368335868193;3.95247117094005;3.34095777297782;0.23998805317964628;Non-Woody
Epipactis palustris;Orchidaceae;2;2;1994.38;NA;2.61911151658996;3.99281760175236;7.57025640435269;0.39842826037302553;Non-Woody
Epipactis purpurata;Orchidaceae;2;1;989.0266666666668;NA;5.23107134122606;4.39875270851825;1.60331944685049;0.2449489742783178;Non-Woody
Equisetum arvense;Equisetaceae;22;14;11473.48;18.846119442309664;4.29900012898175;4.13023523121992;6.28667273475172;0.1696525233979991;Non-Woody
Equisetum fluviatile;Equisetaceae;12;6;8276.066666666666;14.261168612792284;5.03637293077402;3.39123116073428;7.48064033025018;1.0779123358892526;Non-Woody
Equisetum hyemale;Equisetaceae;3;3;1745.07;15.845110838432012;6.28793945352098;3.69173699499953;4.64126081627992;0.45966962302698794;Non-Woody
Equisetum palustre;Equisetaceae;19;13;10246.433333333334;29.1354476447594;3.26917377844591;3.40657007745239;6.78090265847986;0.3872983346207417;Non-Woody
Equisetum pratense;Equisetaceae;7;4;672.19;NA;3.70741111612815;2.87553658995482;4.91498203871201;0.2381811255179523;Non-Woody
Equisetum ramosissimum;Equisetaceae;2;1;139.67;14.5;2.55613215407923;5.11097361000349;7.78009638483807;0.8711754349385725;Non-Woody
Equisetum sylvaticum;Equisetaceae;9;6;5510.986666666667;22.328060725579025;4.18386081203599;2.99463815741184;2.9418252565216;0.17684268814051693;Non-Woody
Equisetum telmateia;Equisetaceae;1;0;1618.5566666666666;NA;5.50247426904236;4.50303214628339;5.36251791179234;1.3961944237683348;Non-Woody
Erica carnea;Ericaceae;29;14;429.56333333333333;11.195981421920994;2.09328273471862;3.1149465941761;6.49999594364068;0.12386664348957298;NA
Erica cinerea;Ericaceae;25;17;5.316666666666666;11.309192372882087;1.05569998161307;4.78704655059042;7.68910444833438;0.4368772899576474;Woody
Erica tetralix;Ericaceae;46;26;2341.3033333333337;11.351545438787271;1.63357038085127;3.92196502693427;7.65327659364852;0.3747993862063303;Woody
Erigeron acris;Asteraceae;30;22;4521.136666666666;NA;3.24528380942638;3.90666715171449;8.7870633865801;0.4342219659446359;Non-Woody
Erigeron alpinus;Asteraceae;4;3;32.343333333333334;25.447810595923745;3.06418463387504;1.26424100101773;7.78954513740474;0.07338064265600029;Non-Woody
Erigeron atticus;Asteraceae;1;1;8.91;NA;3.56909025319334;1.36874551771067;8.81378588651629;0.33166247903554;Non-Woody
Erigeron glabratus;Asteraceae;2;2;143.36666666666667;NA;3.64171409061521;0.84650822670644;9.39294843852248;NA;NA
Erigeron schleicheri;Asteraceae;1;1;NA;NA;2.17310693965502;1.13053478806081;7.11955707132825;0.11180339887498952;NA
Erigeron uniflorus;Asteraceae;6;4;44.080000000000005;33.04999999999999;2.5670402879063;0.851061576495237;9.29866252318483;0.01826529370785031;Non-Woody
Eriophorum angustifolium;Cyperaceae;27;22;5733.929999999999;27.94378089331976;2.45493378985286;3.11733180706837;7.88848971815816;0.2237166928624478;Non-Woody
Eriophorum gracile;Cyperaceae;2;0;65.26666666666667;NA;1.98501389820873;3.4500082984006;8.00282909623105;0.5;Non-Woody
Eriophorum latifolium;Cyperaceae;8;6;1346.9166666666667;NA;2.67594439502918;3.79686370697605;7.9378627682528;0.4895914748698736;Non-Woody
Eriophorum scheuchzeri;Cyperaceae;1;0;36.76;NA;2.17436786445793;1.03540483498249;8.79331826316622;0.1084510427041825;Non-Woody
Eriophorum vaginatum;Cyperaceae;23;18;2715.8533333333335;18.3928652483914;1.19099338088332;2.9991676030906;7.18972926859102;0.1485691203121336;Non-Woody
Erodium cicutarium;Geraniaceae;48;26;7712.483333333334;26.21818417781215;4.79132428285073;4.5331654705764;8.06060870625091;0.24459369859491825;Non-Woody
Erucastrum gallicum;Brassicaceae;13;8;517.9366666666666;NA;4.6166329325907;4.97854945693649;8.16476711544981;0.171807498285953;Non-Woody
