plant_species;family;number_herb;number_herb_leaf;AOO;mean_N_per_LDM;EIV-N;EIV-T;EIV-L;plant_height;Woodiness
Abies alba;Pinaceae;213;90;2558.34;12.214211881804752;4.89670025203823;3.68221723622716;3.04121397555945;44.97240611201637;Woody
Acer campestre;Sapindaceae;249;166;8592.960000000001;21.52198575757597;5.79099281662;4.98177019848305;5.0465312707016;12.059729358496382;Woody
Acer monspessulanum;Sapindaceae;72;55;151.98666666666665;19.461907844829163;3.69667193970185;6.08609801798973;5.66638712456507;9.217931315591551;Woody
Acer opalus;Sapindaceae;29;21;NA;32.70000000000001;5.72867451689054;6.16658913669624;5.3725272078136;15.243982444638442;Woody
Acer platanoides;Sapindaceae;149;93;9983.303333333335;19.946874774616603;5.65616877788922;4.41239720014038;3.87198680913025;24.16898877317455;Woody
Acer pseudoplatanus;Sapindaceae;227;158;11859.766666666668;23.434435928282216;6.89185037193308;4.16247910194677;3.79887637416296;4.348172902805738;Woody
Achillea atrata;Asteraceae;4;3;NA;NA;2.9992995724678;0.650689731319742;9.60192199429004;0.1095445115010332;Non-Woody
Achillea clavennae;Asteraceae;12;11;NA;NA;2.9992995724678;1.43722669825003;9.10339493206741;0.1095445115010332;Non-Woody
Achillea macrophylla;Asteraceae;5;4;26.070000000000004;NA;8.15533417750195;1.16867016855968;5.91510390702271;0.447213595499958;Non-Woody
Achillea millefolium;Asteraceae;281;155;12020.836666666668;22.450143617728493;5.04002558596414;3.43472725236906;7.35811652220894;0.13498715352205223;Non-Woody
Achillea pannonica;Asteraceae;8;6;NA;NA;2.76208309173757;5.26257629421336;7.74458814038706;NA;NA
Achillea roseoalba;Asteraceae;2;2;NA;NA;6.02730548906452;4.70476198780018;7.74271589910654;NA;NA
Achillea setacea;Asteraceae;14;8;NA;NA;2.306932189931885;4.915207157713175;8.52430738335531;NA;Non-Woody
Achillea nobilis;Asteraceae;22;12;311.5233333333333;NA;1.62229454147252;5.20862256097106;7.95815495370525;0.4160167646103808;Non-Woody
Achillea ptarmica;Asteraceae;59;33;8621.023333333333;55.44141983552408;3.31611710808362;4.08866978933635;7.51951595926092;0.7085167717989782;Non-Woody
Achillea salicifolia;Asteraceae;10;4;NA;NA;6.32434469537814;3.91002245452488;7.19686344770368;0.406201920231798;Non-Woody
Achnatherum calamagrostis;Poaceae;10;9;87.00666666666666;NA;2.29414466710948;3.861513021606759;8.83701077547262;0.32069693172986885;NA
Aconitum lycoctonum;Ranunculaceae;16;14;1563.7266666666667;NA;7.3519441209189;2.84440505935394;3.98365687530377;1.224744871391589;Non-Woody
Aconitum napellus;Ranunculaceae;21;15;695.12;NA;7.53451452972557;2.90731372140679;6.48106966241947;1.0007938232987688;Non-Woody
Aconitum plicatum;Ranunculaceae;3;2;NA;NA;6.59693816172004;2.31043696856087;6.23439110515083;1.5;Non-Woody
Aconitum tauricum;Ranunculaceae;4;4;NA;NA;6.83111148134201;1.82915214907612;7.30258742169461;NA;Non-Woody
Aconitum degenii;Ranunculaceae;4;4;23.80666666666667;NA;7.41512823089592;1.75324531919724;5.22192387088781;NA;Non-Woody
Aconitum variegatum;Ranunculaceae;15;10;480.7533333333334;NA;7.17476141836866;3.26897737134487;4.89180990383714;1.4070888341971637;Non-Woody
Actaea spicata;Ranunculaceae;16;13;3108.83;23.002826666888897;7.05012538193574;3.5958652300955;2.13535596928178;0.33242791012068934;Non-Woody
Adenophora liliifolia;Campanulaceae;4;2;7.293333333333333;NA;4.30689089817846;4.72535921391139;5.73506725316705;0.5013297934964585;Non-Woody
Adenostyles alliariae;Asteraceae;31;29;389.33;24.963030000000003;7.85193400429651;2.05001924017252;5.24302816927724;0.7147810035294108;Non-Woody
Adenostyles alpina;Asteraceae;18;15;NA;26.043356607934484;5.33728072900162;1.6577405036826;5.22328869703902;0.38154945538445856;Non-Woody
Adonis aestivalis;Ranunculaceae;7;5;23.166666666666668;NA;3.77750727294891;5.15380754177891;6.55114073649741;0.4053600464421103;Non-Woody
Adonis flammea;Ranunculaceae;3;2;NA;NA;3.34373576061343;5.13863657342734;6.37212201046738;0.3872983346207417;Non-Woody
Adonis vernalis;Ranunculaceae;9;5;244.16333333333333;28.1;2.35652188024142;5.20291843673168;7.36526562675656;0.2892507608519078;Non-Woody
Adoxa moschatellina;Viburnaceae;12;12;4904.61;37.24244889907214;7.4267180845286;3.84135710052245;3.51775429321735;0.1128180927925918;Non-Woody
Aegopodium podagraria;Apiaceae;76;58;11981.036666666669;28.466228429765817;7.92410414034594;3.94762838231401;4.1035858872099;0.49038654634930934;Non-Woody
Aethionema saxatile;Brassicaceae;4;2;24.493333333333336;NA;2.04953656657018;4.60731664968846;8.50808645100531;0.08660254037844389;Non-Woody
Aethusa cynapium;Apiaceae;10;5;7345.296666666666;NA;6.75620303073455;4.17093459756256;5.76742335607851;0.6308684291059808;Non-Woody
Agrimonia eupatoria;Rosaceae;42;36;8627.69;15.542288273401208;4.5216331761683;4.687923070927;6.73404744270638;0.5785089002203639;Non-Woody
Agrimonia procera;Rosaceae;9;8;1519.9766666666667;NA;5.06549166263238;4.40063079976805;5.30925276651225;1.2123093028059742;Non-Woody
Agrostemma githago;Caryophyllaceae;11;8;487.6666666666667;NA;5.25518061593448;4.63483252911475;7.47419339316148;0.7018930806390866;Non-Woody
Agrostis canina;Poaceae;28;20;NA;18.760910297041157;2.00908643594992;3.68091639654792;7.67189925091864;0.43387614127786167;Non-Woody
Agrostis vinealis;Poaceae;6;6;NA;28.1731418380227;2.614355898379965;4.158573575274955;7.621840884998525;0.2836909421119567;Non-Woody
Agrostis capillaris;Poaceae;123;80;11849.123333333331;21.875405466590855;4.3263862633824655;3.058902259634915;7.47064130132507;0.22420812091036008;Non-Woody
Agrostis rupestris;Poaceae;6;4;95.61;NA;1.25213699602038;0.950119370555081;8.07273727069003;0.0316227766016838;Non-Woody
Agrostis schraderiana;Poaceae;5;4;63.26666666666667;NA;4.95659884573766;1.18279441611979;7.32215485983772;NA;NA
Agrostis gigantea;Poaceae;25;17;NA;27.35;6.10073492705946;3.96142550249274;6.71349353917544;0.9053944773130432;Non-Woody
Agrostis stolonifera;Poaceae;73;53;11955.283333333336;29.3484628544909;5.45990192746772;4.5335324184459;7.883018295512;0.2646249064358001;Non-Woody
Aira caryophyllea;Poaceae;7;6;2113.1066666666666;5.2;1.82508862740994;4.68265970621453;8.86241138938885;0.16465382905797218;Non-Woody
Aira praecox;Poaceae;6;3;2558.4133333333334;NA;1.42540545595419;4.80655490424715;8.82917877543298;0.11582921852882692;Non-Woody
Ajuga chamaepitys;Lamiaceae;5;3;228.01333333333332;NA;3.04678467074487;5.86191775970458;7.43777475113887;0.12247448713915889;Non-Woody
Ajuga genevensis;Lamiaceae;10;8;2693.6766666666663;NA;3.01886801828439;4.45251555203307;7.12657260469909;0.20850450891663783;Non-Woody
Ajuga pyramidalis;Lamiaceae;2;1;93.13;NA;1.59595798050559;2.91900720088564;6.95084502898654;0.1884050920187607;Non-Woody
Ajuga reptans;Lamiaceae;27;22;10465.913333333334;21.418880819334333;5.73333786224315;4.06353262265811;5.28633446377734;0.07385744953094914;Non-Woody
Alchemilla alpina;Rosaceae;12;12;NA;20.535274702489225;2.13426610456851;1.29700315616643;8.43582325802429;0.09818484819530164;Non-Woody
Alchemilla alpigena;Rosaceae;1;1;NA;NA;3.78680734650371;1.77541152821937;8.04193474588079;NA;Non-Woody
Alchemilla hoppeana;Rosaceae;3;3;NA;NA;3.41779449550567;1.80488373843255;8.28704753511518;NA;Non-Woody
Alchemilla nitida;Rosaceae;3;3;NA;NA;2.75789898406103;1.78836442757591;8.50459629169579;NA;Non-Woody
Alchemilla pallens;Rosaceae;1;1;NA;NA;3.80540739069581;1.52883688155997;7.11741206084379;NA;Non-Woody
Alchemilla fissa;Rosaceae;4;4;88.55666666666667;NA;3.34791531241522;1.04650844446677;8.10224241047347;0.15536162529769296;Non-Woody
Alchemilla othmarii;Rosaceae;1;1;NA;NA;3.56090511545601;2.23832192152887;7.15623165610784;NA;Non-Woody
Alchemilla colorata;Rosaceae;1;1;NA;NA;2.73669601771617;1.4595426533901;8.33540829495626;NA;Non-Woody
Alchemilla flabellata;Rosaceae;2;2;NA;NA;2.55198113023883;1.47316685771282;8.19554767568474;0.25;Non-Woody
Alchemilla glaucescens;Rosaceae;2;2;NA;17.8;3.35502809543442;3.06707537921134;7.60840260228138;0.25;Non-Woody
Alchemilla plicata;Rosaceae;1;1;NA;NA;5.1305300831779;2.72974923322053;6.19109555050446;0.25;Non-Woody
Alchemilla splendens;Rosaceae;1;1;NA;24.370000000000005;2.02154673600602;1.00918050438149;7.91160514217412;0.109;Non-Woody
Alchemilla connivens;Rosaceae;1;1;NA;NA;3.81031640189909;2.33385050099112;7.27958048117114;NA;Non-Woody
Alchemilla coriacea;Rosaceae;1;1;NA;NA;3.4016615478305;2.32418990242977;6.83702210382506;NA;Non-Woody
Alchemilla crinita;Rosaceae;2;2;NA;NA;5.83607519370913;2.46833688793399;6.96865746042514;0.25;Non-Woody
Alchemilla filicaulis;Rosaceae;1;1;NA;NA;3.50255128268719;2.12840535535177;6.76156024975797;0.27386127875258304;Non-Woody
Alchemilla glabra;Rosaceae;6;6;NA;NA;5.37097683997275;2.8047788484048;5.81889601025222;0.19309787692112595;Non-Woody
Alchemilla glomerulans;Rosaceae;3;3;NA;NA;4.71946471588365;1.74636724009333;7.25972776109891;NA;Non-Woody
Alchemilla micans;Rosaceae;1;1;NA;NA;5.67179366234788;2.78367096798862;6.88163790772255;0.45825756949558394;Non-Woody
Alchemilla monticola;Rosaceae;4;4;NA;25.100000000000005;5.19663713335649;3.01231528759293;6.48309971457056;0.15243982444638443;Non-Woody
Alchemilla propinqua;Rosaceae;1;1;NA;NA;6.26022718617504;2.64183720235546;6.67064171130516;0.3;Non-Woody
Alchemilla subcrenata;Rosaceae;4;4;NA;NA;6.15408513766029;2.76462206433745;6.62024671675538;0.447213595499958;Non-Woody
Alchemilla tenuis;Rosaceae;1;1;NA;NA;4.44866926866776;2.52450266388098;6.86881035004345;NA;Non-Woody
Alchemilla vulgaris;Rosaceae;22;19;5882.213333333333;32.07027206316003;6.47350031942289;2.87517049106739;6.24753631818126;0.05794087095742985;NA
Alchemilla xanthochlora;Rosaceae;8;8;NA;28.54193713527961;5.24052066059735;3.00533731014123;5.96876735052405;0.18457473409308545;Non-Woody
Alisma gramineum;Alismataceae;3;3;NA;NA;5.44211235166731;5.05298645203111;7.14753973515165;0.3914867641168864;Non-Woody
Alisma lanceolatum;Alismataceae;3;3;NA;NA;5.96704793658175;5.0729309668973;7.05156258186122;0.5180040128222704;Non-Woody
Alisma plantago-aquatica;Alismataceae;20;13;9093.313333333334;NA;7.17382234494773;4.32499294707085;6.83425773951249;NA;Non-Woody
Alliaria petiolata;Brassicaceae;74;46;10071.306666666664;42.445279124976906;8.59797627727557;4.4335955171257;4.36549943662831;0.5036269964912325;Non-Woody
Allium angulosum;Amaryllidaceae;4;3;511.85666666666674;NA;3.35970878854616;4.54697131808916;7.73394959876053;0.27256808892482093;Non-Woody
Allium carinatum;Amaryllidaceae;4;4;642.9566666666667;NA;2.97070052933907;4.39111120152259;7.98574364157762;0.34641016151377546;Non-Woody
Allium cirrhosum;Amaryllidaceae;1;1;NA;NA;1.88494287080172;5.05440233438246;8.47030730211351;NA;NA
Allium lusitanicum;Amaryllidaceae;5;3;NA;NA;2.50532310580618;4.33976509805054;8.41119578044823;NA;Non-Woody
Allium oleraceum;Amaryllidaceae;9;7;3824.193333333333;NA;4.430037795591;4.46802067431159;6.40461288841233;0.4053600464421103;Non-Woody
Allium rotundum;Amaryllidaceae;4;4;NA;NA;4.53030701929748;5.4821534359665;7.72252535118199;0.28284271247461906;Non-Woody
Allium schoenoprasum;Amaryllidaceae;21;19;1010.9066666666668;27.500545449136084;3.15222149127031;2.97113656843095;7.45858837527079;0.3310470564903758;Non-Woody
Allium scorodoprasum;Amaryllidaceae;9;9;1700.09;NA;6.8182944730184;4.67723817512185;5.90128726905717;0.7274271525128259;Non-Woody
Allium sphaerocephalon;Amaryllidaceae;11;6;213.85;NA;2.37229442803614;5.76934590080288;8.78647564472383;0.4613600340649881;Non-Woody
Allium strictum;Amaryllidaceae;3;2;NA;17.311049398000005;1.94055694164877;3.71874003328415;8.78317108529175;0.24662120743304705;Non-Woody
Allium ursinum;Amaryllidaceae;17;13;317.82666666666665;37.38719925959273;7.79541282721736;4.34900360488256;2.24762462288798;0.34086580994024984;Non-Woody
Allium victorialis;Amaryllidaceae;4;4;94.59333333333332;NA;5.04307740581241;2.61309364019317;6.65566754436044;0.32994933125416326;Non-Woody
Allium vineale;Amaryllidaceae;12;8;4213.076666666667;NA;6.11747695073842;4.98562664211861;6.0474475004595;0.4415299577131947;Non-Woody
Alnus glutinosa;Betulaceae;335;236;11940.853333333333;31.371057962538636;5.86983135207282;4.23347366525944;5.2239689313998;18.055838859723924;Woody
Alnus incana;Betulaceae;180;147;5672.4766666666665;31.664886884828068;5.57793091879195;2.96783094677317;5.74469651071826;11.782631876981505;Woody
Alopecurus aequalis;Poaceae;10;7;3253.4500000000003;NA;8.12964007165584;3.65823751188812;8.19445062378554;0.20597671439071177;Non-Woody
Alopecurus arundinaceus;Poaceae;12;9;NA;NA;6.24169364130246;4.4003823147702;7.71663903080734;0.6774413650956902;Non-Woody
Alopecurus bulbosus;Poaceae;1;1;20.73;NA;6.41445286043732;5.05495681398945;8.09857043587158;0.327106631018859;Non-Woody
Alopecurus geniculatus;Poaceae;25;16;7587.223333333334;NA;7.04181362188447;4.28440902484136;8.12016642992787;0.19185706293646143;Non-Woody
Alopecurus myosuroides;Poaceae;26;12;3449.4666666666667;NA;6.39723888610618;5.06416014896686;6.87352592223377;0.4600653267582413;Non-Woody
Alopecurus pratensis;Poaceae;118;71;11830.56;20.408321249837087;6.94863454777701;3.97227268788509;6.61065160012315;0.20642508484052363;Non-Woody
Alopecurus rendlei;Poaceae;2;2;NA;NA;5.91549581594248;5.96268827352174;7.96615703881628;0.223606797749979;Non-Woody
Althaea officinalis;Malvaceae;39;17;225.03999999999996;NA;5.82968925101798;5.5136152920775;7.12172302408832;1.130523995432405;Non-Woody
Alyssum alyssoides;Brassicaceae;21;7;1306.2933333333333;NA;1.82279152398415;4.73394023622965;8.66301836518992;0.2080083823051904;Non-Woody
Alyssum montanum;Brassicaceae;24;10;200.35333333333332;NA;1.251195606769304;4.9228203034711395;9.066031512219816;0.12805791649874945;Non-Woody
Amaranthus blitum;Amaranthaceae;6;5;822.2533333333334;NA;8.32778665937174;5.76950229170646;7.9401984441753;0.4702669375441515;Non-Woody
Anarrhinum bellidifolium;Plantaginaceae;3;0;12.263333333333334;NA;2.93325005185781;5.82981872311462;8.12690979575729;0.4602582041257944;Non-Woody
Anchusa arvensis;Boraginaceae;22;8;5174.073333333334;NA;5.42843827525784;4.59729658110618;7.40904363590238;0.3863770921154731;Non-Woody
Anchusa officinalis;Boraginaceae;45;19;1803.6233333333332;NA;5.42329859529236;5.20252686221316;8.60872435151946;0.2718018766713054;Non-Woody
Andromeda polifolia;Ericaceae;18;16;1700.08;14.327471391758005;0.745115157220673;2.94350141853316;8.34238811557568;0.210257884474482;Woody
Androsace chamaejasme;Primulaceae;3;3;82.59333333333333;NA;2.39228029836517;1.42817484408794;8.62766762660151;NA;Non-Woody
Androsace elongata;Primulaceae;1;1;43.24333333333333;NA;2.4085162145973;4.90839518819854;8.60607213503111;0.02714417616594907;Non-Woody
Androsace helvetica;Primulaceae;1;1;41.23333333333333;NA;1.72802476346339;0.82360347896212;9.48841440209898;0.02236067977499789;Non-Woody
Androsace lactea;Primulaceae;1;1;57.370000000000005;NA;2.83221698823472;2.13535810882683;7.84475297787961;0.0316227766016838;Non-Woody
Androsace maxima;Primulaceae;1;0;NA;NA;4.06212581691097;5.64600551927833;7.79725941811379;0.03107232505953859;Non-Woody
Androsace obtusifolia;Primulaceae;2;2;NA;NA;1.36753063110705;0.639339754963325;8.36293683616033;0.02435131383044857;Non-Woody
Androsace septentrionalis;Primulaceae;1;1;10.856666666666667;19.120451340613215;2.81081252672449;4.2368729296879;8.01585443682596;0.02067168689969396;Non-Woody
Anemonastrum narcissiflorum;Ranunculaceae;11;11;117.62666666666668;NA;4.37046006286336;1.7975703816436;7.91042346649271;NA;NA
Angelica archangelica;Apiaceae;31;21;1749.5266666666666;30.89221483094796;8.53167883280319;3.55528004969088;6.7919211785423;1.800102871839254;Non-Woody
Angelica sylvestris;Apiaceae;89;50;11327.886666666667;29.701945543109733;5.70210103018835;3.96517279502672;6.08880674224023;0.8355178223324554;Non-Woody
Antennaria dioica;Asteraceae;15;10;1200.3833333333334;14.061879886368132;2.20546600210744;2.8597573843071;7.6769867177852;0.01717646496882643;Non-Woody
Anthemis arvensis;Asteraceae;38;15;3621.83;17.009999999999998;5.81862890862913;4.70299766785367;7.25706344807644;0.646152849665154;Non-Woody
Anthemis cotula;Asteraceae;34;12;1076.003333333333;NA;6.08629293110542;4.99294388452134;7.26820139279831;0.34086580994024984;Non-Woody
Anthericum liliago;Asparagaceae;3;0;884.1033333333335;NA;2.47377560007449;4.82538942009704;7.09732544009611;0.4600653267582413;Non-Woody
Anthericum ramosum;Asparagaceae;6;2;1734.4933333333336;NA;3.176175394267;4.43891339053307;6.54598372346212;0.26910248830033845;Non-Woody
Anthoxanthum nipponicum;Poaceae;2;1;NA;NA;3.08348150960061;1.72476134045445;7.23336598530228;NA;NA
Anthoxanthum odoratum;Poaceae;48;32;11521.816666666668;20.56408999780909;3.11732292149682;4.987697656099595;7.81026408281601;0.18000285317587686;Non-Woody
Anthriscus caucalis;Apiaceae;14;14;939.3266666666668;NA;7.02679426226718;5.07407149575204;7.00686887717776;0.49242980521049173;Non-Woody
Anthriscus cerefolium;Apiaceae;17;10;135.86333333333332;NA;8.62126497174455;5.33985185810072;5.85611726585334;0.49242980521049173;Non-Woody
Anthriscus nitida;Apiaceae;10;9;NA;NA;NA;NA;NA;0.739863622299141;Non-Woody
Anthriscus sylvestris;Apiaceae;77;48;11872.73;27.138479875091576;8.14914510451824;3.7744615600474;6.42881863207881;0.5203741803545106;Non-Woody
Anthyllis vulneraria;Fabaceae;82;46;4337.45;27.274865601868697;2.80427846231271;4.12825548771676;8.06299742364047;0.05552753216795542;Non-Woody
Antirrhinum majus;Plantaginaceae;41;28;461.18666666666667;NA;6.20969053914073;5.88750879370406;7.16971081379822;0.6214481195304993;Non-Woody
Apera spica-venti;Poaceae;22;17;8495.046666666667;NA;4.142585687461655;4.6325545965227;7.30316515112911;NA;Non-Woody
Apium graveolens;Apiaceae;39;28;196.9433333333333;NA;7.68920141042466;5.29233473891011;8.32862260806369;0.7565428747114508;Non-Woody
Aposeris foetida;Asteraceae;17;17;454.4166666666667;27.005587467349795;5.29691865977233;3.23526855234407;3.56586036777655;0.13103706971044485;Non-Woody
Aquilegia einseleana;Ranunculaceae;2;2;8.903333333333334;NA;3.20072620777804;2.28961295416988;7.2294513518346;0.08660254037844389;Non-Woody
Aquilegia atrata;Ranunculaceae;6;6;NA;NA;3.04319356981931;2.78142744187096;5.67290976998237;0.17651741676630317;Non-Woody
Aquilegia vulgaris;Ranunculaceae;32;25;3229.9500000000003;26.36421817539826;4.41371452709317;4.38092907956689;6.01767561459961;0.5634626494522514;Non-Woody
Arabidopsis arenosa;Brassicaceae;22;13;2523.5766666666664;NA;2.92338232793082;4.05532661735972;7.67762914727948;0.25148668593658713;Non-Woody
Arabidopsis halleri;Brassicaceae;8;5;428.8533333333333;NA;4.96143086902442;2.84492301538012;7.24477054258083;0.158113883008419;Non-Woody
Arabidopsis thaliana;Brassicaceae;30;17;8005.623333333333;49.18477024862038;4.01298407903798;4.51140980329274;6.98526716599008;0.145647531512197;Non-Woody
Arabis alpina;Brassicaceae;25;20;NA;NA;3.03280580765121;2.3190270899036;7.44823370380762;0.04168037185726209;Non-Woody
Arabis auriculata;Brassicaceae;6;3;70.10000000000001;NA;3.12019074861426;5.18762679335341;7.271914081706;0.21253171383652217;NA
Arabis stellulata;Brassicaceae;1;1;NA;NA;2.19044653539925;0.89151882536376;8.71223946110226;NA;Non-Woody
Arabis caerulea;Brassicaceae;2;2;33.24666666666667;NA;3.80300707095575;0.65813225794339;8.50835435265511;0.02232871377564792;Non-Woody
Arabis ciliata;Brassicaceae;5;4;164.48333333333332;NA;2.72997769251639;1.37409618275708;8.96398276948312;0.09486832980505136;Non-Woody
Arabis hirsuta;Brassicaceae;29;13;NA;21.977260975835907;3.3625570312898;3.99258051548796;6.96054030099266;0.5391929442632282;Non-Woody
Arabis sagittata;Brassicaceae;5;3;NA;NA;3.3716743029935;4.5279295019356;7.0958573107955;0.5732656753226201;Non-Woody
Arabis soyeri;Brassicaceae;1;1;85.38333333333333;NA;2.43097770739048;1.32346928903241;8.16941685568289;0.14142135623730953;Non-Woody
Arctium lappa;Asteraceae;75;37;6169.766666666666;29.030207767887077;9.07401763510955;4.54425799216056;7.66785515765473;1.2028464080611072;Non-Woody
Arctium minus;Asteraceae;38;26;6746.34;30.699999999999996;8.78610782865742;4.01848127010229;7.93974727390536;1.324541672778822;Non-Woody
Arctium nemorosum;Asteraceae;7;5;2160.3233333333333;NA;8.76521621860766;4.0679638685964;4.73827637719897;1.6046747265532313;Non-Woody
Arctium tomentosum;Asteraceae;24;16;3826.723333333334;36.52184397996603;9.36259142703122;4.00525980182288;7.6589467082007;1.136753013495799;Non-Woody
Arctostaphylos uva-ursi;Ericaceae;34;25;118.11333333333334;NA;1.82692354724768;2.72387861034094;6.22538359965666;NA;Woody
Arenaria ciliata;Caryophyllaceae;5;3;NA;NA;2.3096053321975;0.754470073019875;9.13795503795332;0.0547722557505166;Non-Woody
Arenaria serpyllifolia;Caryophyllaceae;49;11;9833.396666666667;10.000000000000002;4.47506219768216;4.22411755072817;8.15333739180967;0.2087521738509363;Non-Woody
Aristolochia clematitis;Aristolochiaceae;9;8;621.9899999999999;NA;7.75975247165386;5.35956755896313;6.1038966651226;0.6054800208070182;Non-Woody
Armeria arenaria;Plumbaginaceae;2;1;NA;NA;2.79095189889039;4.44729566708017;7.9481227507299;0.158113883008419;Non-Woody
Armeria maritima;Plumbaginaceae;23;13;3778.566666666667;19.59153111841979;3.42280867113479;3.86730155651373;8.10134348021673;0.2392398631659586;Non-Woody
Arnica montana;Asteraceae;16;11;2129.433333333333;16.50240121296441;2.20937268258829;3.19293260421072;8.4304557054486;0.14173177592719213;Non-Woody
Arnoseris minima;Asteraceae;5;4;1300.1666666666667;NA;2.97099863901132;4.75048145671991;7.45529455161236;0.09306048591020996;Non-Woody
Arrhenatherum elatius;Poaceae;138;100;11980.323333333334;27.865096619837882;6.88939528416676;4.28147022815983;7.6479641641583;0.27795850744396194;Non-Woody
Artemisia absinthium;Asteraceae;119;68;2925.28;22.1;7.35701788876031;4.6440073957692;8.7170503874222;1.021543747401728;Non-Woody
Artemisia campestris;Asteraceae;226;125;4326.22;20.12125815477025;2.94876046244199;4.92936232308747;8.68994682198917;0.7306804202932528;Non-Woody
Artemisia laciniata;Asteraceae;2;2;NA;NA;NA;NA;NA;0.15652475842498528;Non-Woody
Artemisia maritima;Asteraceae;54;35;441.4500000000001;15.364652382806568;6.65139859819247;4.70071531099255;8.98092494783491;0.4048064558084762;Woody
Artemisia rupestris;Asteraceae;4;3;NA;NA;2.67422852065556;4.37928747971565;8.73760986343809;0.16733200530681508;Non-Woody
Artemisia scoparia;Asteraceae;20;11;21.643333333333334;20.048505894939193;3.46931947896368;4.67799541782097;8.45113371086655;0.5241482788417793;Non-Woody
Artemisia vulgaris;Asteraceae;211;119;11548.893333333332;37.55401262604781;7.56276610289228;4.52780586759076;7.48116090504873;1.2660179300341354;Non-Woody
Arum cylindraceum;Araceae;1;1;NA;NA;7.76962466824827;4.83795452229705;3.85419492203866;0.3;Non-Woody
Arum maculatum;Araceae;7;6;NA;42.30957338475537;7.65320414363865;4.58655869310811;2.58314353565656;0.26718339650708683;NA
Aruncus dioicus;Rosaceae;15;14;1723.3433333333337;19.100000000000005;7.78216214419762;3.6617798531433;3.2073291923323;1.3290418252506462;Non-Woody
Asarum europaeum;Aristolochiaceae;7;7;2808.59;27.2909532415856;6.0657072613877;4.25758770930867;2.37645956652745;0.07937005259840997;Non-Woody
Asparagus officinalis;Asparagaceae;28;14;4168.846666666667;NA;4.57760835935289;5.18254599506866;6.91363226874494;1.003110457464633;Non-Woody
Asperugo procumbens;Boraginaceae;11;8;261.1566666666667;NA;8.74510168893475;4.53959366928814;7.14798722915137;0.4680694638641432;Non-Woody
Asperula arvensis;Rubiaceae;1;1;10.283333333333331;NA;4.20998288417057;5.84687378709658;7.07638925442733;0.28663283766131004;Non-Woody
Asperula tinctoria;Rubiaceae;9;5;270.18;NA;2.97929844465461;4.77009665951936;5.56196466340086;0.46260650091827415;Non-Woody
Asplenium adiantum-nigrum;Aspleniaceae;4;4;NA;NA;3.27867970379576;4.98916116956315;5.55001908144453;0.2951984506898146;Non-Woody
Asplenium ceterach;Aspleniaceae;4;4;248.6266666666667;NA;1.93233421096546;6.20352694371969;8.0420449745778;0.09515978740065267;NA
Asplenium ruta-muraria;Aspleniaceae;10;10;5224.483333333334;NA;2.34770714903908;4.08070761349217;7.41874493670952;0.06074810861136276;Non-Woody
Asplenium scolopendrium;Aspleniaceae;7;6;82.48333333333333;NA;5.1973122654171;4.26446139225047;2.7306693033091;0.39663752624470966;Non-Woody
Asplenium septentrionale;Aspleniaceae;4;4;919.1166666666668;NA;2.02030760653212;3.62248663892325;7.82798586299512;0.07443158659392335;Non-Woody
Asplenium trichomanes;Aspleniaceae;8;8;3426.633333333333;31.199999999999996;3.19532325172397;4.27559416652092;4.94618804184238;0.13152506944307685;Non-Woody
Aster alpinus;Asteraceae;16;10;115.75333333333332;21.93;2.50944133153195;1.69690830959437;8.75329754559762;0.04274830060479759;Non-Woody
Aster amellus;Asteraceae;37;26;750.1433333333334;21.1;3.07910102827674;4.37408724070719;7.04361247544978;0.23238564102624248;Non-Woody
Aster bellidiastrum;Asteraceae;20;18;535.31;NA;NA;NA;NA;NA;NA
Astragalus alpinus;Fabaceae;25;20;23.566666666666663;45.89643704495857;1.96808689220427;1.10764578332273;8.95659703385253;0.07211247851537043;Non-Woody
Astragalus arenarius;Fabaceae;15;8;93.08333333333331;NA;1.87815688590754;4.56379773829527;7.10950996105072;0.21897595699439448;Non-Woody
Astragalus australis;Fabaceae;8;6;21.21;NA;2.19957204930851;1.85814497290697;8.83783325568097;0.14142135623730953;Non-Woody
Astragalus cicer;Fabaceae;20;13;613.2166666666667;NA;4.10374575858652;4.80299149406139;6.67158716909125;0.42581942807616585;Non-Woody
Astragalus danicus;Fabaceae;13;9;201.64666666666668;33.03331651530013;2.26641666881239;4.17918621617108;7.78655607939889;0.14864419926691713;Non-Woody
Astragalus exscapus;Fabaceae;7;6;35.72;NA;1.93362094772694;4.68255268180419;8.09929543238929;0.06214465011907717;Non-Woody
Astragalus frigidus;Fabaceae;16;12;35.589999999999996;54.886002284652456;2.60574174689592;0.776738779835322;8.22231197015021;0.1957433820584432;Non-Woody
Astragalus glycyphyllos;Fabaceae;56;33;5440.253333333333;NA;3.74593453880262;4.37223875253597;5.83931778945252;0.2416298882841284;Non-Woody
Astragalus penduliflorus;Fabaceae;11;10;12.78;NA;2.02096042242822;1.49334170658543;7.3625825833349;0.3872983346207417;Non-Woody
Astrantia major;Apiaceae;17;11;1058.9266666666665;32.489690672581055;5.35692381568265;2.97134597574895;5.58710489072154;0.2932267060997947;Non-Woody
Athamanta cretensis;Apiaceae;7;7;83.90333333333332;NA;2.0960627461284;1.58249422380838;9.50240249286256;0.08676770253616028;Non-Woody
