"taxon_name","n","native_to_europe","wcvp_accepted_id","family","genus"
"Argyranthemum webbii",1,FALSE,3112284,"Asteraceae","Argyranthemum"
"Argyrocytisus battandieri",2,FALSE,2650639,"Fabaceae","Argyrocytisus"
"Argyrolobium biebersteinii",1,TRUE,2650740,"Fabaceae","Argyrolobium"
"Argyrolobium zanonii",3,TRUE,2650910,"Fabaceae","Argyrolobium"
"Aria edulis",87,TRUE,2942010,"Rosaceae","Aria"
"Aria graeca",4,TRUE,2942020,"Rosaceae","Aria"
"Aria obtusifolia",1,TRUE,3014087,"Rosaceae","Aria"
"Aria rupicola",1,TRUE,3008642,"Rosaceae","Aria"
"Aria umbellata",1,TRUE,3014011,"Rosaceae","Aria"
"Arisaema triphyllum",1,FALSE,15737,"Araceae","Arisaema"
"Arisarum proboscideum",1,TRUE,15825,"Araceae","Arisarum"
"Arisarum vulgare",1,TRUE,15835,"Araceae","Arisarum"
"Aristida adscensionis",1,TRUE,394312,"Poaceae","Aristida"
"Aristolochia auricularia",1,FALSE,2651177,"Aristolochiaceae","Aristolochia"
"Aristolochia baetica",2,TRUE,2651183,"Aristolochiaceae","Aristolochia"
"Aristolochia billardieri",1,FALSE,2651205,"Aristolochiaceae","Aristolochia"
"Aristolochia bottae",1,FALSE,2651217,"Aristolochiaceae","Aristolochia"
"Aristolochia clematitis",9,TRUE,2651289,"Aristolochiaceae","Aristolochia"
"Aristolochia cretica",1,TRUE,2651320,"Aristolochiaceae","Aristolochia"
"Aristolochia fontanesii",1,TRUE,2651408,"Aristolochiaceae","Aristolochia"
"Aristolochia hirta",4,TRUE,2651481,"Aristolochiaceae","Aristolochia"
"Aristolochia iberica",1,FALSE,2651502,"Aristolochiaceae","Aristolochia"
"Aristolochia incisa",1,FALSE,2651506,"Aristolochiaceae","Aristolochia"
"Aristolochia macrophylla",2,TRUE,2651618,"Aristolochiaceae","Aristolochia"
"Aristolochia maurorum",5,FALSE,2651639,"Aristolochiaceae","Aristolochia"
"Aristolochia paecilantha",2,FALSE,2651732,"Aristolochiaceae","Aristolochia"
"Aristolochia pallida",5,TRUE,2651733,"Aristolochiaceae","Aristolochia"
"Aristolochia parvifolia",3,TRUE,2651753,"Aristolochiaceae","Aristolochia"
"Aristolochia paucinervis",1,TRUE,2651756,"Aristolochiaceae","Aristolochia"
"Aristolochia pistolochia",4,TRUE,2651784,"Aristolochiaceae","Aristolochia"
"Aristolochia pontica",1,FALSE,2651795,"Aristolochiaceae","Aristolochia"
"Aristolochia rotunda",5,TRUE,2651846,"Aristolochiaceae","Aristolochia"
"Aristolochia sempervirens",4,TRUE,2651889,"Aristolochiaceae","Aristolochia"
"Armeria alliacea",4,TRUE,2652187,"Plumbaginaceae","Armeria"
"Armeria alpina",1,TRUE,2652209,"Plumbaginaceae","Armeria"
"Armeria alpina subsp. halleri",3,TRUE,2652220,"Plumbaginaceae","Armeria"
"Armeria arenaria",2,TRUE,2652246,"Plumbaginaceae","Armeria"
"Armeria caespitosa",1,TRUE,2652293,"Plumbaginaceae","Armeria"
"Armeria canescens",1,TRUE,2652301,"Plumbaginaceae","Armeria"
"Armeria helodes",1,TRUE,2652436,"Plumbaginaceae","Armeria"
"Armeria maderensis",2,FALSE,2652509,"Plumbaginaceae","Armeria"
"Armeria maritima",23,TRUE,2652527,"Plumbaginaceae","Armeria"
"Armeria maritima subsp. elongata",4,TRUE,2652560,"Plumbaginaceae","Armeria"
"Armeria maritima subsp. purpurea",2,TRUE,2652604,"Plumbaginaceae","Armeria"
"Armeria maritima subsp. sibirica",1,TRUE,2652613,"Plumbaginaceae","Armeria"
"Armeria pseudarmeria",1,TRUE,2652691,"Plumbaginaceae","Armeria"
"Armeria pubigera",3,TRUE,2652695,"Plumbaginaceae","Armeria"
"Armeria pungens",4,TRUE,2652699,"Plumbaginaceae","Armeria"
"Armeria splendens",1,TRUE,2652765,"Plumbaginaceae","Armeria"
"Armeria velutina",1,TRUE,2652793,"Plumbaginaceae","Armeria"
"Armeria villosa subsp. longearistata",1,TRUE,2652800,"Plumbaginaceae","Armeria"
"Armoracia rusticana",46,TRUE,2652952,"Brassicaceae","Armoracia"
"Arnebia decumbens",1,TRUE,2652973,"Boraginaceae","Arnebia"
"Arnebia decumbens subsp. decumbens",4,TRUE,3262096,"Boraginaceae","Arnebia"
"Arnica angustifolia",2,TRUE,2922439,"Asteraceae","Arnica"
"Arnica montana",16,TRUE,2909364,"Asteraceae","Arnica"
"Arnoseris minima",5,TRUE,3074238,"Asteraceae","Arnoseris"
"Aronia melanocarpa",8,FALSE,2942327,"Rosaceae","Aronia"
"Aronia × prunifolia",2,FALSE,2942347,"Rosaceae","Aronia"
"Arrhenatherum album",1,TRUE,395358,"Poaceae","Arrhenatherum"
"Arrhenatherum elatius",138,TRUE,395388,"Poaceae","Arrhenatherum"
"Arrhenatherum elatius subsp. bulbosum",5,TRUE,395401,"Poaceae","Arrhenatherum"
"Arrhenatherum longifolium",1,TRUE,395441,"Poaceae","Arrhenatherum"
"Arrhenatherum palaestinum",1,TRUE,395457,"Poaceae","Arrhenatherum"
"Artemisia abrotanum",33,TRUE,2922513,"Asteraceae","Artemisia"
"Artemisia absinthium",119,TRUE,2909600,"Asteraceae","Artemisia"
"Artemisia alba",38,TRUE,3107585,"Asteraceae","Artemisia"
"Artemisia alpina",2,TRUE,3107534,"Asteraceae","Artemisia"
"Artemisia annua",5,TRUE,2901442,"Asteraceae","Artemisia"
"Artemisia arborescens",14,TRUE,3107652,"Asteraceae","Artemisia"
"Artemisia arenaria",4,TRUE,3107680,"Asteraceae","Artemisia"
"Artemisia argentea",5,FALSE,3107681,"Asteraceae","Artemisia"
"Artemisia argyi",1,FALSE,2901444,"Asteraceae","Artemisia"
"Artemisia armeniaca",1,TRUE,3107688,"Asteraceae","Artemisia"
"Artemisia austriaca",16,TRUE,3107706,"Asteraceae","Artemisia"
"Artemisia barrelieri",5,TRUE,3108941,"Asteraceae","Artemisia"
"Artemisia biennis",2,FALSE,3107730,"Asteraceae","Artemisia"
"Artemisia caerulescens",8,TRUE,3108951,"Asteraceae","Artemisia"
"Artemisia caerulescens subsp. cretacea",2,TRUE,3108952,"Asteraceae","Artemisia"
"Artemisia caerulescens subsp. gallica",15,TRUE,3108958,"Asteraceae","Artemisia"
"Artemisia campestris",226,TRUE,3107744,"Asteraceae","Artemisia"
"Artemisia campestris subsp. borealis",5,TRUE,3107814,"Asteraceae","Artemisia"
"Artemisia campestris subsp. campestris",11,TRUE,3107791,"Asteraceae","Artemisia"
"Artemisia campestris subsp. glutinosa",21,TRUE,3107843,"Asteraceae","Artemisia"
"Artemisia campestris subsp. variabilis",6,TRUE,3107871,"Asteraceae","Artemisia"
"Artemisia chamaemelifolia",3,TRUE,3107906,"Asteraceae","Artemisia"
"Artemisia cina",1,FALSE,2921988,"Asteraceae","Artemisia"
"Artemisia crithmifolia",17,TRUE,3107969,"Asteraceae","Artemisia"
"Artemisia dracunculus",22,TRUE,2901163,"Asteraceae","Artemisia"
"Artemisia eriantha",1,TRUE,3108861,"Asteraceae","Artemisia"
"Artemisia fragrans",11,FALSE,3109010,"Asteraceae","Artemisia"
"Artemisia frigida",2,TRUE,3108029,"Asteraceae","Artemisia"
"Artemisia genipi",2,TRUE,3198032,"Asteraceae","Artemisia"
"Artemisia glacialis",1,TRUE,3108057,"Asteraceae","Artemisia"
"Artemisia glauca",2,TRUE,2901172,"Asteraceae","Artemisia"
"Artemisia herba-alba",45,TRUE,3109057,"Asteraceae","Artemisia"
"Artemisia herba-alba subsp. valentina",1,TRUE,3300556,"Asteraceae","Artemisia"
"Artemisia incana",1,FALSE,3108133,"Asteraceae","Artemisia"
"Artemisia judaica",2,FALSE,3108164,"Asteraceae","Artemisia"
"Artemisia laciniata",2,TRUE,3108237,"Asteraceae","Artemisia"
"Artemisia latifolia",1,TRUE,3108278,"Asteraceae","Artemisia"
"Artemisia leucophylla",1,TRUE,2901502,"Asteraceae","Artemisia"
"Artemisia ludoviciana",3,FALSE,2922554,"Asteraceae","Artemisia"
"Artemisia maritima",54,TRUE,2922591,"Asteraceae","Artemisia"
"Artemisia mendozana var. mendozana",1,FALSE,3267146,"Asteraceae","Artemisia"
"Artemisia monosperma",2,FALSE,3108406,"Asteraceae","Artemisia"
"Artemisia montana",3,FALSE,3108409,"Asteraceae","Artemisia"
"Artemisia nitrosa",1,TRUE,3109163,"Asteraceae","Artemisia"
"Artemisia oelandica",1,TRUE,3108484,"Asteraceae","Artemisia"
"Artemisia pedemontana",1,TRUE,3198060,"Asteraceae","Artemisia"
"Artemisia pontica",15,TRUE,3108556,"Asteraceae","Artemisia"
"Artemisia princeps",1,FALSE,3108571,"Asteraceae","Artemisia"
"Artemisia ramosa",2,FALSE,3109201,"Asteraceae","Artemisia"
"Artemisia rubripes",1,TRUE,2901510,"Asteraceae","Artemisia"
"Artemisia rupestris",4,TRUE,3108620,"Asteraceae","Artemisia"
"Artemisia salsoloides",1,TRUE,3108686,"Asteraceae","Artemisia"
"Artemisia santonicum",17,TRUE,3109129,"Asteraceae","Artemisia"
"Artemisia schmidtiana",1,FALSE,3108692,"Asteraceae","Artemisia"
"Artemisia scoparia",20,TRUE,2901465,"Asteraceae","Artemisia"
"Artemisia selengensis",1,FALSE,3108698,"Asteraceae","Artemisia"
"Artemisia serrata",1,FALSE,3108623,"Asteraceae","Artemisia"
"Artemisia sieberi",1,FALSE,3109250,"Asteraceae","Artemisia"
"Artemisia sieversiana",4,FALSE,3108715,"Asteraceae","Artemisia"
"Artemisia suksdorfii",1,FALSE,3108786,"Asteraceae","Artemisia"
"Artemisia tanacetifolia",1,TRUE,3108801,"Asteraceae","Artemisia"
"Artemisia taurica",7,TRUE,3109009,"Asteraceae","Artemisia"
"Artemisia terrae-albae",1,FALSE,3109283,"Asteraceae","Artemisia"
"Artemisia thuscula",37,FALSE,3108808,"Asteraceae","Artemisia"
"Artemisia tilesii",2,TRUE,3108822,"Asteraceae","Artemisia"
"Artemisia umbelliformis",7,TRUE,3108845,"Asteraceae","Artemisia"
"Artemisia umbrosa",1,TRUE,3108285,"Asteraceae","Artemisia"
"Artemisia vallesiaca",2,TRUE,3109141,"Asteraceae","Artemisia"
"Artemisia verlotiorum",26,FALSE,2901499,"Asteraceae","Artemisia"
"Artemisia vulgaris",211,TRUE,2922622,"Asteraceae","Artemisia"
"Arthrocaulon macrostachyum",13,TRUE,3014186,"Amaranthaceae","Arthrocaulon"
"Artocarpus altilis",1,FALSE,2653919,"Moraceae","Artocarpus"
"Arum besserianum",1,TRUE,16052,"Araceae","Arum"
"Arum creticum",1,TRUE,16088,"Araceae","Arum"
"Arum cylindraceum",1,TRUE,16095,"Araceae","Arum"
"Arum cylindraceum subsp. cylindraceum",2,TRUE,475398,"Araceae","Arum"
"Arum italicum",5,TRUE,16186,"Araceae","Arum"
"Arum italicum subsp. canariense",1,FALSE,16191,"Araceae","Arum"
"Arum italicum subsp. neglectum",1,TRUE,16212,"Araceae","Arum"
"Arum maculatum",7,TRUE,16240,"Araceae","Arum"
"Arum orientale",3,TRUE,16301,"Araceae","Arum"
"Arum orientale subsp. orientale",2,TRUE,16320,"Araceae","Arum"
"Aruncus dioicus",15,TRUE,2942383,"Rosaceae","Aruncus"
"Arundo donax",43,FALSE,396629,"Poaceae","Arundo"
"Arundo plinii",3,TRUE,396738,"Poaceae","Arundo"
"Asarina procumbens",2,TRUE,2654242,"Plantaginaceae","Asarina"
"Asarum caudatum",1,FALSE,2654279,"Aristolochiaceae","Asarum"
"Asarum europaeum",7,TRUE,2654312,"Aristolochiaceae","Asarum"
"Asarum heterotropoides",1,FALSE,2654341,"Aristolochiaceae","Asarum"
"Asarum lemmonii",1,FALSE,2654372,"Aristolochiaceae","Asarum"
"Asarum sieboldii",1,FALSE,2654443,"Aristolochiaceae","Asarum"
"Asclepias curassavica",7,FALSE,500848,"Apocynaceae","Asclepias"
"Asclepias incarnata",4,FALSE,501004,"Apocynaceae","Asclepias"
"Asclepias syriaca",8,FALSE,501428,"Apocynaceae","Asclepias"
"Asclepias tuberosa",3,FALSE,501455,"Apocynaceae","Asclepias"
"Asparagus acutifolius",19,TRUE,274916,"Asparagaceae","Asparagus"
"Asparagus aethiopicus",5,FALSE,274924,"Asparagaceae","Asparagus"
"Asparagus albus",5,TRUE,274938,"Asparagaceae","Asparagus"
"Asparagus aphyllus",4,TRUE,274949,"Asparagaceae","Asparagus"
"Asparagus aphyllus subsp. orientalis",2,TRUE,274950,"Asparagaceae","Asparagus"
"Asparagus densiflorus",2,FALSE,275016,"Asparagaceae","Asparagus"
"Asparagus horridus",6,TRUE,275099,"Asparagaceae","Asparagus"
"Asparagus maritimus",4,TRUE,275155,"Asparagaceae","Asparagus"
"Asparagus nesiotes subsp. purpuriensis",1,FALSE,275190,"Asparagaceae","Asparagus"
"Asparagus officinalis",28,TRUE,275197,"Asparagaceae","Asparagus"
"Asparagus pastorianus",1,FALSE,275218,"Asparagaceae","Asparagus"
"Asparagus scoparius",1,FALSE,275288,"Asparagaceae","Asparagus"
"Asparagus setaceus",4,FALSE,275292,"Asparagaceae","Asparagus"
"Asparagus tenuifolius",1,TRUE,275331,"Asparagaceae","Asparagus"
"Asparagus verticillatus",1,TRUE,275358,"Asparagaceae","Asparagus"
"Asperugo procumbens",11,TRUE,2656106,"Boraginaceae","Asperugo"
"Asperula arvensis",1,TRUE,16706,"Rubiaceae","Asperula"
"Asperula glomerata",1,FALSE,16864,"Rubiaceae","Asperula"
"Asperula taurina",1,TRUE,17145,"Rubiaceae","Asperula"
"Asperula tinctoria",9,TRUE,17159,"Rubiaceae","Asperula"
"Asperula xylorrhiza",1,FALSE,17187,"Rubiaceae","Asperula"
"Asphodeline liburnica",1,TRUE,275396,"Asphodelaceae","Asphodeline"
"Asphodeline lutea",5,TRUE,275397,"Asphodelaceae","Asphodeline"
"Asphodeline taurica",2,TRUE,275410,"Asphodelaceae","Asphodeline"
"Asphodelus aestivus",8,TRUE,275439,"Asphodelaceae","Asphodelus"
"Asphodelus albus",11,TRUE,275445,"Asphodelaceae","Asphodelus"
"Asphodelus albus subsp. delphinensis",2,TRUE,275453,"Asphodelaceae","Asphodelus"
"Asphodelus albus subsp. occidentalis",1,TRUE,275463,"Asphodelaceae","Asphodelus"
"Asphodelus cerasiferus",6,TRUE,275496,"Asphodelaceae","Asphodelus"
"Asphodelus fistulosus",7,TRUE,275522,"Asphodelaceae","Asphodelus"
"Asphodelus lusitanicus",1,TRUE,275547,"Asphodelaceae","Asphodelus"
"Asphodelus macrocarpus",2,TRUE,275550,"Asphodelaceae","Asphodelus"
"Asphodelus ramosus",22,TRUE,275588,"Asphodelaceae","Asphodelus"
"Asphodelus tenuifolius",1,TRUE,275622,"Asphodelaceae","Asphodelus"
"Aspidistra elatior",4,FALSE,275646,"Asparagaceae","Aspidistra"
"Asplenium adiantum-nigrum",4,TRUE,3145638,"Aspleniaceae","Asplenium"
"Asplenium ceterach",4,TRUE,3145781,"Aspleniaceae","Asplenium"
"Asplenium daucifolium",1,FALSE,3144492,"Aspleniaceae","Asplenium"
"Asplenium hemionitis",2,TRUE,3147466,"Aspleniaceae","Asplenium"
"Asplenium lepidum",1,TRUE,3147521,"Aspleniaceae","Asplenium"
"Asplenium nidus",6,FALSE,3147603,"Aspleniaceae","Asplenium"
"Asplenium ruta-muraria",10,TRUE,3145884,"Aspleniaceae","Asplenium"
"Asplenium scolopendrium",7,TRUE,2929850,"Aspleniaceae","Asplenium"
"Asplenium septentrionale",4,TRUE,3147403,"Aspleniaceae","Asplenium"
"Asplenium trichomanes",8,TRUE,3147719,"Aspleniaceae","Asplenium"
"Aster alpinus",16,TRUE,3099366,"Asteraceae","Aster"
"Aster amellus",37,TRUE,3099441,"Asteraceae","Aster"
"Aster bellidiastrum",20,TRUE,3099482,"Asteraceae","Aster"
"Aster indicus var. indicus",1,FALSE,3267009,"Asteraceae","Aster"
"Asteriscus aquaticus",5,TRUE,3114007,"Asteraceae","Asteriscus"
"Asteriscus graveolens",1,FALSE,3114018,"Asteraceae","Asteriscus"
"Asteriscus graveolens subsp. stenophyllus",1,FALSE,3114043,"Asteraceae","Asteriscus"
"Asteriscus imbricatus",1,FALSE,3114050,"Asteraceae","Asteriscus"
"Asteriscus sericeus",6,FALSE,3114066,"Asteraceae","Asteriscus"
"Astilbe grandis",1,FALSE,2656751,"Saxifragaceae","Astilbe"
"Astilbe japonica",2,FALSE,2656758,"Saxifragaceae","Astilbe"
"Astilbe rubra",1,FALSE,2656798,"Saxifragaceae","Astilbe"
"Astilbe simplicifolia",1,FALSE,2656804,"Saxifragaceae","Astilbe"
"Astragalus aduncus",1,FALSE,2657215,"Fabaceae","Astragalus"
"Astragalus albicaulis",5,TRUE,2657302,"Fabaceae","Astragalus"
"Astragalus alopecuroides",1,TRUE,2657346,"Fabaceae","Astragalus"
"Astragalus alopecurus",1,TRUE,2657351,"Fabaceae","Astragalus"
"Astragalus alpinus",25,TRUE,2657354,"Fabaceae","Astragalus"
"Astragalus alpinus var. alpinus",1,TRUE,3241594,"Fabaceae","Astragalus"
"Astragalus amoenus",1,FALSE,2657418,"Fabaceae","Astragalus"
"Astragalus angustifolius",3,TRUE,2657491,"Fabaceae","Astragalus"
"Astragalus arbuscula",1,FALSE,2657569,"Fabaceae","Astragalus"
"Astragalus arenarius",15,TRUE,2657579,"Fabaceae","Astragalus"
"Astragalus armatus",1,FALSE,2657625,"Fabaceae","Astragalus"
"Astragalus arnacantha",1,TRUE,2657629,"Fabaceae","Astragalus"
"Astragalus asper",8,TRUE,2657669,"Fabaceae","Astragalus"
"Astragalus australis",8,TRUE,2657734,"Fabaceae","Astragalus"
"Astragalus austriacus",9,TRUE,2657743,"Fabaceae","Astragalus"
"Astragalus baionensis",2,TRUE,2657805,"Fabaceae","Astragalus"
"Astragalus balearicus",1,TRUE,2657824,"Fabaceae","Astragalus"
"Astragalus boeticus",4,TRUE,2657983,"Fabaceae","Astragalus"
"Astragalus buchtormensis",1,TRUE,2658106,"Fabaceae","Astragalus"
"Astragalus callichrous",1,FALSE,2658152,"Fabaceae","Astragalus"
"Astragalus caprinus",1,TRUE,2658234,"Fabaceae","Astragalus"
"Astragalus caraganae",1,FALSE,2658243,"Fabaceae","Astragalus"
"Astragalus caucasicus",1,FALSE,2658282,"Fabaceae","Astragalus"
"Astragalus cicer",20,TRUE,2658442,"Fabaceae","Astragalus"
"Astragalus contortuplicatus",1,TRUE,2658579,"Fabaceae","Astragalus"
"Astragalus cornutus",3,TRUE,2658599,"Fabaceae","Astragalus"
"Astragalus creticus",9,TRUE,2658644,"Fabaceae","Astragalus"
"Astragalus dactylocarpus subsp. acinacifer",1,FALSE,2658752,"Fabaceae","Astragalus"
"Astragalus danicus",13,TRUE,2658773,"Fabaceae","Astragalus"
"Astragalus dasyanthus",5,TRUE,2658787,"Fabaceae","Astragalus"
"Astragalus densiflorus",1,FALSE,2658856,"Fabaceae","Astragalus"
"Astragalus densifolius",1,FALSE,2658859,"Fabaceae","Astragalus"
"Astragalus depressus",3,TRUE,2658871,"Fabaceae","Astragalus"
"Astragalus echinatus",3,TRUE,2659078,"Fabaceae","Astragalus"
"Astragalus echinus",2,FALSE,2659082,"Fabaceae","Astragalus"
"Astragalus eriocarpus",1,FALSE,2659188,"Fabaceae","Astragalus"
"Astragalus exscapus",7,TRUE,2659270,"Fabaceae","Astragalus"
"Astragalus exscapus subsp. pubiflorus",1,TRUE,2659272,"Fabaceae","Astragalus"
"Astragalus exscapus subsp. transsilvanicus",1,TRUE,2931862,"Fabaceae","Astragalus"
"Astragalus fraxinifolius",3,TRUE,2659422,"Fabaceae","Astragalus"
"Astragalus frigidus",16,TRUE,2659431,"Fabaceae","Astragalus"
"Astragalus galegiformis",1,FALSE,2659465,"Fabaceae","Astragalus"
"Astragalus glycyphylloides",1,TRUE,2659598,"Fabaceae","Astragalus"
"Astragalus glycyphyllos",56,TRUE,2659600,"Fabaceae","Astragalus"
"Astragalus gombo",2,FALSE,2659613,"Fabaceae","Astragalus"
"Astragalus granatensis",1,TRUE,2659656,"Fabaceae","Astragalus"
"Astragalus gummifer",6,FALSE,2659706,"Fabaceae","Astragalus"
"Astragalus hamosus",9,TRUE,2659753,"Fabaceae","Astragalus"
"Astragalus heterophyllus",1,FALSE,2659836,"Fabaceae","Astragalus"
"Astragalus hypoglottis",1,TRUE,2659961,"Fabaceae","Astragalus"
"Astragalus lagopoides",3,FALSE,2660429,"Fabaceae","Astragalus"
"Astragalus leontinus",5,TRUE,2660603,"Fabaceae","Astragalus"
"Astragalus macropus",1,TRUE,2660864,"Fabaceae","Astragalus"
"Astragalus microcephalus",4,TRUE,2661091,"Fabaceae","Astragalus"
"Astragalus microcephalus subsp. microcephalus",1,TRUE,3242204,"Fabaceae","Astragalus"
"Astragalus mongholicus",2,FALSE,2661222,"Fabaceae","Astragalus"
"Astragalus monspessulanus",22,TRUE,2661230,"Fabaceae","Astragalus"
"Astragalus nevadensis",2,TRUE,2661403,"Fabaceae","Astragalus"
"Astragalus nitidiflorus",1,TRUE,2661456,"Fabaceae","Astragalus"
"Astragalus norvegicus",4,TRUE,2661476,"Fabaceae","Astragalus"
"Astragalus odoratus",2,TRUE,2661564,"Fabaceae","Astragalus"
"Astragalus oleifolius",2,FALSE,2661571,"Fabaceae","Astragalus"
"Astragalus onobrychis",34,TRUE,2661603,"Fabaceae","Astragalus"
"Astragalus ovatus",1,FALSE,2661675,"Fabaceae","Astragalus"
"Astragalus penduliflorus",11,TRUE,2661846,"Fabaceae","Astragalus"
"Astragalus pinetorum",2,FALSE,2661941,"Fabaceae","Astragalus"
"Astragalus ponticus",11,TRUE,2662035,"Fabaceae","Astragalus"
"Astragalus psoraloides",2,FALSE,2662220,"Fabaceae","Astragalus"
"Astragalus puberulus",1,FALSE,2662234,"Fabaceae","Astragalus"
"Astragalus rumelicus",1,TRUE,2662524,"Fabaceae","Astragalus"
"Astragalus scorpioides",1,TRUE,2662700,"Fabaceae","Astragalus"
"Astragalus sempervirens",11,TRUE,2662737,"Fabaceae","Astragalus"
"Astragalus sesameus",1,TRUE,2662772,"Fabaceae","Astragalus"
"Astragalus siculus",1,TRUE,2662829,"Fabaceae","Astragalus"
"Astragalus sinaicus",1,TRUE,2662860,"Fabaceae","Astragalus"
"Astragalus sirinicus",3,TRUE,2662873,"Fabaceae","Astragalus"
"Astragalus spruneri",2,TRUE,2662963,"Fabaceae","Astragalus"
"Astragalus stella",1,TRUE,2662975,"Fabaceae","Astragalus"
"Astragalus stevenianus",1,FALSE,2663006,"Fabaceae","Astragalus"
"Astragalus subuliformis",1,TRUE,2663130,"Fabaceae","Astragalus"
"Astragalus sulcatus",2,TRUE,2663146,"Fabaceae","Astragalus"
"Astragalus testiculatus",1,TRUE,2663331,"Fabaceae","Astragalus"
"Astragalus tragacantha",2,TRUE,2663422,"Fabaceae","Astragalus"
"Astragalus turolensis",1,TRUE,2663539,"Fabaceae","Astragalus"
"Astragalus utriger",3,TRUE,2663604,"Fabaceae","Astragalus"
"Astragalus varius",5,TRUE,2663634,"Fabaceae","Astragalus"
"Astragalus vesicarius",6,TRUE,2663684,"Fabaceae","Astragalus"
"Astragalus vesicarius subsp. vesicarius",1,TRUE,3242601,"Fabaceae","Astragalus"
"Astragalus zingeri",1,TRUE,2663927,"Fabaceae","Astragalus"
"Astranthium integrifolium",1,FALSE,3104158,"Asteraceae","Astranthium"
"Astrantia carniolica",1,TRUE,2663950,"Apiaceae","Astrantia"
"Astrantia major",17,TRUE,2663972,"Apiaceae","Astrantia"
"Astrantia major subsp. major",1,TRUE,3262141,"Apiaceae","Astrantia"
"Astrantia minor",4,TRUE,2663985,"Apiaceae","Astrantia"
"Astrodaucus littoralis",1,TRUE,2664064,"Apiaceae","Astrodaucus"
"Astrodaucus orientalis",14,TRUE,2664065,"Apiaceae","Astrodaucus"
"Astydamia latifolia",7,FALSE,2664279,"Apiaceae","Astydamia"
"Asyneuma amplexicaule",1,FALSE,360673,"Campanulaceae","Asyneuma"
"Asyneuma argutum",1,FALSE,360681,"Campanulaceae","Asyneuma"
"Asyneuma canescens",6,TRUE,360693,"Campanulaceae","Asyneuma"
"Asyneuma ekimianum",1,FALSE,360713,"Campanulaceae","Asyneuma"
"Asyneuma giganteum",1,TRUE,360721,"Campanulaceae","Asyneuma"
"Asyneuma limonifolium",4,TRUE,360736,"Campanulaceae","Asyneuma"
"Asyneuma rigidum",1,FALSE,360778,"Campanulaceae","Asyneuma"
"Athamanta cretensis",7,TRUE,2664669,"Apiaceae","Athamanta"
"Athamanta macedonica",2,TRUE,2664706,"Apiaceae","Athamanta"
"Athamanta macedonica subsp. albanica",1,TRUE,2664707,"Apiaceae","Athamanta"
"Athamanta montana",1,FALSE,2664717,"Apiaceae","Athamanta"
"Athamanta turbith",1,TRUE,2664745,"Apiaceae","Athamanta"
"Athamanta turbith subsp. hungarica",1,TRUE,2664747,"Apiaceae","Athamanta"
"Athamanta vestita",1,TRUE,2664751,"Apiaceae","Athamanta"
"Athyrium distentifolium",5,TRUE,3173148,"Aspleniaceae","Athyrium"
"Athyrium filix-femina",29,TRUE,3149492,"Aspleniaceae","Athyrium"
"Atocion armeria",8,TRUE,2664863,"Caryophyllaceae","Atocion"
"Atocion rupestre",10,TRUE,2664869,"Caryophyllaceae","Atocion"
"Atractylis cancellata",1,TRUE,3040189,"Asteraceae","Atractylis"
"Atractylis carduus",1,FALSE,3040194,"Asteraceae","Atractylis"
"Atractylis humilis",2,TRUE,3040209,"Asteraceae","Atractylis"
"Atraphaxis billardierei",4,TRUE,2664927,"Polygonaceae","Atraphaxis"
"Atraphaxis spinosa",1,TRUE,2664973,"Polygonaceae","Atraphaxis"
"Atriplex cana",2,TRUE,2665118,"Amaranthaceae","Atriplex"
"Atriplex dimorphostegia",1,FALSE,2665227,"Amaranthaceae","Atriplex"
"Atriplex glabriuscula",5,TRUE,2665299,"Amaranthaceae","Atriplex"
"Atriplex glauca",9,TRUE,2665303,"Amaranthaceae","Atriplex"
"Atriplex halimus",67,TRUE,2665336,"Amaranthaceae","Atriplex"
"Atriplex hortensis",20,TRUE,2665365,"Amaranthaceae","Atriplex"
"Atriplex laciniata",6,TRUE,2665407,"Amaranthaceae","Atriplex"
"Atriplex lanfrancoi",1,TRUE,2899331,"Amaranthaceae","Atriplex"
"Atriplex littoralis",18,TRUE,2665459,"Amaranthaceae","Atriplex"
"Atriplex micrantha",1,TRUE,2665494,"Amaranthaceae","Atriplex"
"Atriplex mollis",1,TRUE,2665510,"Amaranthaceae","Atriplex"
"Atriplex nudicaulis",1,TRUE,2665553,"Amaranthaceae","Atriplex"
"Atriplex nummularia",1,FALSE,2665554,"Amaranthaceae","Atriplex"
"Atriplex oblongifolia",8,TRUE,2665574,"Amaranthaceae","Atriplex"
"Atriplex patula",40,TRUE,2665629,"Amaranthaceae","Atriplex"
"Atriplex pedunculata",4,TRUE,2665655,"Amaranthaceae","Atriplex"
"Atriplex portulacoides",41,TRUE,2665685,"Amaranthaceae","Atriplex"
"Atriplex prostrata",27,TRUE,2665694,"Amaranthaceae","Atriplex"
"Atriplex prostrata subsp. calotheca",24,TRUE,2665698,"Amaranthaceae","Atriplex"
"Atriplex rosea",4,TRUE,2665739,"Amaranthaceae","Atriplex"
"Atriplex sagittata",17,TRUE,2665762,"Amaranthaceae","Atriplex"
"Atriplex semibaccata",2,FALSE,2665777,"Amaranthaceae","Atriplex"
"Atriplex semilunaris",3,FALSE,2665787,"Amaranthaceae","Atriplex"
"Atriplex sibirica",1,FALSE,2665798,"Amaranthaceae","Atriplex"
"Atriplex sphaeromorpha",1,TRUE,3017365,"Amaranthaceae","Atriplex"
