"taxon_name","n","native_to_europe","wcvp_accepted_id","family","genus"
"Euphorbia petiolata",2,FALSE,81464,"Euphorbiaceae","Euphorbia"
"Euphorbia petrophila",3,TRUE,81471,"Euphorbiaceae","Euphorbia"
"Euphorbia pilosa",2,FALSE,81501,"Euphorbiaceae","Euphorbia"
"Euphorbia piscatoria",5,FALSE,81530,"Euphorbiaceae","Euphorbia"
"Euphorbia pithyusa",7,TRUE,81535,"Euphorbiaceae","Euphorbia"
"Euphorbia pithyusa subsp. cupanii",1,TRUE,81536,"Euphorbiaceae","Euphorbia"
"Euphorbia platyphyllos",7,TRUE,81549,"Euphorbiaceae","Euphorbia"
"Euphorbia polygalifolia",2,TRUE,81604,"Euphorbiaceae","Euphorbia"
"Euphorbia polygonifolia",1,FALSE,81612,"Euphorbiaceae","Euphorbia"
"Euphorbia portlandica",3,TRUE,81627,"Euphorbiaceae","Euphorbia"
"Euphorbia pterococca",3,TRUE,81733,"Euphorbiaceae","Euphorbia"
"Euphorbia pulcherrima",12,FALSE,81761,"Euphorbiaceae","Euphorbia"
"Euphorbia regis-jubae",37,FALSE,81854,"Euphorbiaceae","Euphorbia"
"Euphorbia retusa",1,FALSE,81890,"Euphorbiaceae","Euphorbia"
"Euphorbia reuteriana",1,FALSE,81891,"Euphorbiaceae","Euphorbia"
"Euphorbia rigida",5,TRUE,81910,"Euphorbiaceae","Euphorbia"
"Euphorbia rupestris",1,FALSE,81975,"Euphorbiaceae","Euphorbia"
"Euphorbia salicifolia",12,TRUE,81997,"Euphorbiaceae","Euphorbia"
"Euphorbia saratoi",3,TRUE,82021,"Euphorbiaceae","Euphorbia"
"Euphorbia segetalis",12,TRUE,82100,"Euphorbiaceae","Euphorbia"
"Euphorbia seguieriana",56,TRUE,82108,"Euphorbiaceae","Euphorbia"
"Euphorbia semivillosa",3,TRUE,82130,"Euphorbiaceae","Euphorbia"
"Euphorbia serpens",1,FALSE,82151,"Euphorbiaceae","Euphorbia"
"Euphorbia serpentini",1,TRUE,82161,"Euphorbiaceae","Euphorbia"
"Euphorbia serrata",16,TRUE,82170,"Euphorbiaceae","Euphorbia"
"Euphorbia soongarica",3,TRUE,82256,"Euphorbiaceae","Euphorbia"
"Euphorbia spinosa",7,TRUE,82280,"Euphorbiaceae","Euphorbia"
"Euphorbia spinosa subsp. glabriflora",1,TRUE,547549,"Euphorbiaceae","Euphorbia"
"Euphorbia squamigera",1,TRUE,82300,"Euphorbiaceae","Euphorbia"
"Euphorbia squamosa",1,FALSE,82309,"Euphorbiaceae","Euphorbia"
"Euphorbia stepposa",6,TRUE,82328,"Euphorbiaceae","Euphorbia"
"Euphorbia stricta",8,TRUE,82351,"Euphorbiaceae","Euphorbia"
"Euphorbia sulcata",1,TRUE,82395,"Euphorbiaceae","Euphorbia"
"Euphorbia taurinensis",2,TRUE,82464,"Euphorbiaceae","Euphorbia"
"Euphorbia terracina",8,TRUE,82490,"Euphorbiaceae","Euphorbia"
"Euphorbia thessala",1,TRUE,82519,"Euphorbiaceae","Euphorbia"
"Euphorbia tithymaloides",1,FALSE,82541,"Euphorbiaceae","Euphorbia"
"Euphorbia tommasiniana",37,TRUE,82552,"Euphorbiaceae","Euphorbia"
"Euphorbia triflora",1,TRUE,82592,"Euphorbiaceae","Euphorbia"
"Euphorbia tuckeyana",2,FALSE,82620,"Euphorbiaceae","Euphorbia"
"Euphorbia valerianifolia",2,TRUE,82679,"Euphorbiaceae","Euphorbia"
"Euphorbia variabilis",1,TRUE,82686,"Euphorbiaceae","Euphorbia"
"Euphorbia verrucosa",13,TRUE,82718,"Euphorbiaceae","Euphorbia"
"Euphorbia virgata",1,TRUE,82765,"Euphorbiaceae","Euphorbia"
"Euphorbia × lomi",1,FALSE,80627,"Euphorbiaceae","Euphorbia"
"Euphrasia alpina",1,TRUE,2803838,"Orobanchaceae","Euphrasia"
"Euphrasia arctica",1,TRUE,2803859,"Orobanchaceae","Euphrasia"
"Euphrasia frigida",4,TRUE,2804063,"Orobanchaceae","Euphrasia"
"Euphrasia hirtella",3,TRUE,2804113,"Orobanchaceae","Euphrasia"
"Euphrasia liburnica",2,TRUE,2804187,"Orobanchaceae","Euphrasia"
"Euphrasia marchesettii",1,TRUE,2804207,"Orobanchaceae","Euphrasia"
"Euphrasia micrantha",4,TRUE,2804223,"Orobanchaceae","Euphrasia"
"Euphrasia minima",3,TRUE,2804228,"Orobanchaceae","Euphrasia"
"Euphrasia nemorosa",7,TRUE,2804262,"Orobanchaceae","Euphrasia"
"Euphrasia officinalis subsp. monticola",1,TRUE,2804284,"Orobanchaceae","Euphrasia"
"Euphrasia officinalis subsp. officinalis",1,TRUE,3264394,"Orobanchaceae","Euphrasia"
"Euphrasia officinalis subsp. pratensis",10,TRUE,2910574,"Orobanchaceae","Euphrasia"
"Euphrasia pectinata",3,TRUE,2804312,"Orobanchaceae","Euphrasia"
"Euphrasia picta",2,TRUE,2804330,"Orobanchaceae","Euphrasia"
"Euphrasia salisburgensis",3,TRUE,2804421,"Orobanchaceae","Euphrasia"
"Euphrasia stricta",16,TRUE,2804468,"Orobanchaceae","Euphrasia"
"Euphrasia tetraquetra",1,TRUE,2804504,"Orobanchaceae","Euphrasia"
"Euphrasia tricuspidata",1,TRUE,2804517,"Orobanchaceae","Euphrasia"
"Euphrosyne xanthiifolia",4,FALSE,3119592,"Asteraceae","Euphrosyne"
"Eurybia macrophylla",1,FALSE,3094682,"Asteraceae","Eurybia"
"Euryops acraeus",1,FALSE,3085598,"Asteraceae","Euryops"
"Euryops pectinatus",5,FALSE,3085781,"Asteraceae","Euryops"
"Euthamia graminifolia",1,FALSE,3102167,"Asteraceae","Euthamia"
"Eutrema edwardsii",1,TRUE,2805475,"Brassicaceae","Eutrema"
"Eutrochium fistulosum",1,FALSE,3130613,"Asteraceae","Eutrochium"
"Eutrochium maculatum",2,FALSE,3130619,"Asteraceae","Eutrochium"
"Eutrochium purpureum",1,FALSE,2926776,"Asteraceae","Eutrochium"
"Exacum macranthum",2,FALSE,2806066,"Gentianaceae","Exacum"
"Fagopyrum esculentum",13,FALSE,2807310,"Polygonaceae","Fagopyrum"
"Fagopyrum tataricum",4,FALSE,2807341,"Polygonaceae","Fagopyrum"
"Fagus crenata",2,FALSE,83806,"Fagaceae","Fagus"
"Fagus grandifolia",1,FALSE,83824,"Fagaceae","Fagus"
"Fagus orientalis",36,TRUE,83872,"Fagaceae","Fagus"
"Fagus sylvatica",317,TRUE,83891,"Fagaceae","Fagus"
"Fagus × taurica",21,TRUE,83912,"Fagaceae","Fagus"
"Falcaria vulgaris",44,TRUE,2807597,"Apiaceae","Falcaria"
"Fallopia baldschuanica",12,FALSE,2807628,"Polygonaceae","Fallopia"
"Fallopia convolvulus",28,TRUE,2807634,"Polygonaceae","Fallopia"
"Fallopia dumetorum",14,TRUE,2807641,"Polygonaceae","Fallopia"
"Farfugium japonicum",2,FALSE,3076789,"Asteraceae","Farfugium"
"Fargesia nitida",2,FALSE,414227,"Poaceae","Fargesia"
"Fargesia rufa",1,FALSE,414249,"Poaceae","Fargesia"
"Fatsia japonica",9,FALSE,84268,"Araliaceae","Fatsia"
"Feijoa sellowiana",2,FALSE,84305,"Myrtaceae","Feijoa"
"Felicia tenella",1,FALSE,3095300,"Asteraceae","Felicia"
"Ferula assa-foetida",2,FALSE,2808328,"Apiaceae","Ferula"
"Ferula caspica",1,TRUE,2808363,"Apiaceae","Ferula"
"Ferula communis",40,TRUE,2808370,"Apiaceae","Ferula"
"Ferula communis subsp. linkii",16,FALSE,2903905,"Apiaceae","Ferula"
"Ferula glauca",2,TRUE,2808435,"Apiaceae","Ferula"
"Ferula heuffelii",1,TRUE,2808453,"Apiaceae","Ferula"
"Ferula loscosii",1,TRUE,2808522,"Apiaceae","Ferula"
"Ferula melitensis",1,TRUE,3227602,"Apiaceae","Ferula"
"Ferula orientalis",10,TRUE,2808574,"Apiaceae","Ferula"
"Ferula sadleriana",3,TRUE,2808630,"Apiaceae","Ferula"
"Ferula tingitana",2,TRUE,2808690,"Apiaceae","Ferula"
"Ferulago galbanifera",15,TRUE,2808757,"Apiaceae","Ferulago"
"Ferulago granatensis",1,TRUE,2808760,"Apiaceae","Ferulago"
"Ferulago sylvatica",3,TRUE,2808804,"Apiaceae","Ferulago"
"Ferulago syriaca",1,FALSE,2808806,"Apiaceae","Ferulago"
"Fessia puschkinioides",1,FALSE,306042,"Asparagaceae","Fessia"
"Festuca acuminata",2,TRUE,414366,"Poaceae","Festuca"
"Festuca airoides",4,TRUE,414386,"Poaceae","Festuca"
"Festuca alopecuros",7,TRUE,414406,"Poaceae","Festuca"
"Festuca alpina",2,TRUE,414414,"Poaceae","Festuca"
"Festuca altissima",19,TRUE,414433,"Poaceae","Festuca"
"Festuca ambigua",3,TRUE,414437,"Poaceae","Festuca"
"Festuca amethystina",1,TRUE,414443,"Poaceae","Festuca"
"Festuca ampla",1,TRUE,414460,"Poaceae","Festuca"
"Festuca aragonensis",2,TRUE,414488,"Poaceae","Festuca"
"Festuca arenaria",8,TRUE,414494,"Poaceae","Festuca"
"Festuca arvernensis",4,TRUE,414543,"Poaceae","Festuca"
"Festuca beckeri",4,TRUE,414599,"Poaceae","Festuca"
"Festuca brachyphylla",1,TRUE,414636,"Poaceae","Festuca"
"Festuca bromoides",9,TRUE,414675,"Poaceae","Festuca"
"Festuca carpatica",3,TRUE,414751,"Poaceae","Festuca"
"Festuca cinerea",3,TRUE,414787,"Poaceae","Festuca"
"Festuca circummediterranea",1,TRUE,414816,"Poaceae","Festuca"
"Festuca donax",4,FALSE,414999,"Poaceae","Festuca"
"Festuca drymeja",2,TRUE,415002,"Poaceae","Festuca"
"Festuca elegans",1,TRUE,415121,"Poaceae","Festuca"
"Festuca eskia",1,TRUE,415148,"Poaceae","Festuca"
"Festuca filiformis",7,TRUE,415175,"Poaceae","Festuca"
"Festuca francoi",2,FALSE,451788,"Poaceae","Festuca"
"Festuca gautieri subsp. gautieri",2,TRUE,499886,"Poaceae","Festuca"
"Festuca geniculata",5,TRUE,477682,"Poaceae","Festuca"
"Festuca glauca",11,TRUE,415250,"Poaceae","Festuca"
"Festuca graeca",1,TRUE,415303,"Poaceae","Festuca"
"Festuca guestfalica",1,TRUE,415318,"Poaceae","Festuca"
"Festuca halleri",3,TRUE,415330,"Poaceae","Festuca"
"Festuca heteromalla",3,TRUE,415361,"Poaceae","Festuca"
"Festuca heterophylla",16,TRUE,415363,"Poaceae","Festuca"
"Festuca iberica",2,TRUE,415405,"Poaceae","Festuca"
"Festuca incurva",2,TRUE,496797,"Poaceae","Festuca"
"Festuca jeanpertii",1,TRUE,415464,"Poaceae","Festuca"
"Festuca kolymensis",1,FALSE,415504,"Poaceae","Festuca"
"Festuca lachenalii",4,TRUE,415518,"Poaceae","Festuca"
"Festuca lemanii",5,TRUE,415559,"Poaceae","Festuca"
"Festuca ligustica",2,TRUE,415572,"Poaceae","Festuca"
"Festuca longifolia",5,TRUE,415599,"Poaceae","Festuca"
"Festuca marginata",2,TRUE,415642,"Poaceae","Festuca"
"Festuca maritima",1,TRUE,415648,"Poaceae","Festuca"
"Festuca membranacea",2,TRUE,415670,"Poaceae","Festuca"
"Festuca morisiana",1,TRUE,415715,"Poaceae","Festuca"
"Festuca muralis",1,TRUE,415723,"Poaceae","Festuca"
"Festuca myuros",11,TRUE,415734,"Poaceae","Festuca"
"Festuca nigrescens",4,TRUE,415766,"Poaceae","Festuca"
"Festuca olympica",1,TRUE,415828,"Poaceae","Festuca"
"Festuca orientalis",1,FALSE,415840,"Poaceae","Festuca"
"Festuca ovina",196,TRUE,415853,"Poaceae","Festuca"
"Festuca pallens",10,TRUE,416153,"Poaceae","Festuca"
"Festuca petraea",1,FALSE,416260,"Poaceae","Festuca"
"Festuca psammophila",2,TRUE,416353,"Poaceae","Festuca"
"Festuca pulchella",2,TRUE,416393,"Poaceae","Festuca"
"Festuca pulchra",9,TRUE,416395,"Poaceae","Festuca"
"Festuca quadriflora",2,FALSE,416431,"Poaceae","Festuca"
"Festuca rubra",163,TRUE,416502,"Poaceae","Festuca"
"Festuca rupicaprina",1,TRUE,416662,"Poaceae","Festuca"
"Festuca rupicola",16,TRUE,416663,"Poaceae","Festuca"
"Festuca scabriculmis",1,TRUE,416737,"Poaceae","Festuca"
"Festuca scariosa",1,TRUE,416743,"Poaceae","Festuca"
"Festuca sicula",1,TRUE,416790,"Poaceae","Festuca"
"Festuca summilusitana",1,TRUE,416919,"Poaceae","Festuca"
"Festuca trachyphylla",8,TRUE,457587,"Poaceae","Festuca"
"Festuca vaginata",5,TRUE,417056,"Poaceae","Festuca"
"Festuca valentina",1,TRUE,417068,"Poaceae","Festuca"
"Festuca valesiaca",21,TRUE,417069,"Poaceae","Festuca"
"Festuca varia",7,TRUE,417110,"Poaceae","Festuca"
"Festuca versicolor",3,TRUE,417154,"Poaceae","Festuca"
"Festuca violacea",3,TRUE,417166,"Poaceae","Festuca"
"Festuca violacea subsp. violacea",1,TRUE,477804,"Poaceae","Festuca"
"Fibigia clypeata",1,TRUE,2809290,"Brassicaceae","Fibigia"
"Fibigia macrocarpa",2,FALSE,2809295,"Brassicaceae","Fibigia"
"Ficus benjamina",26,FALSE,2809661,"Moraceae","Ficus"
"Ficus carica",160,TRUE,2809827,"Moraceae","Ficus"
"Ficus elastica",10,FALSE,2810307,"Moraceae","Ficus"
"Ficus lyrata",3,FALSE,2811182,"Moraceae","Ficus"
"Ficus macrophylla",2,FALSE,2811199,"Moraceae","Ficus"
"Ficus microcarpa",23,FALSE,2811321,"Moraceae","Ficus"
"Ficus pumila",1,FALSE,2811930,"Moraceae","Ficus"
"Ficus religiosa",2,FALSE,2812027,"Moraceae","Ficus"
"Ficus retusa",5,FALSE,2812043,"Moraceae","Ficus"
"Ficus rubiginosa",5,FALSE,2812107,"Moraceae","Ficus"
"Ficus sycomorus",2,FALSE,2812503,"Moraceae","Ficus"
"Filago arvensis",9,TRUE,3093286,"Asteraceae","Filago"
"Filago germanica",6,TRUE,3093706,"Asteraceae","Filago"
"Filago lutescens",1,TRUE,3093603,"Asteraceae","Filago"
"Filago pygmaea",1,TRUE,3093656,"Asteraceae","Filago"
"Filago pyramidata",4,TRUE,3093698,"Asteraceae","Filago"
"Filipendula camtschatica",5,FALSE,2948475,"Rosaceae","Filipendula"
"Filipendula rubra",3,FALSE,2948545,"Rosaceae","Filipendula"
"Filipendula ulmaria",119,TRUE,2921975,"Rosaceae","Filipendula"
"Filipendula vulgaris",34,TRUE,2948585,"Rosaceae","Filipendula"
"Flueggea tinctoria",4,TRUE,84616,"Phyllanthaceae","Flueggea"
"Foeniculum vulgare",58,TRUE,2813604,"Apiaceae","Foeniculum"
"Fontanesia fortunei",3,FALSE,369338,"Oleaceae","Fontanesia"
"Fontanesia philliraeoides",9,TRUE,369340,"Oleaceae","Fontanesia"
"Forestiera acuminata",1,FALSE,369346,"Oleaceae","Forestiera"
"Forsskaolea angustifolia",4,FALSE,2813740,"Urticaceae","Forsskaolea"
"Forsythia suspensa",9,FALSE,369441,"Oleaceae","Forsythia"
"Forsythia viridissima",2,FALSE,369455,"Oleaceae","Forsythia"
"Fourraea alpina",1,TRUE,2813840,"Brassicaceae","Fourraea"
"Fragaria chiloensis",2,FALSE,2948665,"Rosaceae","Fragaria"
"Fragaria moschata",13,TRUE,2948799,"Rosaceae","Fragaria"
"Fragaria vesca",79,TRUE,2948952,"Rosaceae","Fragaria"
"Fragaria virginiana",4,FALSE,2949067,"Rosaceae","Fragaria"
"Fragaria viridis",21,TRUE,2949095,"Rosaceae","Fragaria"
"Fragaria × ananassa",40,FALSE,2948609,"Rosaceae","Fragaria"
"Frangula alnus",124,TRUE,2814031,"Rhamnaceae","Frangula"
"Frangula alnus subsp. pontica",1,FALSE,2871388,"Rhamnaceae","Frangula"
"Frangula azorica",2,FALSE,2814044,"Rhamnaceae","Frangula"
"Frangula caroliniana",1,FALSE,2814059,"Rhamnaceae","Frangula"
"Frangula microphylla",1,FALSE,2814080,"Rhamnaceae","Frangula"
"Frangula rupestris",2,TRUE,2814108,"Rhamnaceae","Frangula"
"Frankenia boissieri",2,TRUE,2814133,"Frankeniaceae","Frankenia"
"Frankenia corymbosa",1,TRUE,2814158,"Frankeniaceae","Frankenia"
"Frankenia ericifolia",4,FALSE,2814174,"Frankeniaceae","Frankenia"
"Frankenia hirsuta",1,TRUE,2814202,"Frankeniaceae","Frankenia"
"Frankenia laevis",9,TRUE,2814219,"Frankeniaceae","Frankenia"
"Frankenia pulverulenta",4,TRUE,2814273,"Frankeniaceae","Frankenia"
"Frankenia thymifolia",4,TRUE,2814294,"Frankeniaceae","Frankenia"
"Fraxinus americana",14,FALSE,369468,"Oleaceae","Fraxinus"
"Fraxinus angustifolia",50,TRUE,369513,"Oleaceae","Fraxinus"
"Fraxinus angustifolia subsp. oxycarpa",24,TRUE,369531,"Oleaceae","Fraxinus"
"Fraxinus angustifolia subsp. syriaca",6,TRUE,369542,"Oleaceae","Fraxinus"
"Fraxinus anomala",2,FALSE,369543,"Oleaceae","Fraxinus"
"Fraxinus bungeana",1,FALSE,369578,"Oleaceae","Fraxinus"
"Fraxinus dimorpha",1,FALSE,369641,"Oleaceae","Fraxinus"
"Fraxinus dipetala",2,FALSE,369643,"Oleaceae","Fraxinus"
"Fraxinus excelsior",219,TRUE,369664,"Oleaceae","Fraxinus"
"Fraxinus latifolia",5,FALSE,369836,"Oleaceae","Fraxinus"
"Fraxinus mandshurica",2,FALSE,369861,"Oleaceae","Fraxinus"
"Fraxinus nigra",3,FALSE,369888,"Oleaceae","Fraxinus"
"Fraxinus ornus",69,TRUE,369914,"Oleaceae","Fraxinus"
"Fraxinus pallisiae",3,TRUE,369985,"Oleaceae","Fraxinus"
"Fraxinus pennsylvanica",17,FALSE,370006,"Oleaceae","Fraxinus"
"Fraxinus quadrangulata",2,FALSE,370075,"Oleaceae","Fraxinus"
"Fraxinus sogdiana",4,FALSE,370142,"Oleaceae","Fraxinus"
"Fraxinus velutina",2,FALSE,370195,"Oleaceae","Fraxinus"
"Fritillaria caucasica",1,FALSE,306548,"Liliaceae","Fritillaria"
"Fritillaria graeca",1,TRUE,306639,"Liliaceae","Fritillaria"
"Fritillaria imperialis",1,FALSE,306669,"Liliaceae","Fritillaria"
"Fritillaria involucrata",1,TRUE,306678,"Liliaceae","Fritillaria"
"Fritillaria meleagris",1,TRUE,306743,"Liliaceae","Fritillaria"
"Fritillaria messanensis",1,TRUE,306751,"Liliaceae","Fritillaria"
"Fritillaria messanensis subsp. gracilis",1,TRUE,306759,"Liliaceae","Fritillaria"
"Fritillaria pontica",1,TRUE,306824,"Liliaceae","Fritillaria"
"Fritillaria pyrenaica",1,TRUE,306842,"Liliaceae","Fritillaria"
"Fritillaria ruthenica",1,TRUE,306864,"Liliaceae","Fritillaria"
"Fritillaria tubaeformis",1,TRUE,306925,"Liliaceae","Fritillaria"
"Fuchsia arborescens",1,FALSE,2814824,"Onagraceae","Fuchsia"
"Fuchsia corymbiflora",1,FALSE,2814873,"Onagraceae","Fuchsia"
"Fuchsia denticulata",1,FALSE,2814883,"Onagraceae","Fuchsia"
"Fuchsia fulgens",1,FALSE,2814900,"Onagraceae","Fuchsia"
"Fuchsia gehrigeri",1,FALSE,2814904,"Onagraceae","Fuchsia"
"Fuchsia macrophylla",1,FALSE,2814947,"Onagraceae","Fuchsia"
"Fuchsia magellanica",5,FALSE,2814960,"Onagraceae","Fuchsia"
"Fuchsia microphylla",1,FALSE,2814979,"Onagraceae","Fuchsia"
"Fuchsia procumbens",1,FALSE,2815028,"Onagraceae","Fuchsia"
"Fuchsia splendens",1,FALSE,2815073,"Onagraceae","Fuchsia"
"Fuchsia thymifolia",1,FALSE,2815087,"Onagraceae","Fuchsia"
"Fuirena pubescens",2,TRUE,246376,"Cyperaceae","Fuirena"
"Fumana arabica",2,TRUE,2815167,"Cistaceae","Fumana"
"Fumana ericoides",5,TRUE,2815181,"Cistaceae","Fumana"
"Fumana laevipes",1,TRUE,2815200,"Cistaceae","Fumana"
"Fumana procumbens",11,TRUE,2815215,"Cistaceae","Fumana"
"Fumana scoparia",1,TRUE,2815219,"Cistaceae","Fumana"
"Fumana thymifolia",6,TRUE,2815222,"Cistaceae","Fumana"
"Fumaria agraria",1,TRUE,2815253,"Papaveraceae","Fumaria"
"Fumaria capreolata",9,TRUE,2815328,"Papaveraceae","Fumaria"
"Fumaria densiflora",1,TRUE,2815356,"Papaveraceae","Fumaria"
"Fumaria judaica",1,TRUE,2815404,"Papaveraceae","Fumaria"
"Fumaria muralis",4,TRUE,2815468,"Papaveraceae","Fumaria"
"Fumaria officinalis",24,TRUE,2815499,"Papaveraceae","Fumaria"
"Fumaria parviflora",7,TRUE,2815524,"Papaveraceae","Fumaria"
"Fumaria rostellata",2,TRUE,2815562,"Papaveraceae","Fumaria"
"Fumaria schleicheri",3,TRUE,2815579,"Papaveraceae","Fumaria"
"Fumaria vaillantii",5,TRUE,2815620,"Papaveraceae","Fumaria"
"Furcraea foetida",1,FALSE,307055,"Asparagaceae","Furcraea"
"Furcraea selloana",1,FALSE,307083,"Asparagaceae","Furcraea"
"Gagea bohemica",5,TRUE,307157,"Liliaceae","Gagea"
"Gagea chlorantha",1,FALSE,307193,"Liliaceae","Gagea"
"Gagea confusa",1,FALSE,307204,"Liliaceae","Gagea"
"Gagea cossoniana",1,TRUE,307211,"Liliaceae","Gagea"
"Gagea dubia",1,TRUE,307223,"Liliaceae","Gagea"
"Gagea foliosa",2,TRUE,307239,"Liliaceae","Gagea"
"Gagea fragifera",3,TRUE,307244,"Liliaceae","Gagea"
"Gagea gageoides",2,FALSE,307246,"Liliaceae","Gagea"
"Gagea graeca",2,TRUE,307256,"Liliaceae","Gagea"
"Gagea granatellii",2,TRUE,307258,"Liliaceae","Gagea"
"Gagea lutea",5,TRUE,307312,"Liliaceae","Gagea"
"Gagea maeotica",1,TRUE,307316,"Liliaceae","Gagea"
"Gagea marchica",1,TRUE,473314,"Liliaceae","Gagea"
"Gagea minima",4,TRUE,307324,"Liliaceae","Gagea"
"Gagea pauciflora",1,FALSE,307357,"Liliaceae","Gagea"
"Gagea polymorpha",1,TRUE,307367,"Liliaceae","Gagea"
"Gagea pratensis",7,TRUE,307374,"Liliaceae","Gagea"
"Gagea pusilla",6,TRUE,307385,"Liliaceae","Gagea"
"Gagea reticulata",1,TRUE,307396,"Liliaceae","Gagea"
"Gagea rigida",1,TRUE,307401,"Liliaceae","Gagea"
"Gagea serotina",2,TRUE,307417,"Liliaceae","Gagea"
"Gagea soleirolii",2,TRUE,307425,"Liliaceae","Gagea"
"Gagea spathacea",3,TRUE,307429,"Liliaceae","Gagea"
"Gagea villosa",3,TRUE,307493,"Liliaceae","Gagea"
"Gaillardia aestivalis",1,FALSE,3115648,"Asteraceae","Gaillardia"
"Gaillardia amblyodon",1,FALSE,3115650,"Asteraceae","Gaillardia"
"Gaillardia aristata",3,FALSE,3115660,"Asteraceae","Gaillardia"
"Gaillardia pulchella",4,FALSE,3115709,"Asteraceae","Gaillardia"
"Galactites tomentosus",27,TRUE,3043225,"Asteraceae","Galactites"
"Galanthus elwesii",4,TRUE,307529,"Amaryllidaceae","Galanthus"
"Galanthus nivalis",13,TRUE,307568,"Amaryllidaceae","Galanthus"
"Galanthus plicatus",3,TRUE,307594,"Amaryllidaceae","Galanthus"
"Galatella aragonensis",1,TRUE,3100148,"Asteraceae","Galatella"
"Galatella biflora",3,TRUE,3100154,"Asteraceae","Galatella"
"Galatella cana",2,TRUE,3100159,"Asteraceae","Galatella"
"Galatella linosyris",42,TRUE,3100186,"Asteraceae","Galatella"
"Galatella sedifolia",22,TRUE,3100591,"Asteraceae","Galatella"
"Galatella sedifolia subsp. dracunculoides",1,TRUE,3100640,"Asteraceae","Galatella"
"Galatella villosa",2,TRUE,3100668,"Asteraceae","Galatella"
"Galega officinalis",27,TRUE,2816283,"Fabaceae","Galega"
"Galega orientalis",2,FALSE,2816284,"Fabaceae","Galega"
"Galeopsis angustifolia",11,TRUE,85331,"Lamiaceae","Galeopsis"
"Galeopsis bifida",11,TRUE,85339,"Lamiaceae","Galeopsis"
"Galeopsis ladanum",19,TRUE,85385,"Lamiaceae","Galeopsis"
"Galeopsis pubescens",11,TRUE,85422,"Lamiaceae","Galeopsis"
"Galeopsis reuteri",1,TRUE,85428,"Lamiaceae","Galeopsis"
"Galeopsis segetum",3,TRUE,85432,"Lamiaceae","Galeopsis"
"Galeopsis speciosa",21,TRUE,85436,"Lamiaceae","Galeopsis"
"Galeopsis tetrahit",52,TRUE,85443,"Lamiaceae","Galeopsis"
"Galinsoga parviflora",51,FALSE,3125116,"Asteraceae","Galinsoga"
"Galinsoga quadriradiata",2,FALSE,3125327,"Asteraceae","Galinsoga"
"Galium album",32,TRUE,85609,"Rubiaceae","Galium"
"Galium anisophyllon",8,TRUE,85667,"Rubiaceae","Galium"
"Galium aparine",91,TRUE,85676,"Rubiaceae","Galium"
"Galium arenarium",4,TRUE,85715,"Rubiaceae","Galium"
"Galium aristatum",6,TRUE,85723,"Rubiaceae","Galium"
"Galium austriacum",2,TRUE,85776,"Rubiaceae","Galium"
"Galium baldense",1,TRUE,85794,"Rubiaceae","Galium"
"Galium boreale",33,TRUE,85836,"Rubiaceae","Galium"
"Galium broterianum",4,TRUE,85911,"Rubiaceae","Galium"
"Galium canum",1,TRUE,85957,"Rubiaceae","Galium"
"Galium cinereum",2,TRUE,86044,"Rubiaceae","Galium"
"Galium davuricum",1,FALSE,86169,"Rubiaceae","Galium"
"Galium debile",4,TRUE,86183,"Rubiaceae","Galium"
"Galium divaricatum",2,TRUE,86224,"Rubiaceae","Galium"
"Galium dumosum",1,FALSE,86231,"Rubiaceae","Galium"
"Galium estebanii",1,TRUE,86291,"Rubiaceae","Galium"
"Galium floribundum",1,TRUE,86334,"Rubiaceae","Galium"
"Galium glaucum",24,TRUE,86410,"Rubiaceae","Galium"
"Galium humifusum",5,TRUE,86526,"Rubiaceae","Galium"
"Galium intermedium",26,TRUE,86592,"Rubiaceae","Galium"
"Galium kitaibelianum",2,TRUE,86655,"Rubiaceae","Galium"
"Galium laevigatum",1,TRUE,86675,"Rubiaceae","Galium"
"Galium lucidum",27,TRUE,86729,"Rubiaceae","Galium"
"Galium lucidum subsp. corrudifolium",2,TRUE,349387,"Rubiaceae","Galium"
"Galium lucidum subsp. fruticescens",8,TRUE,86738,"Rubiaceae","Galium"
"Galium margaceum",1,FALSE,86766,"Rubiaceae","Galium"
"Galium megalanthum",1,FALSE,86791,"Rubiaceae","Galium"
"Galium megalospermum",7,TRUE,86792,"Rubiaceae","Galium"
"Galium meliodorum",1,TRUE,86796,"Rubiaceae","Galium"
"Galium mite",1,FALSE,86829,"Rubiaceae","Galium"
"Galium mollugo",143,TRUE,86839,"Rubiaceae","Galium"
"Galium mollugo subsp. mollugo",2,TRUE,486713,"Rubiaceae","Galium"
"Galium montis-arerae",1,TRUE,86891,"Rubiaceae","Galium"
"Galium murale",1,TRUE,86930,"Rubiaceae","Galium"
"Galium noricum",2,TRUE,86972,"Rubiaceae","Galium"
"Galium obliquum",3,TRUE,86991,"Rubiaceae","Galium"
"Galium odoratum",48,TRUE,87028,"Rubiaceae","Galium"
"Galium palustre",26,TRUE,87072,"Rubiaceae","Galium"
"Galium pamiroalaicum",1,FALSE,87090,"Rubiaceae","Galium"
"Galium papillosum subsp. helodes",1,TRUE,216545,"Rubiaceae","Galium"
"Galium papillosum subsp. papillosum",4,TRUE,349395,"Rubiaceae","Galium"
"Galium parisiense",7,TRUE,87107,"Rubiaceae","Galium"
"Galium productum",2,FALSE,87224,"Rubiaceae","Galium"
